,t,y,v_{y},v_{x},x
447,89.8,-0.28030924,0.098785789,0.020833146,0.554018534
448,90,-0.263627071,0.091014433,0.02938661,0.561894271
449,90.2,-0.243903467,0.105332621,0.024349757,0.565773178
450,90.4,-0.221494023,0.102435737,0.015853739,0.571634174
451,90.6,-0.202929172,0.102349575,0.009476759,0.572114673
452,90.8,-0.180554193,0.101169228,0.018722491,0.575424878
453,91,-0.162461481,0.094587918,0.014755825,0.57960367
454,91.2,-0.142719026,0.103282345,0.004768667,0.581327208
455,91.4,-0.121148543,0.10134163,-0.000355646,0.581511136
456,91.6,-0.102182373,0.105429383,0.007361349,0.58118495
457,91.8,-0.07897679,0.033513716,0.002645389,0.584455676
458,92,-0.088776887,-0.071571369,-0.014121444,0.582243105
459,92.2,-0.107605337,-0.076081225,-0.011429482,0.578807098
460,92.4,-0.119209377,-0.059346386,-0.000861971,0.577671313
461,92.6,-0.131343892,-0.056999995,-0.015952931,0.57846231
462,92.8,-0.142009375,-0.063622596,-0.016959467,0.57129014
463,93,-0.15679293,-0.063265239,0.013896158,0.571678523
464,93.2,-0.167315471,-0.039448612,0.005948204,0.576848603
465,93.4,-0.172572375,-0.055137595,-0.011356391,0.574057805
466,93.6,-0.189370509,-0.089034913,-0.007691212,0.572306047
467,93.8,-0.20818634,-0.069981977,-0.013212214,0.57098132
468,94,-0.2173633,-0.132320434,-0.01439185,0.567021161
469,94.2,-0.261114514,-0.159663082,-0.01396438,0.56522458
470,94.4,-0.281228532,-0.007082972,-0.01801147,0.561435409
471,94.6,-0.263947702,0.087039779,-0.025325662,0.558019992
472,94.8,-0.246412621,0.098493405,-0.018242137,0.551305144
473,95,-0.22455034,0.097629474,-0.001404998,0.550723137
474,95.2,-0.207360831,0.093674658,-0.006012443,0.550743145
475,95.4,-0.187080477,0.099919478,0.000164822,0.54831816
476,95.6,-0.16739304,0.09870337,0.003176611,0.550809074
477,95.8,-0.147599129,0.096475377,-0.002906748,0.549588804
478,96,-0.128802889,0.085120371,0.003808127,0.549646375
479,96.2,-0.113550981,0.083016669,0.004230498,0.551112055
480,96.4,-0.095596221,0.09690982,-0.005271932,0.551338574
481,96.6,-0.074787053,0.089177896,-0.008562775,0.549003282
482,96.8,-0.059925063,0.093185162,-0.005871865,0.547913464
483,97,-0.037512988,0.098207228,0.001961436,0.546654536
484,97.2,-0.020642172,0.084380072,0.005695272,0.548698039
485,97.4,-0.00376096,0.107838589,-0.000810816,0.548932645
486,97.6,0.022493264,0.096989831,0.000937132,0.548373712
487,97.8,0.035034973,0.083259533,0.006819338,0.549307497
488,98,0.055797077,0.095572208,0.021184174,0.551101447
489,98.2,0.073263856,0.089992011,0.022542434,0.557781167
490,98.4,0.091793881,0.112757097,0.001504076,0.560118421
491,98.6,0.118366695,0.109970736,-0.002176891,0.558382797
492,98.8,0.135782176,0.091554383,-0.002194973,0.559247665
493,99,0.154988448,0.082496243,-0.00537694,0.557504808
494,99.2,0.168780673,0.092073391,0.003675239,0.557096889
495,99.4,0.191817805,0.11367911,-0.003413308,0.558974904
496,99.6,0.214252317,0.098427509,-0.010152207,0.555731565
497,99.8,0.231188808,0.091824524,0.005449227,0.554914021
498,100,0.250982127,0.092180649,0.008943306,0.557911256
499,100.2,0.268061068,0.089452322,0.003806903,0.558491343
500,100.4,0.286763056,0.098792469,-0.002136205,0.559434018
501,100.6,0.307578056,0.100685274,-0.002390272,0.557636861
502,100.8,0.327037165,0.106632311,0.003042669,0.558477909
503,101,0.35023098,0.112385352,0.014557595,0.558853929
504,101.2,0.371991306,0.106574894,0.007021723,0.564300947
505,101.4,0.392860937,0.107912403,-0.003723382,0.561662618
506,101.6,0.415156267,0.105754217,0.010166111,0.562811594
507,101.8,0.435162624,0.090890839,0.0069521,0.565729063
508,102,0.451512603,0.076250604,0.006030608,0.565592434
509,102.2,0.465662866,0.08339974,0.011436387,0.568141306
510,102.4,0.484872499,0.10545127,0.000526802,0.570166989
511,102.6,0.507843374,0.1022451,0.003212259,0.568352027
512,102.8,0.525770538,0.09284406,-0.00100707,0.571451893
513,103,0.544980998,0.081632499,-0.021645851,0.567949199
514,103.2,0.558423538,0.093674269,-0.028627592,0.562793552
515,103.4,0.582450706,0.109569103,-0.024320343,0.556498162
516,103.6,0.602251179,0.094125235,-0.007380879,0.553065415
517,103.8,0.6201008,0.104464901,-0.007902609,0.553545811
518,104,0.644037139,0.11027641,-0.017395027,0.549904371
519,104.2,0.664211364,0.09159923,-0.020700127,0.5465878
520,104.4,0.680676831,0.096363932,-0.017932438,0.541624321
521,104.6,0.702756936,0.109743943,-0.002097195,0.539414825
522,104.8,0.724574409,0.108335173,0.007052488,0.540785442
523,105,0.746091006,0.099451931,0.001907213,0.54223582
524,105.2,0.764355181,0.089145763,-0.006835731,0.541548328
525,105.4,0.781749311,0.0907786,-0.003196478,0.539501528
526,105.6,0.800666621,0.110881745,-0.002555619,0.540269736
527,105.8,0.826102009,0.112347214,-0.017513333,0.53847928
528,106,0.845605507,0.101558184,-0.014028701,0.533264403
529,106.2,0.866725283,0.095348161,0.006296905,0.5328678
530,106.4,0.883744772,0.088767193,0.004507925,0.535783165
531,106.6,0.90223216,0.091059172,-0.0087389,0.53467097
532,106.8,0.920168441,0.092466343,-0.001947238,0.532287605
533,107,0.939218697,0.104097058,0.010013352,0.533892075
534,107.2,0.961807264,0.113855267,0.00545953,0.536292946
535,107.4,0.984760804,0.113079956,0.001816467,0.536075887
536,107.6,1.007039246,0.094089304,-0.001225292,0.537019532
537,107.8,1.022396525,0.088199608,0.005530007,0.53558577
538,108,1.042319089,0.096249581,0.009344669,0.539231535
539,108.2,1.060896358,0.094056583,-0.000164332,0.539323638
540,108.4,1.079941722,0.056998898,0.008947125,0.539165802
541,108.6,1.083695917,-0.020729927,0.000972554,0.542902488
542,108.8,1.071649752,-0.053599854,-0.001977625,0.539554824
543,109,1.062255975,-0.066917443,0.006321432,0.542111437
544,109.2,1.044882774,-0.064322899,0.00911726,0.542083397
545,109.4,1.036526815,-0.04630299,-0.005022537,0.545758341
546,109.6,1.026361578,-0.051594982,-0.009638675,0.540074382
547,109.8,1.015888823,-0.078447745,0.014639054,0.541902871
548,110,0.99498248,-0.083378344,0.009769914,0.545930003
549,110.2,0.982537485,-0.055052421,6.28E-05,0.545810837
550,110.4,0.972961512,-0.056271393,0.000207931,0.545955116
551,110.6,0.960028928,-0.075643109,0.00916382,0.545894009
552,110.8,0.942704268,-0.079523409,0.017501868,0.549620644
553,111,0.928219564,-0.058133252,0.01402053,0.552894757
554,111.2,0.919450967,-0.043831719,0.010721096,0.555228857
555,111.4,0.910686877,-0.059236047,0.004698797,0.557183195
556,111.6,0.895756549,-0.074941006,0.005759667,0.557108375
557,111.8,0.880710474,-0.056015873,0.004946941,0.559487061
558,112,0.873350199,-0.04789007,-0.001738737,0.559087152
559,112.2,0.861554446,-0.053712677,-0.004784111,0.558791567
560,112.4,0.851865129,-0.061733157,0.002317735,0.557173507
561,112.6,0.836861183,-0.066852121,0.004402599,0.559718661
562,112.8,0.82512428,-0.059514873,-0.008457267,0.558934547
563,113,0.813055234,-0.079037882,-0.007251444,0.556335754
564,113.2,0.793509127,-0.0832933,-0.00586933,0.556033969
565,113.4,0.779737914,-0.084971411,-0.012250818,0.553988022
566,113.6,0.759520563,-0.075100691,-0.017546185,0.551133642
567,113.8,0.749697638,-0.06530753,-0.013092602,0.546969548
568,114,0.733397551,-0.070228901,-0.002387543,0.545896601
569,114.2,0.721606077,-0.122306688,-0.041430174,0.546014531
570,114.4,0.684474876,-0.18960489,0.008429427,0.529324532
571,114.6,0.645764121,-0.137788079,0.05160804,0.549386302
572,114.8,0.629359644,-0.061675756,0.008871505,0.549967748
573,115,0.621093819,-0.057849318,0.007196309,0.552934904
574,115.2,0.606219917,-0.074081473,0.001603765,0.552846272
575,115.4,0.591461229,-0.046266057,-0.007183892,0.55357641
576,115.6,0.587713494,-0.034041471,-0.008751159,0.549972715
577,115.8,0.577844641,-0.047892403,0.002616362,0.550075946
578,116,0.568556533,-0.080037973,-0.00664376,0.55101926
579,116.2,0.545829452,-0.084262349,-0.010752842,0.547418442
580,116.4,0.534851594,-0.065684129,-0.006616122,0.546718123
581,116.6,0.5195558,-0.097932636,-0.005687828,0.544771993
582,116.8,0.495678539,-0.084702946,-0.006382602,0.544442992
583,117,0.485674622,-0.053847257,-0.008357552,0.542218953
584,117.2,0.474139636,-0.053298339,0.012850032,0.541099971
585,117.4,0.464355286,-0.053630477,0.014562316,0.547358965
586,117.6,0.452687446,-0.06368882,-0.003169887,0.546924897
587,117.8,0.438879758,-0.097482764,0.000647891,0.546091011
588,118,0.41369434,-0.177475827,0.006371271,0.547184054
589,118.2,0.367889427,-0.128490407,0.004526738,0.548639519
590,118.4,0.362298177,0.020842399,0.00169123,0.548994749
591,118.6,0.376226387,0.082061233,-0.005512046,0.549316011
592,118.8,0.395122671,0.09443843,-0.012378755,0.546789931
593,119,0.414001759,0.098370727,-0.0059533,0.544364509
594,119.2,0.434470961,0.097297856,-0.00405651,0.544408611
595,119.4,0.452920901,0.099911745,0.005592762,0.542741905
596,119.6,0.474435659,0.093887868,0.009337727,0.546645716
597,119.8,0.490476048,0.088453407,0.004260779,0.546476996
598,120,0.509817022,0.093852593,0.007971038,0.548350028
599,120.2,0.528017085,0.086478397,0.007549375,0.549665411
600,120.4,0.544408381,0.082358958,0.009218142,0.551369777
601,120.6,0.560960669,0.047236589,0.004849823,0.553352667
602,120.8,0.563303016,-0.014354445,0.000768269,0.553309707
603,121,0.55521889,-0.051632339,0.000953053,0.553659975
604,121.2,0.542650081,-0.066602758,0.001337104,0.553690928
605,121.4,0.528577787,-0.057962481,-0.007214001,0.554194816
606,121.6,0.519465089,-0.066715818,-0.011355353,0.550805327
607,121.8,0.50189146,-0.090264566,0.005735923,0.549652675
608,122,0.483359262,-0.074445144,0.007173406,0.553099696
609,122.2,0.472113403,-0.064745043,-0.002386512,0.552522038
610,122.4,0.457461245,-0.065982613,0.003658632,0.552145092
611,122.6,0.445720357,-0.048847691,-0.000310741,0.55398549
612,122.8,0.437922169,-0.047197879,-0.000519012,0.552020795
613,123,0.426841206,-0.046959781,0.008639788,0.553777886
614,123.2,0.419138256,-0.058675059,0.012390723,0.55547671
615,123.4,0.403371182,-0.079594736,0.011916681,0.558734175
616,123.6,0.387300362,-0.091257185,0.00736374,0.560243383
617,123.8,0.366868309,-0.069442825,0.011078162,0.561679671
618,124,0.359523232,-0.047501826,0.001482797,0.564674648
619,124.2,0.347867578,-0.05718621,-0.001975074,0.56227279
620,124.4,0.336648748,-0.054580526,0.011885116,0.563884618
621,124.6,0.326035368,-0.065163059,0.010448517,0.567026836
622,124.8,0.310583524,-0.076134908,-0.004849193,0.568064025
623,125,0.295581405,-0.067738821,-0.008539283,0.565087159
624,125.2,0.283487996,-0.059896276,-0.008292301,0.564648312
625,125.4,0.271622894,-0.075082955,-0.003740266,0.561770238
626,125.6,0.253454814,-0.070450357,-0.006696594,0.563152206
627,125.8,0.243442752,-0.05618791,0.000465349,0.559091601
628,126,0.23097965,-0.05874635,0.015459869,0.563338345
629,126.2,0.219944211,-0.057572114,-0.000763538,0.565275548
630,126.4,0.207950804,-0.067593497,0.009075235,0.56303293
631,126.6,0.192906813,-0.074430824,0.016482361,0.568905643
632,126.8,0.178178475,-0.062992672,-0.003814781,0.569625875
633,127,0.167709744,-0.062056227,-0.003221088,0.56737973
634,127.2,0.153355984,-0.070083698,0.00063692,0.56833744
635,127.4,0.139676264,-0.054617682,0.001887174,0.567634498
636,127.6,0.131508911,-0.065094045,0.006622108,0.569092309
637,127.8,0.113638646,-0.083548565,0.009450263,0.570283341
638,128,0.098089485,-0.074242147,0.006902772,0.572872414
639,128.2,0.083941787,-0.075949449,0.002692479,0.57304445
640,128.4,0.067709705,-0.064713703,0.007966504,0.573949406
641,128.6,0.058056306,-0.056267905,0.01320654,0.576231052
642,128.8,0.045202544,-0.072326219,0.013928505,0.579232022
643,129,0.029125819,-0.047813297,0.009749652,0.581802454
644,129.2,0.026077225,-0.055822009,0.008400917,0.583131883
645,129.4,0.006797015,-0.07669257,0.002024361,0.585162821
646,129.6,-0.004599803,-0.058455925,0.010979182,0.583941627
647,129.8,-0.016585355,-0.063982019,0.017668302,0.589554493
648,130,-0.030192611,-0.067232276,-0.000276658,0.591008948
649,130.2,-0.043478265,-0.055743734,-0.003558447,0.58944383
650,130.4,-0.052490105,-0.056007402,0.013396072,0.589585569
651,130.6,-0.065881225,-0.071034606,0.008188459,0.594802259
652,130.8,-0.080903947,-0.073891368,-0.006979785,0.592860953
653,131,-0.095437773,-0.07666098,-0.002299292,0.592010345
654,131.2,-0.111568339,-0.077085635,-0.003333782,0.591941236
655,131.4,-0.126272027,-0.074920061,0.005304476,0.590676832
656,131.6,-0.141536364,-0.08754387,0.014749618,0.594063026
657,131.8,-0.161289575,-0.075888441,0.004746314,0.59657668
658,132,-0.17189174,-0.067783581,-0.006560347,0.595961552
659,132.2,-0.188403007,-0.085775679,-0.010624744,0.593952541
660,132.4,-0.206202012,-0.073413529,-0.008439286,0.591711654
661,132.6,-0.217768419,-0.053153289,0.010710641,0.590576826
662,132.8,-0.227463328,-0.06178132,0.016016916,0.595995911
663,133,-0.242480947,-0.080070858,0.006012691,0.596983593
664,133.2,-0.259491671,-0.061306525,0.005384118,0.598400988
665,133.4,-0.267003556,-0.04432786,0.00118247,0.59913724
666,133.6,-0.277222815,-0.059132291,0.00517569,0.598873975
667,133.8,-0.290656473,-0.071696125,0.008631406,0.601207516
668,134,-0.305901265,-0.069758706,0.004951482,0.602326538
669,134.2,-0.318559955,-0.065982215,-0.000776814,0.603188109
670,134.4,-0.332294151,-0.057911682,-0.002893199,0.602015812
671,134.6,-0.341724628,-0.058413969,0.000226257,0.602030829
672,134.8,-0.355659739,-0.062951606,0.000307343,0.602106315
673,135,-0.36690527,-0.066949806,0.004092669,0.602153766
674,135.2,-0.382439661,-0.083936592,0.005040378,0.603743383
675,135.4,-0.400479907,-0.076615138,-0.003295587,0.604169917
676,135.6,-0.413085716,-0.074954641,-0.003597985,0.602425148
677,135.8,-0.430461764,-0.066152316,-0.006767807,0.602730724
678,136,-0.439546642,-0.058567731,-0.012086258,0.599718025
679,136.2,-0.453888856,-0.057602693,-0.00750866,0.59789622
680,136.4,-0.46258772,-0.045066053,-0.011497317,0.596714561
681,136.6,-0.471915277,-0.082067041,-0.018744364,0.593297293
682,136.8,-0.495414536,-0.08421036,-2.55E-05,0.589216815
683,137,-0.505599421,-0.05801776,0.007996068,0.593287113
684,137.2,-0.51862164,-0.064877441,-0.010139654,0.592415242
685,137.4,-0.531550398,-0.071718016,-0.003560037,0.589231252
686,137.6,-0.547308847,-0.071895527,-0.000346336,0.590991228
687,137.8,-0.560308608,-0.06555653,-0.005143668,0.589092717
688,138,-0.573531459,-0.074104447,0.000717194,0.588933761
689,138.2,-0.589950387,-0.084948415,0.00956312,0.589379595
690,138.4,-0.607510824,-0.078242268,0.004527717,0.592759009
691,138.6,-0.621247294,-0.075047586,-0.000565702,0.591190682
692,138.8,-0.637529859,-0.079872489,0.000459694,0.592532728
693,139,-0.65319629,-0.072371066,-0.002400948,0.591374559
694,139.2,-0.666478285,-0.065274048,0.00897092,0.591572349
695,139.4,-0.679305909,-0.07137343,0.01255077,0.594962927
696,139.6,-0.695027657,-0.072013449,-0.000199185,0.596592656
697,139.8,-0.708111289,-0.05979706,-0.00085474,0.594883253
698,140,-0.718946482,-0.067439414,-0.008096158,0.59625076
699,140.2,-0.735087054,-0.069577239,-0.008576646,0.59164479
700,140.4,-0.746777377,-0.059879227,-0.010291435,0.592820102
701,140.6,-0.759038745,-0.062296382,-0.014015286,0.587528216
702,140.8,-0.77169593,-0.070500241,0.005951263,0.587213988
703,141,-0.787238842,-0.081791244,0.012453862,0.589908721
704,141.2,-0.804412427,-0.064688497,0.000966477,0.592195532
705,141.4,-0.81311424,-0.045818729,-0.003675458,0.590295312
706,141.6,-0.822739919,-0.058704348,0.017375736,0.590725349
707,141.8,-0.83659598,-0.072619174,0.015712849,0.597245606
708,142,-0.851787588,-0.091540255,0.004613449,0.597010489
709,142.2,-0.873212082,-0.183317729,0.016974765,0.599090986
710,142.4,-0.92511468,-0.193022822,0.016586788,0.603800395
711,142.6,-0.95042121,-0.01495082,0.018349984,0.605725701
712,142.8,-0.931095008,0.097520787,0.017743441,0.611140389
713,143,-0.911412895,0.100927825,0.012214066,0.612823077
714,143.2,-0.890723878,0.097715397,0.00853007,0.616026015
715,143.4,-0.872326737,0.08839954,0.034870641,0.616235105
716,143.6,-0.855364062,0.087988022,0.045293472,0.629974272
717,143.8,-0.837131528,0.086575225,0.010144008,0.634352494
718,144,-0.820733972,0.089657681,0.00139567,0.634031875
719,144.2,-0.801268455,0.120063841,-0.001119617,0.634910762
720,144.4,-0.772708435,0.106337838,-0.002626062,0.633584028
721,144.6,-0.75873332,0.081779863,-0.00124926,0.633860338
722,144.8,-0.73999649,0.092799346,-0.000509393,0.633084324
723,145,-0.721613582,0.087008617,-0.002755544,0.633656581
724,145.2,-0.705193043,0.097295125,-0.001100606,0.631982107
725,145.4,-0.682695532,0.10087351,0.001996347,0.633216338
726,145.6,-0.664843639,0.084430252,0.000850997,0.632780645
727,145.8,-0.648923431,0.084047547,0.004273131,0.633556737
728,146,-0.63122462,0.095418223,0.002879897,0.634489898
729,146.2,-0.610756142,0.093669648,0.007335283,0.634708696
730,146.4,-0.593756762,0.100625989,-0.000938515,0.637424011
731,146.6,-0.570505746,0.084497337,-0.004998203,0.63433329
732,146.8,-0.559957827,0.003975556,0.001271251,0.63542473
733,147,-0.568915524,-0.068089554,0.003964894,0.63484179
734,147.2,-0.587193648,-0.076769044,0.008061643,0.637010688
735,147.4,-0.599623141,-0.05872235,0.003237619,0.638066447
736,147.6,-0.610682588,-0.057359158,-0.005804893,0.638305735
737,147.8,-0.622566804,-0.064559011,-0.007388444,0.63574449
738,148,-0.636506193,-0.052739497,-0.004570076,0.635350357
739,148.2,-0.643662603,0.032882223,-0.005925752,0.63391646
740,148.4,-0.623353304,0.043625608,0.001057598,0.632980057
741,148.6,-0.62621236,-0.021713631,0.003016991,0.634339499
742,148.8,-0.632038756,-0.019890878,0.001920226,0.634186853
743,149,-0.634168711,-0.023269092,-0.005675628,0.635107589
744,149.2,-0.641346393,-0.048834946,-0.00950866,0.631916602
745,149.4,-0.65370269,-0.058166638,0.004576746,0.631304125
746,149.6,-0.664613048,-0.059186887,0.00615673,0.6337473
747,149.8,-0.677377445,-0.053898375,-0.004961781,0.633766817
748,150,-0.686172398,-0.11507241,0.001769669,0.631762588
749,150.2,-0.723406409,-0.146818487,-0.000240046,0.634474685
750,150.4,-0.744899792,-0.105871681,-0.00385895,0.631666569
751,150.6,-0.765755081,-0.076178265,0.012982839,0.632931105
752,150.8,-0.775371098,-0.060709463,0.006353909,0.636859704
753,151,-0.790038866,-0.07290629,0.000854433,0.635472668
754,151.2,-0.804533615,-0.128699808,0.008420539,0.637201478
755,151.4,-0.841518789,-0.189936122,0.00637309,0.638840884
756,151.6,-0.880508063,-0.056584202,0.004760579,0.639750714
757,151.8,-0.86415247,0.092743764,-0.006688544,0.640745116
758,152,-0.843410558,0.103086074,-0.007687915,0.637075296
759,152.2,-0.822918041,0.095683992,0.000721081,0.63766995
760,152.4,-0.805136961,0.101555203,0.000823026,0.637363729
761,152.6,-0.782295959,0.098027953,0.011878917,0.63799916
762,152.8,-0.76592578,0.095126064,0.025874554,0.642115296
763,153,-0.744245534,0.104807541,0.018707966,0.648348982
764,153.2,-0.724002764,0.099850461,-0.004297059,0.649598482
765,153.4,-0.704305349,0.090289687,-0.015657996,0.646630158
766,153.6,-0.687886889,0.099545748,-0.005813993,0.643335283
767,153.8,-0.66448705,0.108603838,-9.54E-05,0.644304561
768,154,-0.644445354,0.089547202,-0.003872735,0.643297137
769,154.2,-0.628668169,0.07196559,0.001055019,0.642755467
770,154.4,-0.615659118,0.08490198,0.000912952,0.643719144
771,154.6,-0.594707377,0.111230905,-0.000624163,0.643120647
772,154.8,-0.571166756,0.10507377,0.009151002,0.643469479
773,155,-0.55267787,0.090896768,0.013949714,0.646781048
774,155.2,-0.534808048,0.088610316,0.007834503,0.649049365
775,155.4,-0.517233743,0.081993235,0.015038291,0.649914849
776,155.6,-0.502010754,0.093442577,0.015199677,0.655064681
777,155.8,-0.479856712,0.0969961,0.011247826,0.65599472
778,156,-0.463212314,0.092522863,-0.007006168,0.659563811
779,156.2,-0.442847567,0.102899203,-0.00967615,0.653192253
780,156.4,-0.422052633,0.090664046,0.023086414,0.655693352
781,156.6,-0.406581949,0.094235471,0.018365038,0.662426819
782,156.8,-0.384358445,0.096478128,0.013682624,0.663039367
783,157,-0.367990697,0.091669668,0.014059381,0.667899868
784,157.2,-0.347690578,0.093115545,0.010148555,0.668663119
785,157.4,-0.330744479,0.084125918,0.016361459,0.67195929
786,157.6,-0.314040211,0.09111441,0.006723035,0.675207703
787,157.8,-0.294298716,0.011929563,0.001687257,0.674648504
788,158,-0.309268385,-0.067379579,0.008518768,0.675882606
789,158.2,-0.321250547,-0.067117846,0.007042107,0.678056011
790,158.4,-0.336115524,-0.064224257,0.00165413,0.678699449
791,158.6,-0.34694025,0.027942139,-0.002452157,0.678717664
792,158.8,-0.324938668,0.108588466,-0.001234295,0.677718586
793,159,-0.303504864,0.095240782,0.000456704,0.678223946
794,159.2,-0.286842355,0.099210006,0.001379338,0.677901267
795,159.4,-0.263820861,0.096689722,0.016506193,0.678775681
796,159.6,-0.248166467,0.088775108,0.01827636,0.684503745
797,159.8,-0.228310818,0.095835301,0.009936101,0.686086225
798,160,-0.209832346,0.094662656,0.011628139,0.688478185
799,160.2,-0.190445756,0.093012695,0.010796754,0.69073748
800,160.4,-0.172627269,0.102176893,0.016221184,0.692796886
801,160.6,-0.149574998,0.099611644,0.016922031,0.697225954
802,160.8,-0.132782611,0.085740184,-0.002216823,0.699565699
803,161,-0.115278925,0.078070565,0.000595152,0.696339225
804,161.2,-0.101554385,0.085691319,0.003708154,0.69980376
805,161.4,-0.081002397,0.093212441,0.000639725,0.697822486
806,161.6,-0.064269409,0.091511114,0.007486387,0.70005965
807,161.8,-0.044397951,0.100894029,0.003014632,0.700817041
808,162,-0.023911797,0.083161088,0.004926059,0.701265502
809,162.2,-0.011133516,0.087818664,-0.002261634,0.702787465
810,162.4,0.011215669,0.111147576,-0.001667995,0.700360849
811,162.6,0.033325515,0.10206378,-0.000641477,0.702120267
812,162.8,0.052041181,0.107885677,-0.006342049,0.700104258
813,163,0.076479785,0.10104752,-0.007838274,0.699583447
814,163.2,0.092460188,0.10420573,-0.011396553,0.696968948
815,163.4,0.118162078,0.114118105,0.001065067,0.695024826
816,163.6,0.138107431,0.118402063,0.007690933,0.697394975
817,163.8,0.165522903,0.120168045,-0.017553285,0.698101199
818,164,0.186174649,0.09889116,-0.024115352,0.690373661
819,164.2,0.205079366,0.105078499,-0.004133731,0.688455058
820,164.4,0.228206048,0.095644668,0.003325485,0.688720169
821,164.6,0.243337234,0.092633748,0.002163282,0.689785253
822,164.8,0.265259547,0.097465969,-0.001238167,0.689585482
823,165,0.282323621,0.091295524,-0.00227203,0.689289986
824,165.2,0.301777757,0.100933045,-0.010205364,0.68867667
825,165.4,0.322696839,0.09979375,-0.014021151,0.68520784
826,165.6,0.341695257,0.092848203,-0.005943328,0.683068209
827,165.8,0.35983612,0.1041667,-0.000561536,0.682830509
828,166,0.383361937,0.106011044,-0.008727252,0.682843595
829,166.2,0.402240538,0.101125641,-0.02144582,0.679339608
830,166.4,0.423812194,0.100627403,-0.01113426,0.674265266
831,166.6,0.442491499,0.096740816,0.006073073,0.674885904
832,166.8,0.46250852,0.098672497,0.008140717,0.676694495
833,167,0.481960498,0.104965654,0.004289942,0.678142191
834,167.2,0.504494781,0.11067315,0.000387683,0.678410472
835,167.4,0.526229758,0.100439999,0.001075504,0.678297264
836,167.6,0.544670781,0.092991933,0.001009231,0.678840674
837,167.8,0.563426531,0.091394426,-0.010106526,0.678700956
838,168,0.581228551,0.096767197,-0.018257847,0.674798063
839,168.2,0.602133409,0.092462682,-0.005344526,0.671397818
840,168.4,0.618213624,0.078205669,-0.004498905,0.672660253
841,168.6,0.633415677,0.08062978,-0.0162588,0.669598256
842,168.8,0.650465536,0.091138955,-0.001444836,0.666156733
843,169,0.669871259,0.098031143,0.001413065,0.669020321
844,169.2,0.689677994,0.092406676,0.001614723,0.666721959
845,169.4,0.706833929,0.092137125,0.003598569,0.669666211
846,169.6,0.726532844,0.098252155,-0.00710052,0.668161386
847,169.8,0.746134791,0.107284322,-0.004129789,0.666826003
848,170,0.769446572,0.10534277,0.002400756,0.66650947
849,170.2,0.788271899,0.100759511,0.000935586,0.667786305
850,170.4,0.809750377,0.101101759,-0.003269689,0.666883705
851,170.6,0.828712602,0.105214651,-0.005945001,0.66647843
852,170.8,0.851836237,0.109417807,-0.005288266,0.664505704
853,171,0.872479725,0.113240108,0.004897434,0.664363123
854,171.2,0.89713228,0.11155126,0.00835055,0.666464678
855,171.4,0.917100229,0.090284686,0.001146004,0.667703343
856,171.6,0.933246154,0.093394184,-0.000822018,0.66692308
857,171.8,0.954457903,0.108863567,0.007560702,0.667374536
858,172,0.976791581,0.116564066,0.001710794,0.66994736
859,172.2,1.001083529,0.106574083,-0.0007341,0.668058854
860,172.4,1.019421215,0.0887462,0.00476828,0.66965372
861,172.6,1.036582009,0.097783477,0.009377562,0.669966166
862,172.8,1.058534605,0.105878326,0.002697085,0.673404745
863,173,1.078933339,0.104550776,0.00702282,0.671045
864,173.2,1.100354916,0.0510631,0.008160354,0.676213873
865,173.4,1.099358579,-0.044024641,-0.015697516,0.674309142
866,173.6,1.082745059,-0.086344262,-0.015989866,0.669934866
867,173.8,1.064820875,-0.082607963,-0.000513897,0.667913195
868,174,1.049701874,-0.071226403,0.004392704,0.669729307
869,174.2,1.036330313,-0.076179327,0.007480609,0.669670277
870,174.4,1.019230143,-0.072916396,0.012960922,0.672721551
871,174.6,1.007163755,-0.075164051,0.009189155,0.674854646
872,174.8,0.989164523,-0.083065962,0.004502364,0.676397213
873,175,0.97393737,-0.067215447,0.007854509,0.676655591
874,175.2,0.962278344,-0.062972833,0.018144759,0.679539017
875,175.4,0.948748237,-0.056694017,0.005064847,0.683913495
876,175.6,0.939600737,-0.056361224,-0.004097021,0.681564956
877,175.8,0.926203747,-0.052344958,0.005351604,0.682274687
878,176,0.918662754,-0.04907129,-0.000487164,0.683705597
879,176.2,0.906575231,-0.070777755,-0.009900099,0.682079821
880,176.4,0.890351652,-0.074146432,-0.005582177,0.679745558
881,176.6,0.876916659,-0.067501069,-0.000501564,0.67984695
882,176.8,0.863351225,-0.064806036,0.002435989,0.679544932
883,177,0.850994244,-0.052893758,0.005757349,0.680821346
884,177.2,0.842193721,-0.048898978,-0.005171866,0.681847872
885,177.4,0.831434653,-0.056388574,-0.014324077,0.6787526
886,177.6,0.819638292,-0.048138659,-0.010081739,0.676118241
887,177.8,0.81217919,-0.049286169,-0.00175577,0.674719904
888,178,0.799923824,-0.067639297,0.000581405,0.675415933
889,178.2,0.785123471,-0.066073656,-0.005248644,0.674952466
890,178.4,0.773494362,-0.049483594,-0.004992146,0.673316475
891,178.6,0.765330033,-0.057010118,-0.007424865,0.672955608
892,178.8,0.750690315,-0.061532112,-0.005921194,0.670346529
893,179,0.740717188,-0.051031438,0.006273529,0.67058713
894,179.2,0.73027774,-0.04955773,0.012355064,0.672855941
895,179.4,0.720894097,-0.039909116,0.004026822,0.675529155
896,179.6,0.714314093,-0.052662323,-0.006808406,0.67446667
897,179.8,0.699829167,-0.065098954,0.002012474,0.672805793
