X,Y
0.00000,118.2222
0.01657,82.3704
0.03314,49.0370
0.04971,41.1481
0.06628,37.0000
0.08285,34.1667
0.09942,32.1481
0.11599,31.7407
0.13256,32.9444
0.14913,34.5926
0.16570,36.0370
0.18227,36.8333
0.19884,37.3333
0.21541,38.6296
0.23198,38.1852
0.24855,35.2963
0.26512,31.8704
0.28169,29.4630
0.29826,28.6852
0.31483,28.3704
0.33140,28.0000
0.34797,27.5556
0.36454,26.8148
0.38111,26.3889
0.39768,26.0741
0.41425,25.7593
0.43082,25.8148
0.44739,25.7593
0.46396,25.8519
0.48053,25.5741
0.49710,25.4074
0.51367,25.9074
0.53024,26.4074
0.54681,26.4630
0.56338,26.1852
0.57995,25.7593
0.59652,25.2037
0.61309,24.4074
0.62966,24.0000
0.64623,24.2222
0.66280,24.9815
0.67937,26.6296
0.69594,29.0185
0.71251,31.2593
0.72908,34.2593
0.74565,38.0741
0.76222,41.0926
0.77879,42.4259
0.79536,41.8704
0.81193,40.2222
0.82850,36.7222
0.84507,32.9074
0.86164,30.4444
0.87821,29.2407
0.89478,28.6667
0.91135,28.0556
0.92792,27.5000
0.94449,27.6852
0.96106,27.8704
0.97763,28.3333
0.99420,28.8333
1.01077,28.6852
1.02734,28.3889
1.04391,28.4259
1.06048,28.4074
1.07705,28.4630
1.09362,28.5741
1.11019,28.5000
1.12676,28.0185
1.14333,27.7778
1.15990,27.9259
1.17647,28.3519
1.19304,29.0370
1.20961,29.7037
1.22618,30.4259
1.24275,30.7407
1.25932,30.5000
1.27589,29.8148
1.29246,29.9259
1.30903,30.5926
1.32560,31.0370
1.34217,30.6667
1.35874,30.1296
1.37531,29.6481
1.39188,29.5926
1.40845,29.7963
1.42502,30.0741
1.44159,30.3519
1.45816,30.9074
1.47473,31.1852
1.49130,31.0556
1.50787,30.2037
1.52444,29.7037
1.54101,30.1481
1.55758,30.1667
1.57415,30.3704
1.59072,30.6481
1.60729,30.9815
1.62386,32.7593
1.64043,37.0000
1.65700,43.8148
1.67357,48.5000
1.69014,52.3333
1.70671,55.8889
1.72328,56.6852
1.73985,48.8889
1.75642,39.2778
1.77299,32.8519
1.78956,31.0741
1.80613,30.7963
1.82270,31.1481
1.83927,31.6296
1.85584,32.3333
1.87241,32.4444
1.88898,32.3519
1.90555,32.3148
1.92212,32.1296
1.93869,32.7407
1.95526,33.5556
1.97183,34.7407
1.98840,34.9444
2.00497,35.2407
2.02154,35.4074
2.03811,35.3889
2.05468,35.8889
2.07125,37.3519
2.08782,37.4074
2.10439,36.4815
2.12096,36.7407
2.13753,36.7037
2.15410,35.7963
2.17067,35.3519
2.18724,35.8704
2.20381,35.6481
2.22038,35.3889
2.23695,35.1296
2.25352,35.1296
2.27009,35.1481
2.28666,35.5556
2.30323,36.0185
2.31980,36.2963
2.33637,35.4074
2.35294,35.3519
2.36951,36.3704
2.38608,36.9074
2.40265,37.2778
2.41922,37.3704
2.43579,37.3148
2.45236,36.9074
2.46893,37.1667
2.48550,36.2593
2.50207,34.9630
2.51864,34.0556
2.53521,33.3889
2.55178,33.2593
2.56835,33.7222
2.58492,34.2778
2.60149,34.9074
2.61806,35.8148
2.63463,37.3148
2.65120,40.2963
2.66777,43.5741
2.68434,44.6481
2.70091,44.7593
2.71748,44.0185
2.73405,41.5741
2.75062,39.5556
2.76719,37.5000
2.78376,37.3148
2.80033,37.1852
2.81690,37.3889
2.83347,37.7222
2.85004,38.2407
2.86661,39.1852
2.88318,40.8148
2.89975,43.3148
2.91632,51.4630
2.93289,57.8333
2.94946,63.8519
2.96603,69.1296
2.98260,71.0000
2.99917,71.9630
3.01574,69.5370
3.03231,64.1852
3.04888,60.0185
3.06545,57.5000
3.08202,56.9630
3.09859,58.3889
3.11516,61.2037
3.13173,63.0370
3.14830,63.0741
3.16487,61.1667
3.18144,57.7407
3.19801,50.6111
3.21458,45.2963
3.23115,44.0370
3.24772,43.3148
3.26429,42.7778
3.28086,42.0370
3.29743,41.1111
3.31400,40.3333
3.33057,40.1481
3.34714,40.2222
3.36371,40.4259
3.38028,40.3889
3.39685,39.3889
3.41342,38.7222
3.42999,38.9444
3.44656,38.7407
3.46313,39.1481
3.47970,39.7963
3.49627,40.9074
3.51284,41.0370
3.52941,42.5370
3.54598,44.0370
3.56255,47.1481
3.57912,49.0741
3.59569,50.5741
3.61226,52.5185
3.62883,53.2222
3.64540,50.4074
3.66197,47.9630
3.67854,46.0185
