X,Y
0.00000,130.481
0.01657,113.000
0.03314,93.111
0.04971,65.444
0.06628,46.426
0.08285,38.278
0.09942,35.593
0.11599,33.352
0.13256,32.370
0.14913,32.611
0.16570,32.944
0.18227,33.500
0.19884,35.630
0.21541,40.074
0.23198,43.056
0.24855,44.241
0.26512,44.426
0.28169,43.963
0.29826,43.778
0.31483,41.963
0.33140,39.815
0.34797,37.148
0.36454,34.556
0.38111,31.981
0.39768,30.426
0.41425,29.759
0.43082,29.722
0.44739,30.167
0.46396,30.352
0.48053,29.926
0.49710,29.870
0.51367,31.093
0.53024,32.926
0.54681,35.944
0.56338,38.519
0.57995,41.667
0.59652,46.926
0.61309,53.111
0.62966,58.704
0.64623,62.296
0.66280,64.296
0.67937,65.037
0.69594,63.278
0.71251,61.593
0.72908,61.278
0.74565,61.204
0.76222,60.500
0.77879,60.389
0.79536,62.111
0.81193,63.407
0.82850,62.907
0.84507,59.370
0.86164,55.667
0.87821,48.037
0.89478,37.981
0.91135,30.648
0.92792,26.926
0.94449,25.667
0.96106,26.352
0.97763,26.537
0.99420,26.537
1.01077,26.593
1.02734,26.630
1.04391,26.407
1.06048,26.500
1.07705,26.759
1.09362,26.889
1.11019,27.167
1.12676,27.667
1.14333,27.333
1.15990,26.759
1.17647,26.556
1.19304,26.833
1.20961,28.111
1.22618,29.463
1.24275,30.722
1.25932,30.815
1.27589,30.370
1.29246,30.204
1.30903,30.204
1.32560,29.963
1.34217,29.722
1.35874,29.407
1.37531,28.944
1.39188,28.963
1.40845,29.593
1.42502,29.981
1.44159,30.648
1.45816,31.389
1.47473,31.704
1.49130,31.852
1.50787,31.593
1.52444,30.852
1.54101,30.519
1.55758,30.389
1.57415,30.074
1.59072,29.481
1.60729,29.111
1.62386,29.296
1.64043,29.148
1.65700,29.074
1.67357,29.796
1.69014,30.981
1.70671,32.648
1.72328,36.019
1.73985,40.185
1.75642,44.815
1.77299,48.222
1.78956,49.204
1.80613,48.056
1.82270,44.796
1.83927,38.741
1.85584,32.463
1.87241,29.870
1.88898,29.537
1.90555,29.593
1.92212,30.148
1.93869,30.870
1.95526,31.389
1.97183,31.796
1.98840,32.852
2.00497,34.870
2.02154,37.000
2.03811,38.741
2.05468,38.204
2.07125,37.259
2.08782,36.000
2.10439,36.556
2.12096,37.741
2.13753,38.111
2.15410,37.833
2.17067,37.648
2.18724,37.278
2.20381,36.741
2.22038,36.519
2.23695,36.037
2.25352,35.185
2.27009,34.019
2.28666,33.315
2.30323,32.556
2.31980,31.537
2.33637,30.185
2.35294,28.574
2.36951,28.019
2.38608,28.370
2.40265,29.519
2.41922,30.556
2.43579,30.815
2.45236,30.852
2.46893,31.315
2.48550,33.296
2.50207,35.426
2.51864,36.167
2.53521,36.204
2.55178,35.741
2.56835,34.241
2.58492,32.111
2.60149,30.926
2.61806,30.278
2.63463,29.815
2.65120,29.704
2.66777,30.259
2.68434,30.926
2.70091,32.907
2.71748,36.981
2.73405,43.648
2.75062,48.870
2.76719,51.204
2.78376,52.815
2.80033,53.481
2.81690,50.981
2.83347,44.389
2.85004,37.444
2.86661,34.037
2.88318,33.093
2.89975,33.167
2.91632,33.241
2.93289,32.444
2.94946,31.667
2.96603,31.167
2.98260,31.259
2.99917,31.296
3.01574,31.185
3.03231,31.444
3.04888,32.000
3.06545,32.796
3.08202,33.222
3.09859,33.389
3.11516,33.148
3.13173,32.759
3.14830,32.630
3.16487,32.704
3.18144,32.944
3.19801,32.981
3.21458,33.426
3.23115,33.630
3.24772,33.759
