X,Y
0.00000,132.444
0.01657,119.444
0.03314,106.222
0.04971,86.556
0.06628,62.648
0.08285,46.000
0.09942,38.278
0.11599,35.815
0.13256,34.296
0.14913,33.426
0.16570,33.574
0.18227,34.130
0.19884,36.000
0.21541,38.278
0.23198,40.444
0.24855,42.407
0.26512,44.537
0.28169,45.333
0.29826,45.333
0.31483,45.204
0.33140,43.778
0.34797,41.741
0.36454,39.463
0.38111,36.796
0.39768,33.778
0.41425,32.648
0.43082,31.833
0.44739,31.167
0.46396,31.259
0.48053,31.778
0.49710,32.759
0.51367,34.037
0.53024,36.389
0.54681,39.037
0.56338,43.926
0.57995,52.778
0.59652,64.407
0.61309,76.833
0.62966,89.111
0.64623,98.407
0.66280,102.833
0.67937,104.907
0.69594,106.278
0.71251,106.778
0.72908,103.815
0.74565,100.093
0.76222,96.093
0.77879,90.278
0.79536,85.296
0.81193,82.889
0.82850,82.296
0.84507,81.519
0.86164,79.241
0.87821,73.537
0.89478,65.796
0.91135,58.704
0.92792,50.981
0.94449,42.148
0.96106,35.704
0.97763,33.167
0.99420,31.833
1.01077,30.870
1.02734,29.556
1.04391,28.037
1.06048,27.222
1.07705,26.500
1.09362,26.278
1.11019,26.556
1.12676,26.593
1.14333,26.407
1.15990,25.926
1.17647,25.519
1.19304,25.389
1.20961,25.556
1.22618,25.685
1.24275,25.204
1.25932,24.870
1.27589,25.130
1.29246,25.556
1.30903,25.926
1.32560,26.296
1.34217,26.389
1.35874,26.500
1.37531,26.833
1.39188,27.296
1.40845,27.741
1.42502,27.778
1.44159,27.926
1.45816,28.278
1.47473,28.463
1.49130,28.241
1.50787,27.611
1.52444,27.111
1.54101,27.259
1.55758,27.037
1.57415,26.815
1.59072,26.815
1.60729,27.111
1.62386,27.593
1.64043,27.556
1.65700,27.037
1.67357,26.167
1.69014,26.204
1.70671,27.056
1.72328,28.667
1.73985,30.000
1.75642,31.759
1.77299,35.204
1.78956,39.296
1.80613,42.704
1.82270,45.111
1.83927,46.241
1.85584,46.259
1.87241,44.130
1.88898,39.148
1.90555,34.352
1.92212,32.222
1.93869,31.722
1.95526,31.667
1.97183,31.463
1.98840,32.037
2.00497,33.833
2.02154,35.852
2.03811,38.389
2.05468,40.815
2.07125,40.500
2.08782,40.148
2.10439,39.056
2.12096,38.389
2.13753,34.796
2.15410,32.185
2.17067,31.796
2.18724,32.056
2.20381,33.019
2.22038,34.352
2.23695,35.704
2.25352,37.111
2.27009,38.500
2.28666,39.259
2.30323,38.463
2.31980,35.389
2.33637,32.778
2.35294,31.333
2.36951,30.389
2.38608,29.944
2.40265,29.722
2.41922,29.926
2.43579,30.130
2.45236,30.185
2.46893,30.463
2.48550,30.944
2.50207,31.315
2.51864,31.481
2.53521,31.259
2.55178,31.574
2.56835,31.759
2.58492,30.981
2.60149,30.722
2.61806,31.074
2.63463,31.315
2.65120,31.796
2.66777,32.815
2.68434,33.944
2.70091,34.333
2.71748,34.519
2.73405,35.111
2.75062,35.907
2.76719,36.537
2.78376,38.333
2.80033,39.685
2.81690,40.778
2.83347,41.185
2.85004,41.204
2.86661,40.981
2.88318,40.259
2.89975,39.352
2.91632,38.685
2.93289,38.667
2.94946,38.926
2.96603,39.167
2.98260,39.463
2.99917,39.667
3.01574,40.019
3.03231,40.574
3.04888,41.056
3.06545,41.519
3.08202,41.593
3.09859,41.167
3.11516,40.704
3.13173,40.481
3.14830,40.222
3.16487,40.074
3.18144,39.704
3.19801,39.500
3.21458,39.611
3.23115,39.815
3.24772,40.241
3.26429,40.833
3.28086,41.611
3.29743,42.648
3.31400,43.889
3.33057,45.315
3.34714,47.278
3.36371,49.278
3.38028,50.963
3.39685,52.056
3.41342,52.574
3.42999,52.704
3.44656,51.463
3.46313,50.167
3.47970,49.611
3.49627,49.000
3.51284,48.093
3.52941,47.278
3.54598,46.907
3.56255,46.074
3.57912,45.019
3.59569,44.185
3.61226,44.185
3.62883,44.093
3.64540,43.741
3.66197,43.093
3.67854,42.759
3.69511,42.981
3.71168,44.704
3.72825,48.056
3.74482,50.481
3.76139,51.685
3.77796,51.444
3.79453,50.296
3.81110,46.648
3.82767,43.537
3.84424,41.611
3.86081,40.648
3.87738,39.741
3.89395,38.611
3.91052,37.815
3.92709,37.704
3.94366,37.741
3.96023,37.815
3.97680,37.463
3.99337,37.093
4.00994,37.037
4.02651,37.407
4.04308,37.741
4.05965,37.778
4.07622,37.463
4.09279,37.037
4.10936,36.481
4.12593,35.648
4.14250,35.093
4.15907,34.611
4.17564,34.296
4.19221,34.000
4.20878,33.648
4.22535,33.167
4.24192,33.093
4.25849,34.019
