X,Y
0.00000,54.0000
0.01657,46.1667
0.03314,37.4048
0.04971,32.6667
0.06628,31.1905
0.08285,31.2381
0.09942,31.7143
0.11599,31.9524
0.13256,32.1429
0.14913,31.4524
0.16570,29.8571
0.18227,28.9762
0.19884,28.1905
0.21541,28.5000
0.23198,29.0238
0.24855,29.3810
0.26512,29.0238
0.28169,28.4762
0.29826,27.2143
0.31483,26.5238
0.33140,26.0952
0.34797,25.3571
0.36454,24.9762
0.38111,24.7857
0.39768,24.6429
0.41425,25.1429
0.43082,25.2143
0.44739,24.7381
0.46396,24.4048
0.48053,24.4762
0.49710,24.6429
0.51367,24.9762
0.53024,25.3333
0.54681,24.8571
0.56338,23.8810
0.57995,23.7857
0.59652,24.0238
0.61309,25.4524
0.62966,26.1905
0.64623,27.0714
0.66280,27.9524
0.67937,30.8810
0.69594,37.3333
0.71251,44.2857
0.72908,46.6667
0.74565,46.3333
0.76222,43.4762
0.77879,36.0238
0.79536,30.7381
0.81193,29.1667
0.82850,28.3095
0.84507,28.5476
0.86164,28.6905
0.87821,28.5000
0.89478,28.2143
0.91135,27.4048
0.92792,26.5714
0.94449,25.5000
0.96106,24.8810
0.97763,24.9286
0.99420,25.1429
1.01077,25.5714
1.02734,26.7857
1.04391,27.5952
1.06048,27.5000
1.07705,27.0952
1.09362,26.6905
1.11019,26.5714
1.12676,26.8810
1.14333,27.3333
1.15990,27.6190
1.17647,27.6905
1.19304,28.5238
1.20961,28.5000
1.22618,27.7857
1.24275,28.4048
1.25932,30.7619
1.27589,33.2381
1.29246,33.8095
1.30903,33.8333
1.32560,33.8333
1.34217,33.2381
1.35874,32.5714
1.37531,32.3095
1.39188,32.3333
1.40845,31.7857
1.42502,32.2381
1.44159,33.0952
1.45816,33.7143
1.47473,34.5238
1.49130,34.9524
1.50787,35.3571
1.52444,35.1190
1.54101,34.5476
1.55758,34.3333
1.57415,36.8810
1.59072,41.7143
1.60729,46.3333
1.62386,49.5000
1.64043,50.3095
1.65700,49.8810
1.67357,46.1190
1.69014,41.0238
1.70671,38.9286
1.72328,38.6190
1.73985,38.1429
1.75642,37.7143
1.77299,38.3571
1.78956,39.8810
1.80613,43.4762
1.82270,47.0238
1.83927,49.8333
1.85584,51.0476
1.87241,51.3333
1.88898,47.7381
1.90555,43.8810
1.92212,41.1667
1.93869,38.4762
1.95526,36.7619
1.97183,36.1905
1.98840,35.9762
2.00497,34.7857
2.02154,33.5476
2.03811,32.7857
2.05468,32.2857
2.07125,32.3333
2.08782,32.4048
2.10439,32.8571
2.12096,33.7857
2.13753,34.0000
2.15410,34.6905
2.17067,34.9524
2.18724,35.3571
2.20381,35.4762
2.22038,35.0000
2.23695,34.8810
2.25352,35.8333
2.27009,37.9048
2.28666,38.3571
2.30323,37.2619
2.31980,38.5714
2.33637,39.5000
2.35294,40.1429
2.36951,41.7619
2.38608,42.7619
2.40265,43.5476
2.41922,43.1667
2.43579,42.8571
2.45236,43.2381
2.46893,43.1905
2.48550,43.3571
2.50207,43.8571
2.51864,44.3333
2.53521,44.2619
2.55178,43.6190
2.56835,44.2381
2.58492,49.9524
2.60149,57.8095
2.61806,62.3810
2.63463,62.8095
2.65120,61.6190
2.66777,56.1429
2.68434,51.4048
2.70091,48.7857
2.71748,47.8810
2.73405,48.2381
2.75062,48.3810
2.76719,48.0952
2.78376,49.0952
2.80033,50.3095
2.81690,50.3333
2.83347,50.1905
2.85004,50.7143
2.86661,50.1905
2.88318,48.4048
2.89975,48.7381
2.91632,49.6905
2.93289,50.3095
2.94946,50.1905
2.96603,50.1667
2.98260,50.6429
2.99917,52.0714
3.01574,54.2619
3.03231,55.0000
3.04888,54.8095
3.06545,52.8095
3.08202,52.4524
3.09859,53.5476
3.11516,54.7143
3.13173,54.5238
3.14830,54.5238
3.16487,54.5952
3.18144,55.8571
3.19801,57.0476
3.21458,57.9286
3.23115,59.5952
3.24772,60.9524
3.26429,60.9048
3.28086,60.8571
3.29743,60.0714
3.31400,60.1429
3.33057,62.3810
3.34714,63.3810
3.36371,62.9524
3.38028,60.9048
3.39685,59.5952
3.41342,59.7381
3.42999,61.3810
