0.057	61.954	35.607	21.280	255	0	0	-127.515	3.338
0.058	55.169	43.617	19.801	255	0	0	-63.048	3.392
0.066	50.995	32.352	17.144	255	0	0	133.384	3.855
0.069	53.548	27.721	24.231	114.431	0	0	-46.048	4.000
0.061	36.936	12.024	21.784	101.667	0	0	80.122	3.518
0.051	52.742	38.550	23.402	252.667	0	0	115.811	2.931
0.067	47.300	38.683	15.792	253.667	0	0	16.896	3.856
0.064	45.992	30.653	22.505	254.000	0	0	55.793	3.711
0.065	74.203	77.426	17.227	253.344	0	0	43.332	3.769
0.048	62.633	47.187	17.462	252.667	0	0	15.698	2.740
0.067	58.168	51.036	17.946	254.462	0	0	147.234	3.855
0.065	66.939	57.784	19.833	254.982	0	0	-14.355	3.755
0.071	48.589	42.932	23.156	254.667	0	0	73.232	4.124
0.060	58.612	44.582	23.901	253.129	0	0	-9.416	3.478
0.062	65.575	47.668	12.752	254.333	0	0	-10.452	3.612
0.038	53.855	33.628	17.168	130.445	0	0	25.560	2.198
0.058	37.711	9.895	24.000	77.715	0	0	78.923	3.321
0.060	48.669	33.512	21.846	251.000	0	0	127.551	3.480
0.044	40.100	22.143	21.664	181.132	0	0	90.390	2.535
0.058	48.984	21.809	19.171	139.000	0	0	112.891	3.369
0.066	45.372	23.534	22.240	154.170	0	0	67.958	3.813
0.060	45.280	29.415	22.165	210.511	0	0	121.255	3.489
0.042	53.178	55.645	21.832	254.539	0	0	142.804	2.424
0.054	91.626	55.087	29.120	252.667	0	0	-178.734	3.122
0.060	58.931	43.168	24.078	238.082	0	0	64.829	3.486
0.055	65.563	52.792	15.658	254.432	0	0	-1.548	3.191
0.065	45.540	20.545	21.783	213.000	0	0	101.725	3.733
0.054	45.076	28.437	20.317	248.667	0	0	159.031	3.084
0.051	69.675	42.846	26.536	254.194	0	0	172.158	2.907
0.062	39.303	10.572	22.445	67.193	0	0	77.381	3.552
0.048	39.632	22.609	21.056	232.667	0	0	98.334	2.736
0.053	44.737	36.979	22.655	252.100	0	0	134.542	3.048
0.054	55.615	41.089	17.430	254.000	0	0	21.682	3.080
0.058	45.920	29.481	14.667	116.506	0	0	34.099	3.352
0.069	56.830	43.590	21.144	246.667	0	0	150.440	3.984
0.053	91.451	60.608	24.591	227.691	0	0	-170.961	3.073
0.047	45.443	16.072	20.615	77.522	0	0	161.796	2.705
0.051	38.298	10.882	23.317	75.278	0	0	101.837	2.942
0.046	44.639	19.587	22.204	93.121	0	0	139.198	2.665
0.072	62.291	43.317	19.656	254.000	0	0	24.642	4.136
0.052	46.232	31.646	17.000	120.713	0	0	30.682	3.007
0.046	63.741	33.009	29.844	150.668	0	0	22.706	2.635
0.040	61.375	50.653	25.854	251.680	0	0	12.670	2.280
0.052	39.749	33.029	15.343	252.000	0	0	-14.593	3.011
0.052	52.288	42.939	16.524	250.639	0	0	144.386	2.991
0.050	59.693	41.938	23.123	245.881	0	0	171.098	2.897
0.059	41.873	40.090	21.891	250.754	0	0	92.015	3.433
0.054	50.691	49.022	21.759	247.870	0	0	117.848	3.101
0.064	54.861	50.757	19.287	253.058	0	0	160.040	3.687
0.065	50.077	36.331	21.209	250.609	0	0	127.875	3.735
0.061	74.256	54.381	22.700	249.578	0	0	-171.870	3.536
0.051	50.310	27.863	28.418	246.000	0	0	50.972	2.930
0.055	50.269	46.669	15.954	240.667	0	0	28.784	3.187
0.065	38.694	15.382	19.553	81.329	0	0	154.255	3.771
0.037	36.487	15.262	23.789	114.599	0	0	129.746	2.130
0.055	79.942	89.863	0.000	255.000	0	0	34.868	3.217
0.051	56.301	43.240	3.473E-11	248.864	0	0	42.011	3.002
0.037	43.313	47.706	0.233	217.795	0	0	-6.843	2.144
0.057	73.893	63.032	1.313	255.000	0	0	17.688	3.307
0.037	69.163	59.656	5.115	255.000	0	0	-6.442	2.125
0.054	63.775	31.337	24.191	150.667	0	0	-17.945	3.150
0.044	45.273	27.617	20.667	247.667	0	0	-9.150	2.570
0.043	53.690	30.441	24.617	246.667	0	0	167.471	2.512
0.057	53.986	37.932	20.020	238.333	0	0	33.771	3.339
0.079	53.293	25.170	0.000	180.333	0	0	-40.186	4.592
0.053	52.230	31.505	21.915	141.900	0	0	-152.447	3.092
0.039	56.668	45.021	24.288	249.325	0	0	64.957	2.293
0.057	54.313	39.684	25.167	251.250	0	0	129.657	3.362
0.059	52.273	20.076	26.433	125.888	0	0	106.215	3.476
0.054	43.334	24.304	26.899	247.333	0	0	89.066	3.134
0.059	54.844	36.582	29.629	242.667	0	0	54.035	3.450
0.056	54.020	44.933	17.458	248.639	0	0	2.981	3.274
0.063	57.384	36.146	20.506	254.000	0	0	133.694	3.698
0.055	72.093	34.832	30.333	152.670	0	0	14.990	3.226
0.054	53.892	39.734	19.624	221.667	0	0	-149.566	3.160
0.050	62.101	42.317	25.292	247.507	0	0	160.074	2.898
0.058	55.452	28.334	30.161	231.333	0	0	57.507	3.392
0.052	40.227	16.875	21.333	88.411	0	0	14.580	3.044
0.057	47.120	32.636	19.626	247.667	0	0	0.292	3.338
0.053	63.425	42.005	26.556	244.318	0	0	173.974	3.082
0.058	45.518	25.150	22.612	145.381	0	0	148.543	3.394
0.058	52.591	20.183	25.273	114.044	0	0	114.755	3.375
0.053	64.923	40.990	28.126	220.442	0	0	63.435	3.122
0.067	50.625	24.686	26.143	154.667	0	0	127.266	3.937
0.057	63.824	34.746	18.083	127.873	0	0	-14.608	3.308
0.048	68.259	57.176	30.349	246.984	0	0	-170.253	2.816
0.066	52.069	27.028	26.455	245.000	0	0	126.009	3.852
0.056	65.117	39.825	19.408	250.333	0	0	-13.963	3.246
0.052	52.479	42.744	21.206	241.333	0	0	29.585	3.035
0.043	75.163	44.080	32.237	243.000	0	0	-161.075	2.520
0.055	57.550	44.277	23.808	247.424	0	0	144.107	3.195
0.048	45.193	40.200	21.043	253.333	0	0	160.253	2.822
0.060	52.999	28.949	23.107	186.054	0	0	142.125	3.495
0.060	71.608	54.291	0.000	248.689	0	0	0.554	3.525
0.056	62.205	35.052	21.510	250.333	0	0	19.754	3.275
0.064	51.258	19.767	24.411	103.341	0	0	126.451	3.726
0.054	48.811	25.485	24.189	108.706	0	0	-1.858	3.152
0.050	53.503	27.609	21.172	186.333	0	0	24.636	2.941
0.057	37.718	16.448	21.733	183.333	0	0	-16.390	3.319
0.076	53.729	29.311	18.274	222.000	0	0	19.550	4.427
0.053	51.316	36.599	24.600	247.000	0	0	40.088	3.094
0.059	48.042	21.660	25.589	133.333	0	0	-25.813	3.481
0.075	59.054	35.252	24.947	192.417	0	0	120.579	4.351
0.044	40.985	14.058	26.840	90.637	0	0	57.792	2.556
0.041	39.634	15.562	26.122	183.000	0	0	74.887	2.417
0.050	71.857	42.972	23.391	244.333	0	0	-178.014	2.948
0.066	50.573	29.015	20.540	219.333	0	0	13.109	3.829
0.076	58.835	41.488	17.667	252.001	0	0	19.964	4.439
0.063	55.064	40.975	25.147	250.990	0	0	153.792	3.663
0.048	51.330	43.136	27.731	253.551	0	0	158.786	2.777
0.083	83.309	72.292	24.901	253.763	0	0	40.449	4.856
0.077	68.480	46.204	25.597	251.248	0	0	119.583	4.484
0.068	59.978	33.688	20.370	146.402	0	0	15.709	3.962
0.046	89.105	53.992	28.121	188.159	0	0	3.281	2.678
0.051	48.196	31.937	22.063	193.552	0	0	29.055	2.980
0.045	46.064	29.486	26.491	246.039	0	0	71.565	2.639
0.064	57.661	31.285	24.889	251.000	0	0	108.352	3.732
0.061	45.255	23.493	19.240	101.000	0	0	-10.087	3.598
