 	Area	Mean	StdDev	Min	Max	XM	YM	Angle	Length
428	0.031	56.418	51.099	16.841	255	0	0	174.391	1.861
429	0.037	127.108	60.638	57.82	255	0	0	-159.944	2.227
430	0.032	69.962	64	20	255	0	0	-17.501	1.928
431	0.039	86.346	75.251	16.568	255	0	0	-65.056	2.358
432	0.04	82.654	66.299	17.849	255	0	0	72.81	2.411
433	0.037	81.849	58.145	26.128	255	0	0	179.569	2.21
434	0.035	109.189	71.453	30.213	255	0	0	33.944	2.079
435	0.036	66.112	59.719	12.076	255	0	0	-20.973	2.131
436	0.044	85.862	68.428	22.7	255	0	0	120.719	2.669
437	0.037	57.315	53.042	15.353	255	0	0	-53.303	2.192
438	0.035	77.511	72.271	14.881	255	0	0	113.499	2.086
439	0.039	93.355	65.262	18.379	255	0	0	40.117	2.33
440	0.042	68.567	49.466	19.733	255	0	0	61.091	2.533
441	0.038	70.216	61.784	18.533	255	0	0	-97.074	2.297
442	0.033	159.56	77.29	66.017	255	0	0	-154.954	1.948
443	0.034	62.362	66.178	18.404	255	0	0	-7.933	2.046
444	0.043	78.964	57.006	20.169	225.973	0	0	-119.236	2.554
445	0.04	62.007	59.186	18.728	255	0	0	-38.784	2.392
446	0.041	122.135	69.373	34.298	255	0	0	65.145	2.486
447	0.034	65.906	52.595	24.611	255	0	0	-6.953	2.05
448	0.035	60.342	54.433	19.009	255	0	0	-22.964	2.123
449	0.042	66.521	60.569	13.156	255	0	0	-37.247	2.529
450	0.037	71.395	60.656	22.389	255	0	0	156.125	2.227
451	0.032	58.47	52.394	25.333	255	0	0	129.118	1.943
452	0.035	71.828	63.373	16.975	255	0	0	-2.705	2.108
453	0.043	108.848	75.443	45.04	255	0	0	11.023	2.606
454	0.044	230.948	38.885	130.042	255	0	0	-148.299	2.656
455	0.042	79.269	58.969	19.634	255	0	0	71.684	2.534
456	0.042	97.103	91.961	14.113	255	0	0	-49.853	2.498
457	0.045	88.513	70.728	20.523	255	0	0	72.688	2.682
458	0.033	57.821	52.266	18.207	255	0	0	14.153	1.962
459	0.027	61.4	60.698	19.757	255	0	0	-1.736	1.646
460	0.044	85.955	59.047	31.69	255	0	0	3.933	2.668
461	0.036	71.079	60.532	17.41	255	0	0	112.452	2.174
462	0.04	79.517	71.957	14.93	255	0	0	-22.989	2.39
463	0.035	208.452	61.332	78.956	255	0	0	-127.513	2.07
464	0.042	95.271	71.6	22.609	255	0	0	32.758	2.54
465	0.045	66.099	48.242	21.228	255	0	0	132.51	2.694
466	0.033	67.278	61.372	17.078	255	0	0	-15.422	1.994
467	0.046	86.549	67.166	21.125	255	0	0	6.226	2.743
468	0.029	54.702	63.657	18.847	255	0	0	-14.574	1.716
469	0.037	94.342	71.136	24.64	255	0	0	39.531	2.212
470	0.038	57.371	50.368	23.324	255	0	0	144.462	2.285
471	0.045	82.044	70.305	13.863	255	0	0	-44.752	2.709
472	0.048	96.213	77.564	22.705	255	0	0	129.848	2.872
473	0.038	79.477	67.88	19.78	255	0	0	-2.946	2.252
474	0.039	54.374	53.255	19.005	255	0	0	143.616	2.353
475	0.035	58.93	60.942	14.663	255	0	0	-39.161	2.072
476	0.035	57.251	60.121	16.658	255	0	0	-4.054	2.112
477	0.035	67.224	56.735	21.333	255	0	0	19.16	2.079
478	0.033	82.971	62.384	22.259	255	0	0	36.486	1.976
479	0.042	85.652	69.907	20.121	255	0	0	-96.009	2.532
480	0.039	68.694	56.666	19.647	255	0	0	170.204	2.33
481	0.041	87.21	78.655	19.098	255	0	0	-32.208	2.49
482	0.044	79.696	70.549	15.601	255	0	0	139.594	2.634
483	0.038	88.781	76.785	22.778	255	0	0	31.47	2.248
484	0.045	80.513	61.127	22.763	255	0	0	9.174	2.705
485	0.044	108.282	73.273	43.558	255	0	0	13.69	2.676
486	0.035	61.31	52.23	13.598	255	0	0	117.364	2.126
487	0.04	69.18	63.118	18.733	255	0	0	-9.985	2.389
488	0.043	88.322	73.152	10.216	255	0	0	-41.117	2.597
489	0.037	55.864	54.545	15.946	255	0	0	160.875	2.184
490	0.045	55.428	48.619	16.884	255	0	0	-28.78	2.69
491	0.037	170.203	60.451	82.989	255	0	0	-151.728	2.244
492	0.033	82.301	68.992	22.386	255	0	0	33.959	1.955
493	0.031	68.403	60.404	17.048	255	0	0	57.295	1.872
494	0.038	71.052	57.283	19.397	255	0	0	0.418	2.273
495	0.041	64.31	53.285	17.504	255	0	0	137.726	2.464
496	0.046	94.172	66.102	19.785	255	0	0	-6.953	2.73
497	0.037	57.645	52.97	19.113	255	0	0	20.163	2.24
498	0.037	97.121	71.416	26.844	255	0	0	33.69	2.202
499	0.044	61.612	56.634	17.328	255	0	0	9.819	2.638
500	0.047	91.587	74.361	20	255	0	0	126.127	2.809
501	0.038	77.287	60.791	17.775	255	0	0	67.891	2.282
502	0.037	94.756	74.048	26.275	255	0	0	39.136	2.181
503	0.032	50.444	39.937	23.359	255	0	0	19.855	1.901
504	0.045	92.093	72.487	16.788	255	0	0	-70.463	2.718
505	0.037	76.312	58.034	22.275	255	0	0	171.448	2.235
506	0.038	116.288	55.958	51.69	255	0	0	-160.374	2.267
507	0.03	185.707	46.529	94.441	255	0	0	-148.768	1.822
508	0.041	75.103	64.952	14.333	255	0	0	147.792	2.492
509	0.043	97.333	70.557	19.85	255	0	0	58.588	2.544
510	0.042	66.974	61.962	14.902	255	0	0	105.222	2.52
511	0.045	102.472	73.122	17.929	255	0	0	28.78	2.679
512	0.04	63.074	46.047	17.615	255	0	0	141.953	2.422
513	0.04	160.69	58.964	79.704	255	0	0	-151.137	2.398
514	0.037	79.718	61.78	23.725	205.933	0	0	136.809	2.232
515	0.048	92.833	60.995	21.907	255	0	0	46.878	2.868
516	0.034	44.611	49.74	14.06	255	0	0	107.103	2.027
517	0.039	86.442	58.94	36.191	255	0	0	-169.33	2.33
518	0.041	68.969	55.816	22.904	255	0	0	166.715	2.456
519	0.035	67.379	46.046	17.011	254.766	0	0	5.029	2.09
520	0.035	61.1	59.497	17.737	255	0	0	85.533	2.128
521	0.048	57.946	54.661	17.547	255	0	0	-3.991	2.868
522	0.044	182.289	55.501	92.618	255	0	0	-149.899	2.646
523	0.038	73.722	58.958	18.333	255	0	0	71.565	2.295
524	0.042	87.846	67.847	26.247	255	0	0	179.246	2.512
525	0.035	57.112	60.05	20.741	255	0	0	20.292	2.113
526	0.043	99.067	86.172	18.208	255	0	0	-35.41	2.606
527	0.037	72.322	54.941	18.427	255	0	0	149.036	2.218
528	0.041	85.135	67.363	15.631	255	0	0	-136.652	2.434
529	0.039	69.031	60.613	17.672	255	0	0	-15.219	2.351
530	0.037	53.058	49.151	18.734	255	0	0	92.137	2.227
531	0.041	66.394	59.252	24.051	255	0	0	180	2.48
532	0.042	74.654	66.22	20	255	0	0	131.009	2.523
533	0.045	75.437	72.465	13.556	255	0	0	100.211	2.714
534	0.046	80.417	76.83	10.534	255	0	0	-36.663	2.75
535	0.042	116.987	77.142	35.248	255	0	0	-171.339	2.533
536	0.035	117.801	69.493	33.821	255	0	0	-113.499	2.078
537	0.048	80.801	77.302	17.023	255	0	0	-34.15	2.859
538	0.044	68.113	57.937	20.115	255	0	0	6.141	2.63
539	0.036	76.253	63.276	21.667	255	0	0	45.31	2.169
540	0.036	69.833	59.99	18.617	255	0	0	68.118	2.174
541	0.034	75.061	70.576	16.81	255	0	0	24.482	2.048
542	0.036	62.204	63.105	17.066	255	0	0	5.234	2.179
543	0.041	197.954	72.085	64.463	255	0	0	-127.807	2.432
544	0.036	92.561	64.733	18.967	255	0	0	45.31	2.164
545	0.036	91.896	82.095	17.465	255	0	0	23.025	2.158
546	0.037	78.954	60.852	17.542	255	0	0	67.413	2.238
547	0.04	69.769	58.88	22.517	255	0	0	164.917	2.427
548	0.038	55.194	39.426	23.072	255	0	0	143.046	2.254
549	0.042	62.997	47.244	24.089	255	0	0	-179.623	2.52
550	0.036	84.765	65.706	27.265	255	0	0	156.626	2.132
551	0.042	66.294	65.156	14.887	255	0	0	-37.476	2.512
552	0.035	61.679	59.93	19.394	255	0	0	-5.845	2.117
553	0.037	83.297	71.536	19.713	255	0	0	14.243	2.225
554	0.045	101.27	80.262	18.112	255	0	0	65.966	2.686
555	0.038	76.399	60.448	21.891	255	0	0	158.663	2.28
556	0.035	123.042	66.479	54.557	255	0	0	-135.324	2.079
557	0.037	70.254	58.616	19.289	255	0	0	127.208	2.24
558	0.041	95.268	85.353	16.401	255	0	0	-24.316	2.465
559	0.037	102.925	73.077	21.116	255	0	0	45.306	2.192
560	0.044	73.546	59.501	20.996	255	0	0	165.7	2.618
561	0.041	58.111	43.648	18.733	255	0	0	174.56	2.442
562	0.046	75.947	68.069	15.079	255	0	0	-41.088	2.754
563	0.035	52.095	51.971	18.333	255	0	0	93.633	2.092
564	0.04	62.899	56.764	16.36	255	0	0	8.746	2.404
565	0.037	65.955	65.716	18.379	255	0	0	-23.875	2.21
566	0.038	68.104	55.902	26.495	255	0	0	168.524	2.254
567	0.032	48.085	40.308	16.289	255	0	0	149.708	1.934
568	0.047	93.81	79.528	15.309	255	0	0	-13.548	2.836
569	0.034	62.166	61.449	17.366	255	0	0	5.572	2.044
570	0.04	81.479	59.574	24.839	251.709	0	0	-147.619	2.404
571	0.041	49.346	38.205	16.952	255	0	0	139.066	2.473
572	0.039	55.244	47.408	15.118	255	0	0	150.356	2.349
573	0.04	150.88	66.035	61.398	255	0	0	-154.486	2.421
574	0.041	82.871	62.908	30.193	255	0	0	179.618	2.488
575	0.046	78.849	56.517	16.405	255	0	0	156.847	2.742
576	0.038	91.725	68.751	32.62	255	0	0	178.736	2.258
577	0.049	101.934	80.578	17.703	255	0	0	-21.62	2.918
578	0.038	69.421	57.975	15.552	255	0	0	4.624	2.257
579	0.043	90.933	70.54	25.905	255	0	0	35.754	2.545
580	0.033	54.238	49.114	17.412	255	0	0	127.451	1.957
581	0.047	70.191	60.379	14.02	255	0	0	141.862	2.844
582	0.04	63.535	56.448	16.506	255	0	0	2.745	2.411
583	0.043	181.363	63.704	73.381	255	0	0	-153.27	2.581
584	0.041	70.49	60.142	17.465	255	0	0	-37.708	2.483
585	0.039	94.024	79.016	19.666	255	0	0	26.748	2.328
586	0.032	64.56	57.404	17.586	255	0	0	79.651	1.921
587	0.037	68.679	55.247	31.12	255	0	0	-171.448	2.241
588	0.039	61.215	60.29	16.518	255	0	0	0	2.345
589	0.034	71.93	69.223	17.335	255	0	0	-36.129	2.041
590	0.038	218.491	47.212	103.456	255	0	0	-149.893	2.286
591	0.041	66.057	61.741	9.589	255	0	0	115.697	2.449
592	0.035	69.959	54.074	32.102	255	0	0	-175.462	2.096
593	0.043	84.518	66.649	17.667	255	0	0	63.6	2.573
594	0.033	72.201	73.622	17.131	255	0	0	-12.061	1.991
595	0.034	57.098	67.112	16.029	255	0	0	-39.452	2.056
596	0.049	100.494	80.531	16.72	255	0	0	151.104	2.913
597	0.041	63.038	57.222	17.54	255	0	0	-1.909	2.481
598	0.036	175.549	71.801	62.469	255	0	0	-122.84	2.165
599	0.042	236.512	38.081	122.915	255	0	0	-133.118	2.497
600	0.049	70.59	54.331	14.848	255	0	0	123.69	2.927
601	0.038	70.006	64.59	15.355	255	0	0	44.403	2.248
602	0.033	81.599	59.685	31.507	255	0	0	-177.614	2.004
603	0.042	60.572	48.594	23.752	255	0	0	161.565	2.511
604	0.046	71.833	63.248	17.667	255	0	0	-7.842	2.784
605	0.043	69.205	52.659	15.023	255	0	0	46.032	2.608
606	0.042	95.74	77.777	27.749	255	0	0	179.241	2.496
607	0.034	57.769	58.467	16.887	255	0	0	-13.241	2.018
608	0.036	59.698	60.96	16.093	255	0	0	1.322	2.147
609	0.036	91.089	78.34	23.721	255	0	0	32.84	2.163
610	0.041	61.009	61.445	12.889	255	0	0	0.764	2.48
611	0.043	64.063	40.019	18.068	175.196	0	0	46.051	2.569
612	0.038	68.93	70.215	16.745	255	0	0	-53.046	2.26
613	0.052	89.383	70.381	18.413	255	0	0	26.565	3.114
614	0.046	169.381	74.135	58.187	255	0	0	-156.213	2.754
615	0.045	95.878	81.537	20.019	255	0	0	132.274	2.695
616	0.036	78.686	71.873	16.456	255	0	0	114.007	2.167
617	0.038	64.813	56.435	19.182	255	0	0	6.71	2.265
618	0.041	77.56	68.835	18.253	255	0	0	-26.046	2.446
619	0.051	76.818	69.382	13.611	255	0	0	143.746	3.078
620	0.037	78.475	58.993	17.767	255	0	0	56.427	2.242
621	0.043	84.101	59.952	24.899	255	0	0	14.837	2.583
622	0.033	92.99	73.274	25.708	255	0	0	33.425	1.975
623	0.039	59.595	46.617	16.325	255	0	0	145.637	2.35
624	0.038	75.557	51.641	17.409	255	0	0	52.712	2.27
625	0.043	87.915	57.755	42.751	255	0	0	-164.157	2.563
626	0.039	57.227	43.039	17.286	255	0	0	124.256	2.326
627	0.043	81.703	74.387	18.995	255	0	0	-10.008	2.565
628	0.043	81.302	71.486	17.188	255	0	0	-10.008	2.565
629	0.038	84.568	58.035	24.57	255	0	0	47.67	2.251
630	0.041	95.758	72.182	15.361	255	0	0	63.608	2.46
631	0.037	72.336	61.149	23.505	255	0	0	176.964	2.189
632	0.039	109.961	75.118	43.462	255	0	0	-166.853	2.327
633	0.036	200.868	65.169	68.123	255	0	0	-129.136	2.176
634	0.036	68.074	78.465	14.641	255	0	0	-49.108	2.136
635	0.033	45.478	49.121	17.667	255	0	0	-15.213	1.949
636	0.034	98.28	72.31	24.171	255	0	0	-101.768	2.023
637	0.034	43.871	28.561	15.518	244.061	0	0	143.871	2.054
638	0.042	68.258	46.729	17.006	209.67	0	0	6.843	2.506
639	0.036	51.053	36.64	17.156	255	0	0	-21.477	2.177
640	0.037	61.119	59.899	20.345	255	0	0	20.758	2.195
641	0.04	81.523	75.128	18	255	0	0	31.792	2.362
642	0.039	61.174	70.109	12.432	255	0	0	-37.519	2.335
643	0.039	75.725	70.859	16.126	255	0	0	55.305	2.361
644	0.04	86.089	70.191	23.903	255	0	0	179.204	2.393
645	0.04	173.751	79.198	50.836	255	0	0	-125.352	2.373
646	0.042	64.234	49.866	20.622	255	0	0	14.589	2.496
647	0.044	97.24	67.528	21.508	255	0	0	45	2.658
648	0.039	73.228	69.186	15.559	255	0	0	-16.504	2.326
649	0.04	69.309	72.525	11.117	255	0	0	-56.976	2.368
650	0.033	46.759	46.11	17.218	255	0	0	152.354	1.973
651	0.039	53.961	47.13	20.623	255	0	0	72.474	2.312
652	0.037	72.787	55.302	19.517	255	0	0	-133.781	2.203
653	0.041	63.85	48.242	19.663	255	0	0	159.215	2.43
654	0.038	62.322	64.566	18.857	255	0	0	-6.613	2.305
655	0.036	57.537	57.627	23.106	255	0	0	19.269	2.157
656	0.036	67.037	61.656	19.178	255	0	0	77.471	2.139
657	0.036	62.533	69.264	18.75	255	0	0	-8.949	2.133
658	0.033	58.209	69.971	17.023	255	0	0	-24.874	2.002
659	0.038	72.498	64.496	12.465	255	0	0	114.687	2.255
660	0.041	65.179	55.176	18.333	255	0	0	158.99	2.45
661	0.036	58.912	60.967	14.872	255	0	0	3.991	2.135
662	0.04	54.816	58.92	13.642	255	0	0	-44.718	2.377
663	0.035	56.676	48.413	19.805	255	0	0	5.398	2.107
664	0.036	70.182	67.444	18.427	255	0	0	-11.482	2.148
665	0.037	76.737	68.568	24.763	255	0	0	36.784	2.205
666	0.036	82.217	68.787	17.546	255	0	0	-114.187	2.142
667	0.038	62.569	62.914	17.823	255	0	0	128.853	2.305
668	0.043	73.582	71.797	17.807	255	0	0	36.353	2.564
669	0.04	77.006	71.132	14.83	255	0	0	-36.317	2.404
670	0.04	55.853	49.73	14.041	255	0	0	-18.687	2.388
671	0.038	104.289	69.033	40.77	255	0	0	-165.556	2.267
672	0.045	245.429	25.489	138.447	255	0	0	41.751	2.679
673	0.038	60.764	53.759	14.113	255	0	0	-2.09	2.267
674	0.038	64.727	43.136	18.255	255	0	0	-124.38	2.282
675	0.046	57.108	49.709	16.471	255	0	0	152.354	2.759
676	0.046	77.264	61.608	15.16	255	0	0	75.379	2.751
677	0.04	58.169	61.836	19.363	255	0	0	23.562	2.42
678	0.048	67.87	55.827	16.279	255	0	0	-26.565	2.886
679	0.042	73.577	59.954	17.335	255	0	0	126.946	2.502
680	0.044	76.697	61.193	16.215	255	0	0	74.554	2.62
681	0.037	60.881	54.673	16.983	255	0	0	163.586	2.234
682	0.042	90.862	77.119	16.517	255	0	0	-18.792	2.518
683	0.046	68.678	55.004	19.564	255	0	0	15.524	2.784
684	0.038	63.044	57.06	18.775	255	0	0	54.56	2.256
685	0.034	57.632	47.943	18.052	255	0	0	116.154	2.055
686	0.04	60.657	56.82	16.991	255	0	0	145.864	2.365
687	0.045	52.675	44.338	14.805	255	0	0	123.787	2.705
688	0.043	72.085	65.361	14.677	255	0	0	161.095	2.554
689	0.041	77.793	70.025	15.437	255	0	0	49.316	2.486
690	0.035	83.536	78.506	18.546	255	0	0	32.437	2.086
691	0.04	61.637	61.315	14.203	255	0	0	-37.807	2.424
692	0.032	144.308	71.713	62.979	255	0	0	27.229	1.923
693	0.035	71.999	59.771	13.929	255	0	0	-21.134	2.117
694	0.035	80.083	61.307	16.797	255	0	0	38.382	2.126
695	0.048	89.953	63.877	21.353	255	0	0	35.955	2.903
696	0.041	57.417	49.919	13.7	255	0	0	-3.504	2.444
697	0.036	54.731	51.262	16.867	255	0	0	68.772	2.149
698	0.037	74.723	51.383	23.944	255	0	0	-175.668	2.191
699	0.044	64.898	59.666	11.214	255	0	0	-4.289	2.654
700	0.038	84.677	78.832	12.964	255	0	0	41.46	2.286
701	0.031	65.686	67.28	14.489	255	0	0	-36.363	1.871
702	0.033	60.942	49.694	16.986	255	0	0	128.047	1.948
703	0.038	65.251	53.494	14.667	255	0	0	174.123	2.265
704	0.048	95.743	76.692	16.346	255	0	0	111.862	2.899
705	0.037	94.893	51.3	46.916	255	0	0	-160.489	2.23
706	0.047	85.526	69.836	17.023	255	0	0	76.293	2.797
707	0.039	56.66	50.601	19.754	255	0	0	131.868	2.358
708	0.039	73.054	67.15	16.526	255	0	0	147.095	2.35
709	0.043	100.253	72.816	17.6	255	0	0	22.28	2.584
710	0.043	63.143	64.456	18.381	255	0	0	11.094	2.583
711	0.047	107.981	89.488	17.81	255	0	0	-35.266	2.84
712	0.037	90.936	64.856	35.117	255	0	0	-174.726	2.18
713	0.044	65.944	52.311	12.515	255	0	0	-10.597	2.611
714	0.05	72.318	67.659	14.832	255	0	0	-6.93	3.018
715	0.039	65.279	61.938	16.445	255	0	0	135	2.315
716	0.044	76.394	60.808	16.483	255	0	0	54.92	2.642
717	0.043	101.094	69.269	37.898	255	0	0	-168.473	2.58
718	0.04	81.945	79.453	12.104	255	0	0	-44.162	2.4
719	0.037	160.548	70.22	46.851	255	0	0	-122.634	2.243
720	0.049	68.791	55.476	18.683	255	0	0	75.027	2.95
721	0.041	78.792	63.746	16.474	255	0	0	129.756	2.437
722	0.042	81.963	64.318	22.172	255	0	0	10.574	2.532
723	0.043	60.892	48.745	11.792	255	0	0	153.27	2.573
724	0.037	62.686	59.2	16.356	255	0	0	-26.946	2.236
725	0.039	70.95	73.383	8.035	255	0	0	-40.426	2.357
726	0.048	98.987	65.824	39.36	255	0	0	17.608	2.906
727	0.08	75.138	56.947	18.269	255	0	0	64.757	4.814
728	0.037	46.541	25.762	13.112	134.724	0	0	131.309	2.18
729	0.041	126.323	76.075	46.203	255	0	0	-163.413	2.447
730	0.033	39.54	29.225	16.092	255	0	0	159.894	1.979
731	0.041	59.741	69.326	9.792	255	0	0	-42.016	2.477
732	0.037	54.344	53.604	10.507	255	0	0	-54.762	2.217
733	0.044	85.528	77.903	15.744	255	0	0	-28.179	2.635
734	0.033	51.481	52.756	18.054	255	0	0	128.956	2.011
735	0.043	72.906	56.543	16.466	255	0	0	56.929	2.551
736	0.041	81.14	67.748	18.543	255	0	0	16.847	2.467
737	0.036	62.501	56.509	14.956	255	0	0	118.124	2.176
738	0.043	94.35	36.758	59.691	240.579	0	0	-151.775	2.549
739	0.042	191.053	68.817	74.145	255	0	0	48.24	2.5
740	0.04	67.688	63.021	13.007	255	0	0	120.626	2.391
741	0.041	71.808	63.302	19.69	255	0	0	174.174	2.46
742	0.041	108.664	51.77	53.278	255	0	0	-153.26	2.438
743	0.045	70.548	63.592	15.355	255	0	0	82.523	2.678
744	0.032	52.26	49.164	17.623	255	0	0	15.811	1.935
745	0.039	61.486	50.676	13.993	255	0	0	127.519	2.329
746	0.043	74.122	53.265	36.487	255	0	0	-164.456	2.59
747	0.035	46.873	50.216	14.911	255	0	0	4.912	2.122
748	0.039	53.798	67.799	9.855	255	0	0	-49.268	2.35
749	0.046	76.241	71.5	15.366	255	0	0	-18.869	2.765
750	0.051	109.47	46.189	57.982	255	0	0	30.054	3.037
751	0.044	72.503	67.163	15.671	255	0	0	35.287	2.644
752	0.044	62.536	56.434	12.331	255	0	0	153.275	2.662
753	0.035	54.395	34.682	15.425	129.364	0	0	-111.631	2.065
754	0.04	55.586	53.475	13.665	255	0	0	-37.185	2.416
755	0.038	143.311	82.101	42.573	255	0	0	18.834	2.267
756	0.04	67.497	59.761	10.175	255	0	0	69.95	2.401
757	0.033	63.029	57.837	14.005	255	0	0	44.326	2.001
758	0.038	70.086	59.857	11.823	255	0	0	71.175	2.31
759	0.057	70.947	54.557	15.267	255	0	0	-26.814	3.416
760	0.039	52.175	42.058	10.598	214.325	0	0	143.943	2.332
761	0.043	54.66	48.403	11.389	236.382	0	0	-48.122	2.583
762	0.036	45.246	32.285	16.667	255	0	0	-7.883	2.166
763	0.05	94.23	76.795	17.474	255	0	0	35.202	2.977
764	0.039	72.44	67.092	18.109	255	0	0	19.599	2.32
765	0.042	71.015	62.171	17.091	255	0	0	131.257	2.523
766	0.053	79.12	43.301	47.437	255	0	0	22.805	3.166
767	0.04	66.827	63.687	17.279	255	0	0	-19.195	2.365
768	0.035	59.119	67.027	10.193	255	0	0	-32.296	2.086
769	0.044	50.621	39.374	16.145	248.052	0	0	150.388	2.648
770	0.043	51.687	37.163	15.122	223.003	0	0	79.335	2.597
771	0.032	52.624	53.773	13.125	255	0	0	63.435	1.927
772	0.044	59.543	61.019	9.928	255	0	0	42.689	2.616
773	0.043	71.207	71.343	17	255	0	0	19.952	2.577
774	0.054	66.714	57.012	15.377	212.528	0	0	-29.709	3.239
775	0.038	90.529	72.8	29.454	255	0	0	-175.825	2.263
776	0.043	58.172	52.824	16.349	255	0	0	170.293	2.557
777	0.046	72.862	62.762	13.333	255	0	0	145.456	2.778
778	0.04	76.428	74.527	8.281	255	0	0	-41.336	2.377
779	0.044	51.812	52.875	16.443	255	0	0	153.108	2.613
780	0.045	102.177	78.598	33.326	255	0	0	-167.661	2.711
781	0.061	34.024	44.987	10.162	255	0	0	88.452	3.681
782	0.039	74.134	64.115	16.232	255	0	0	13.543	2.321
783	0.037	64.916	67.425	15.363	255	0	0	88.29	2.221
784	0.04	71.025	55.388	12.895	255	0	0	45.282	2.366
785	0.048	58.632	55.857	13.245	255	0	0	153.287	2.879
786	0.04	57.001	53.045	15.717	255	0	0	45.838	2.4
787	0.035	49.451	59.459	13.546	255	0	0	76.629	2.074
788	0.039	210.049	65.071	72.672	255	0	0	-129.857	2.354
789	0.041	42.588	40.624	15.561	255	0	0	126.401	2.431
790	0.04	76.162	63.614	18.368	255	0	0	-176.82	2.396
791	0.036	58.622	69.586	11.006	255	0	0	-36.254	2.154
792	0.041	83.316	78.021	13.756	255	0	0	42.248	2.437
793	0.042	89.012	66.854	36.2	255	0	0	-176.566	2.5
794	0.042	69.347	59.745	17.707	255	0	0	-29.745	2.532
795	0.035	73.238	59.319	19.307	255	0	0	-1.343	2.115
796	0.05	89.714	77.617	18.38	255	0	0	133.877	2.985
