t,x,y,v_{x},v_{y}
2.038000000E2,9.216929989E-4,1.628313127E-4,,
2.040000000E2,9.245783845E-4,1.398173124E-4,-8.696315673E-7,-9.227403384E-5
2.042000000E2,9.213451463E-4,1.259216992E-4,-1.001526537E-5,-7.529554457E-5
2.044000000E2,9.205722784E-4,1.096990946E-4,-7.592600571E-6,-8.333733640E-5
2.046000000E2,9.183081061E-4,9.258676465E-5,-2.435623835E-6,-7.139996220E-5
2.048000000E2,9.195980288E-4,8.113910971E-5,1.076869600E-5,-7.531519882E-5
2.050000000E2,9.226155845E-4,6.246068512E-5,5.512283471E-6,-8.870183676E-5
2.052000000E2,9.218029422E-4,4.565837500E-5,2.052700138E-6,-7.584937459E-5
2.054000000E2,9.234366645E-4,3.212093528E-5,1.352516779E-6,-8.522555584E-5
2.056000000E2,9.223439489E-4,1.156815267E-5,-8.263837996E-6,-8.789380696E-5
2.058000000E2,9.201311293E-4,-3.036587504E-6,7.063718394E-7,-7.359107808E-6
2.060000000E2,9.226264977E-4,8.624509546E-6,5.877628217E-6,8.919763472E-5
2.062000000E2,9.224821806E-4,3.264246639E-5,-2.450229581E-6,1.145588909E-4
2.064000000E2,9.216464058E-4,5.444806590E-5,-3.693308556E-7,5.466410961E-5
2.066000000E2,9.223344483E-4,5.450811023E-5,1.244121435E-7,-1.331086814E-4
2.068000000E2,9.216961707E-4,1.204593331E-6,-5.210447007E-6,-2.676641565E-4
2.070000000E2,9.202502656E-4,-5.255753019E-5,-6.689558314E-6,-2.677737419E-4
2.072000000E2,9.190203474E-4,-1.059049034E-4,-5.531515358E-6,-2.613535558E-4
2.074000000E2,9.180376594E-4,-1.570989525E-4,-5.841097045E-6,-2.727867453E-4
2.076000000E2,9.166839086E-4,-2.150196015E-4,2.027306526E-5,-2.889248503E-4
2.078000000E2,9.261468855E-4,-2.726688926E-4,2.914913030E-5,-2.794605034E-4
2.080000000E2,9.283435607E-4,-3.268038029E-4,3.070344876E-6,-2.706215595E-4
2.082000000E2,9.273750235E-4,-3.809175164E-4,4.689195034E-6,-2.792056300E-4
2.084000000E2,9.302192387E-4,-4.384860549E-4,5.328903566E-6,-2.530997631E-4
