t,x,y,v_{x},v_{y}
0.000000000E0,1.123092055E-3,9.801550964E-4,,
2.000000000E-1,1.123068021E-3,9.770066409E-4,-2.673598885E-6,-2.886358627E-5
4.000000000E-1,1.122022616E-3,9.686096619E-4,8.441758707E-7,-5.856925170E-5
6.000000000E-1,1.123405692E-3,9.535789402E-4,-7.195774759E-6,-6.153038015E-5
8.000000000E-1,1.119144306E-3,9.439975098E-4,-1.428032397E-5,-4.234888514E-5
1.000000000E0,1.117693562E-3,9.366393861E-4,-2.385797283E-6,-4.190850540E-5
1.200000000E0,1.118189987E-3,9.272341077E-4,1.741659858E-6,-4.519458415E-5
1.400000000E0,1.118390226E-3,9.185615525E-4,-3.909019580E-6,-3.942418462E-5
1.600000000E0,1.116626379E-3,9.114644338E-4,1.049280440E-5,-5.460309480E-5
1.800000000E0,1.122587348E-3,8.967203146E-4,2.528595552E-5,-5.344964113E-5
2.000000000E0,1.126740761E-3,8.900845774E-4,1.633124731E-5,-2.169798600E-5
2.200000000E0,1.129119847E-3,8.880411201E-4,4.548314484E-6,-2.245513502E-5
2.400000000E0,1.128560087E-3,8.811025233E-4,-1.081723757E-5,-3.244605792E-5
2.600000000E0,1.124792952E-3,8.750626970E-4,-9.340666268E-6,-3.497332070E-5
2.800000000E0,1.124823821E-3,8.671131951E-4,5.052575770E-6,-2.979653707E-5
3.000000000E0,1.126813982E-3,8.631440822E-4,7.092669328E-6,-4.007646416E-5
3.200000000E0,1.127660888E-3,8.510826094E-4,2.678494787E-6,-4.029458888E-5
3.400000000E0,1.127885380E-3,8.470262466E-4,1.335292039E-5,-3.376453027E-5
3.600000000E0,1.133002056E-3,8.375767973E-4,8.829466212E-6,-4.429288174E-5
3.800000000E0,1.131417167E-3,8.293090939E-4,5.858346992E-6,-3.311860291E-5
4.000000000E0,1.135345395E-3,8.243293561E-4,2.486716127E-6,-3.012225182E-5
4.200000000E0,1.132411853E-3,8.172601932E-4,-7.686596603E-6,-2.450263509E-5
4.400000000E0,1.132270757E-3,8.145283021E-4,1.641043784E-5,-3.320210499E-5
4.600000000E0,1.138976028E-3,8.039793512E-4,1.499973865E-5,-3.617530997E-5
4.800000000E0,1.138270652E-3,8.000581781E-4,-9.405321692E-7,-3.566876817E-5
5.000000000E0,1.138599815E-3,7.897118439E-4,3.140649039E-6,-4.215680481E-5
5.200000000E0,1.139526912E-3,7.831954562E-4,-6.596232508E-6,-1.091184499E-5
5.400000000E0,1.135961322E-3,7.853471059E-4,-1.945700233E-5,-1.095775184E-5
5.600000000E0,1.131744111E-3,7.788123554E-4,-4.109664592E-6,-4.140642844E-5
5.800000000E0,1.134317456E-3,7.687845346E-4,7.587011810E-6,-4.234556986E-5
6.000000000E0,1.134778915E-3,7.618741275E-4,4.925679764E-6,-3.138061760E-5
6.200000000E0,1.136287728E-3,7.562322875E-4,2.841518528E-6,-3.407261812E-5
6.400000000E0,1.135915523E-3,7.482450803E-4,4.186701364E-6,-3.353006688E-5
6.600000000E0,1.137962409E-3,7.428202608E-4,8.236649744E-6,-3.686716002E-5
6.800000000E0,1.139210183E-3,7.334982162E-4,-7.668523699E-6,-5.099856116E-5
7.000000000E0,1.134894999E-3,7.224208363E-4,-7.644114774E-6,-4.549635890E-5
7.200000000E0,1.136152537E-3,7.152996727E-4,1.507869779E-5,-3.087637022E-5
7.400000000E0,1.140926478E-3,7.100702882E-4,1.445070447E-5,-3.571752669E-5
