t,x,y,v_{y},v_{x}
3.680000000E2,9.481684673E-4,3.013081600E-4,,
3.682000000E2,9.523857058E-4,4.206981460E-4,5.928997451E-4,1.567758145E-5
3.684000000E2,9.544394999E-4,5.384680581E-4,5.852068619E-4,1.112100803E-5
3.686000000E2,9.568341090E-4,6.547808907E-4,3.123040737E-4,9.334542765E-6
3.688000000E2,9.581733170E-4,6.633896875E-4,9.305518373E-6,-2.471725764E-6
3.690000000E2,9.558454187E-4,6.585030981E-4,-2.826426357E-5,-1.091485314E-5
3.692000000E2,9.538073757E-4,6.520839821E-4,-2.756090216E-5,1.114804806E-7
3.694000000E2,9.558900109E-4,6.474787372E-4,-1.715331451E-5,1.567452554E-5
3.696000000E2,9.600771859E-4,6.452226563E-4,-3.474045646E-5,1.217711902E-5
3.698000000E2,9.607608585E-4,6.335825546E-4,-3.766854705E-5,1.891326540E-5
3.700000000E2,9.676424921E-4,6.301552375E-4,-2.667710025E-5,7.251651304E-6
3.702000000E2,9.636615190E-4,6.229117145E-4,-2.262102414E-5,-6.950231896E-6
3.704000000E2,9.648623993E-4,6.211068278E-4,-2.509850397E-5,-1.668944235E-7
3.706000000E2,9.635947612E-4,6.128723129E-4,-2.488059868E-5,7.994675280E-6
3.708000000E2,9.680602694E-4,6.111545884E-4,-9.886681343E-6,3.765294829E-6
3.710000000E2,9.651008792E-4,6.089176404E-4,-1.131492746E-5,-1.468480040E-5
3.712000000E2,9.621863493E-4,6.066286174E-4,-2.410469998E-5,-4.305388970E-6
3.714000000E2,9.633787236E-4,5.992757604E-4,-2.687549921E-5,4.568197779E-6
3.716000000E2,9.640136284E-4,5.958784177E-4,-1.930217158E-5,1.218971854E-6
3.718000000E2,9.638663123E-4,5.915548918E-4,-1.071376064E-5,-6.645947976E-6
3.720000000E2,9.613552492E-4,5.915929134E-4,-2.194773042E-5,-1.020582103E-5
3.722000000E2,9.597839839E-4,5.827757996E-4,-5.472726878E-5,-7.857183885E-6
3.724000000E2,9.582123757E-4,5.697020059E-4,-5.233074385E-5,8.266770534E-6
3.726000000E2,9.630906921E-4,5.618435021E-4,-1.876703734E-5,1.345250314E-5
3.728000000E2,9.635933769E-4,5.621951910E-4,-1.104111580E-5,8.616626867E-7
3.730000000E2,9.634353572E-4,5.574270557E-4,-2.335344792E-5,-7.985838318E-7
3.732000000E2,9.632739434E-4,5.528538118E-4,-1.448701742E-5,3.485412054E-6
3.734000000E2,9.648295220E-4,5.516322488E-4,-3.062293076E-5,2.711147241E-6
3.736000000E2,9.643584023E-4,5.406046395E-4,-3.925181124E-5,-5.596775074E-6
3.738000000E2,9.625908120E-4,5.359315243E-4,-1.145032519E-5,9.426350776E-7
3.740000000E2,9.647354563E-4,5.360245094E-4,-4.946605342E-6,-5.251851365E-6
3.742000000E2,9.604900714E-4,5.339528821E-4,-2.292211632E-5,-4.509797417E-6
3.744000000E2,9.629315373E-4,5.268556629E-4,-2.765086359E-5,-4.289570423E-6
3.746000000E2,9.587742433E-4,5.228925367E-4,-7.706991317E-6,-1.024195320E-5
3.748000000E2,9.588347561E-4,5.237728664E-4,2.144516193E-4,4.776236843E-6
3.750000000E2,9.606847380E-4,6.086731844E-4,4.209234725E-4,8.030266784E-6
3.752000000E2,9.620468628E-4,6.921422554E-4,3.931622325E-4,1.629115221E-6
3.754000000E2,9.613363841E-4,7.659380774E-4,1.796172551E-4,1.582625657E-6
3.756000000E2,9.626799130E-4,7.639891574E-4,-1.552474235E-4,3.141109352E-7
3.758000000E2,9.614620285E-4,7.038391080E-4,-3.862359984E-4,3.358281283E-6
3.760000000E2,9.640232255E-4,6.094947581E-4,-4.730495955E-4,2.997025366E-6
3.762000000E2,9.626608386E-4,5.146192698E-4,-4.720217867E-4,-4.358111126E-6
3.764000000E2,9.622799811E-4,4.206860434E-4,-3.835521403E-4,-1.123758460E-5
3.766000000E2,9.581658048E-4,3.611984137E-4,-1.423256605E-4,-4.669596021E-6
3.768000000E2,9.604121427E-4,3.637557792E-4,2.142616439E-4,1.336795271E-5
3.770000000E2,9.635129859E-4,4.469030712E-4,4.202145630E-4,5.078313334E-6
3.772000000E2,9.624434680E-4,5.318416044E-4,4.018751246E-4,-8.976805832E-6
3.774000000E2,9.599222635E-4,6.076531211E-4,2.023702857E-4,-2.328080583E-6
3.776000000E2,9.615122358E-4,6.127897187E-4,-4.439026070E-5,-1.074048497E-5
3.778000000E2,9.556260695E-4,5.898970168E-4,-2.980821517E-4,-2.112857539E-5
3.780000000E2,9.530608056E-4,4.935568580E-4,-4.744301225E-4,-7.941316843E-6
3.782000000E2,9.524495428E-4,4.001249678E-4,-4.155733806E-4,-6.169895497E-6
3.784000000E2,9.505928474E-4,3.273275058E-4,-1.917640436E-4,-1.355668592E-6
3.786000000E2,9.519072754E-4,3.234193503E-4,-2.581214516E-5,-4.154248623E-6
3.788000000E2,9.489311480E-4,3.170026477E-4,8.364648235E-5,-4.070781745E-6
3.790000000E2,9.502789627E-4,3.568779432E-4,3.085507500E-4,-5.491195175E-6
3.792000000E2,9.467346699E-4,4.404229477E-4,4.289455057E-4,-2.186526674E-5
3.794000000E2,9.415328560E-4,5.284561455E-4,4.396618400E-4,-1.611848123E-5
3.796000000E2,9.402872774E-4,6.162876837E-4,4.326282844E-4,-1.466632628E-5
3.798000000E2,9.356663255E-4,7.015074593E-4,4.203196634E-4,-1.241031179E-7
3.800000000E2,9.402376362E-4,7.844155491E-4,4.284818037E-4,5.494737458E-6
3.802000000E2,9.378642204E-4,8.729001808E-4,4.246813204E-4,-7.265662082E-6
3.804000000E2,9.373313713E-4,9.542880772E-4,4.064259677E-4,3.692943113E-6
3.806000000E2,9.393413977E-4,1.035470568E-3,2.581299706E-4,1.222921025E-6
3.808000000E2,9.378205398E-4,1.057540065E-3,5.692862264E-5,-1.310325145E-5
3.810000000E2,9.341000971E-4,1.058242017E-3,-5.233223455E-6,-4.487675072E-6
3.812000000E2,9.360254697E-4,1.055446776E-3,-1.527344698E-5,-6.444330837E-7
3.814000000E2,9.338423239E-4,1.052132638E-3,-3.018251006E-5,8.432928654E-7
3.816000000E2,9.363627869E-4,1.043373772E-3,-3.996911306E-5,4.628166327E-6
3.818000000E2,9.356935904E-4,1.036144993E-3,-2.215884249E-5,-1.787715734E-6
3.820000000E2,9.356477006E-4,1.034510235E-3,-2.071362771E-5,2.408633203E-6
3.822000000E2,9.366570437E-4,1.027859542E-3,-9.688979469E-6,1.582654816E-5
3.824000000E2,9.419783198E-4,1.030634643E-3,7.535565992E-6,1.319243619E-5
3.826000000E2,9.419340182E-4,1.030873768E-3,-4.105259902E-6,-1.284019243E-6
3.828000000E2,9.414647121E-4,1.028992539E-3,-2.242731812E-5,-3.969769434E-6
3.830000000E2,9.403461104E-4,1.021902841E-3,-2.242611433E-5,1.231210129E-5
3.832000000E2,9.463895527E-4,1.020022094E-3,-3.084644567E-5,1.846335481E-5
3.834000000E2,9.477314523E-4,1.009564263E-3,-2.623764004E-5,8.686321063E-6
3.836000000E2,9.498640811E-4,1.009527038E-3,5.145446057E-6,1.075620678E-5
3.838000000E2,9.520339350E-4,1.011622441E-3,-2.169853944E-5,2.095403597E-5
3.840000000E2,9.582456955E-4,1.000847622E-3,-3.741406641E-5,4.680131387E-6
3.842000000E2,9.539059876E-4,9.966568146E-4,-1.038395505E-5,-1.618084164E-5
3.844000000E2,9.517733588E-4,9.966940398E-4,-3.722794054E-5,-5.983012464E-6
3.846000000E2,9.515127826E-4,9.817656384E-4,-6.425805191E-5,1.487796057E-5
3.848000000E2,9.577245430E-4,9.709908190E-4,-5.145446057E-6,-1.075620678E-5
3.850000000E2,9.472102999E-4,9.797074600E-4,2.060914340E-5,-3.414156210E-5
3.852000000E2,9.440679182E-4,9.792344764E-4,-1.548868142E-6,-1.039147072E-6
3.854000000E2,9.467946411E-4,9.790879127E-4,-4.136367863E-6,1.936163880E-6
3.856000000E2,9.448423838E-4,9.775799292E-4,-6.523129799E-6,6.998545969E-7
3.858000000E2,9.470745829E-4,9.764786608E-4,-4.836193812E-6,1.495499028E-5
3.860000000E2,9.508243799E-4,9.756454517E-4,-6.760530326E-6,1.014218297E-5
3.862000000E2,9.511314561E-4,9.737744487E-4,-2.621944828E-5,7.886773242E-6
3.864000000E2,9.539790892E-4,9.651576724E-4,-5.989699401E-5,1.231464814E-5
3.866000000E2,9.560573153E-4,9.498156510E-4,-4.425055049E-5,1.900308627E-5
3.868000000E2,9.615803237E-4,9.474574522E-4,-3.580566449E-5,1.275310181E-5
3.870000000E2,9.611585561E-4,9.354933852E-4,-5.075413791E-5,-7.082883580E-6
3.872000000E2,9.587471702E-4,9.271557970E-4,-4.435958787E-5,-2.157474975E-5
3.874000000E2,9.525286562E-4,9.177495501E-4,-4.184241169E-5,-1.836535582E-5
3.876000000E2,9.514010279E-4,9.104188324E-4,-3.700321387E-5,-1.156608781E-5
3.878000000E2,9.479022210E-4,9.029482646E-4,-3.345856798E-5,-2.076544513E-5
3.880000000E2,9.430948499E-4,8.970354052E-4,-3.826769132E-5,-2.078280951E-5
3.882000000E2,9.395890972E-4,8.876411880E-4,-2.906729983E-5,-1.814101013E-5
3.884000000E2,9.358384458E-4,8.854084852E-4,-2.252964719E-5,-2.252726329E-5
3.886000000E2,9.305781919E-4,8.786293291E-4,-2.363943848E-5,-2.763589366E-5
3.888000000E2,9.247840883E-4,8.759527098E-4,-2.848204102E-5,-4.332564446E-5
3.890000000E2,9.132479341E-4,8.672365127E-4,-3.305480539E-5,-2.537304290E-5
3.892000000E2,9.146348712E-4,8.627307877E-4,-3.594056698E-5,-9.638562024E-6
