t,x,y,v_{x},v_{y}
1.400000000E1,-2.015182724E-4,7.800311994E-4,,
1.420000000E1,-2.021212579E-4,7.740431227E-4,-7.114719803E-6,-3.038563825E-5
1.440000000E1,-2.043641603E-4,7.678769441E-4,-2.137716770E-5,-3.284477606E-5
1.460000000E1,-2.106721250E-4,7.609052122E-4,-1.310622535E-5,-4.248765092E-5
1.480000000E1,-2.096066504E-4,7.508818838E-4,-2.766404234E-6,-3.408115219E-5
1.500000000E1,-2.117786867E-4,7.472727514E-4,7.283759162E-7,-3.012273544E-5
1.520000000E1,-2.093153001E-4,7.388327896E-4,3.625797664E-6,-2.947726306E-5
1.540000000E1,-2.103283676E-4,7.354818461E-4,7.173099501E-6,-3.665018037E-5
1.560000000E1,-2.064460603E-4,7.241727174E-4,6.522383633E-6,-5.482708551E-5
1.580000000E1,-2.077194142E-4,7.135510119E-4,-1.270655775E-5,-4.683417745E-5
1.600000000E1,-2.115286834E-4,7.054390465E-4,-3.906387106E-6,-4.176258043E-5
1.620000000E1,-2.092819690E-4,6.968459798E-4,2.771991396E-6,-5.595440959E-5
1.640000000E1,-2.104198868E-4,6.830572826E-4,4.753672503E-7,-5.327735277E-5
1.660000000E1,-2.090918221E-4,6.755350386E-4,-1.484887564E-6,-2.702095021E-5
1.680000000E1,-2.110138418E-4,6.722489025E-4,-4.444733906E-6,-2.805994534E-5
1.700000000E1,-2.108697157E-4,6.643110605E-4,6.195822929E-6,-2.183208068E-5
1.720000000E1,-2.085355127E-4,6.635160703E-4,5.526496092E-6,-1.814649769E-5
1.740000000E1,-2.086591172E-4,6.570524614E-4,9.549452260E-6,-3.730425786E-5
1.760000000E1,-2.047157317E-4,6.485943671E-4,6.208299975E-6,-3.814848079E-5
1.780000000E1,-2.061757972E-4,6.417930691E-4,-3.592738234E-7,-2.149071418E-5
1.800000000E1,-2.048594413E-4,6.399980815E-4,1.977773982E-6,-9.431493632E-6
1.820000000E1,-2.053846877E-4,6.380204717E-4,4.037003102E-6,-1.632046903E-5
1.840000000E1,-2.032446400E-4,6.334698938E-4,-1.350474684E-5,-2.529138466E-5
1.860000000E1,-2.107865864E-4,6.279039178E-4,-3.688073026E-5,-3.288201597E-5
1.880000000E1,-2.179969321E-4,6.203170875E-4,-1.268551048E-5,-3.814805541E-5
1.900000000E1,-2.158607906E-4,6.126446956E-4,1.946157199E-6,-5.144766474E-5
1.920000000E1,-2.172184693E-4,5.997380216E-4,9.439985043E-6,-4.871813217E-5
1.940000000E1,-2.120847966E-4,5.931574428E-4,1.667864576E-5,-4.421364460E-5
1.960000000E1,-2.105470110E-4,5.820525637E-4,-5.806646539E-6,-2.253431782E-5
1.980000000E1,-2.144074552E-4,5.841437156E-4,-9.813121450E-6,-2.326240399E-5
2.000000000E1,-2.144722595E-4,5.727476021E-4,8.053667985E-6,-4.483926602E-5
2.020000000E1,-2.111859880E-4,5.662080092E-4,1.073887813E-5,-4.393957718E-5
2.040000000E1,-2.101767083E-4,5.551717713E-4,-1.240918978E-6,-4.860063682E-5
2.060000000E1,-2.116823556E-4,5.467677545E-4,-1.616629091E-5,-3.973537460E-5
2.080000000E1,-2.166432246E-4,5.392776214E-4,-2.535660243E-5,-2.426412842E-5
2.100000000E1,-2.218249966E-4,5.370621031E-4,-1.116933089E-5,-1.742884738E-5
2.120000000E1,-2.211109570E-4,5.323060825E-4,2.568671366E-6,-3.207192946E-5
2.140000000E1,-2.207975280E-4,5.242333314E-4,-1.117241182E-7,-3.849257459E-5
2.160000000E1,-2.211556467E-4,5.169090526E-4,-2.018877055E-6,-3.417014808E-5
2.180000000E1,-2.216050788E-4,5.105652721E-4,1.227919378E-5,-3.738105062E-5
2.200000000E1,-2.162439691E-4,5.019566324E-4,1.771423790E-5,-4.258503949E-5
2.220000000E1,-2.145193837E-4,4.935312563E-4,1.261355579E-5,-3.155209178E-5
2.240000000E1,-2.111985468E-4,4.893357957E-4,1.993791265E-7,-3.536121178E-5
2.260000000E1,-2.144396320E-4,4.793867716E-4,-7.725865956E-7,-4.935383054E-5
2.280000000E1,-2.115075815E-4,4.695942634E-4,1.626972658E-5,-2.252991486E-5
2.300000000E1,-2.079317414E-4,4.703748057E-4,1.279945668E-5,-4.230548401E-7
2.320000000E1,-2.063877988E-4,4.694250415E-4,1.569708530E-6,-1.144911005E-5
2.340000000E1,-2.073038580E-4,4.657951617E-4,-5.450920956E-6,-3.959672262E-5
2.360000000E1,-2.085681672E-4,4.535863525E-4,5.767930155E-6,-4.987703089E-5
2.380000000E1,-2.049966859E-4,4.458443493E-4,3.566365728E-7,-3.182371189E-5
2.400000000E1,-2.084255125E-4,4.408568677E-4,-7.265477578E-6,-3.348160668E-5
2.420000000E1,-2.079028769E-4,4.324517066E-4,5.877666999E-6,-4.760843238E-5
2.440000000E1,-2.060744457E-4,4.218134948E-4,4.409520350E-6,-5.027296212E-5
2.460000000E1,-2.061390688E-4,4.123425218E-4,9.119608110E-7,-3.272610650E-5
2.480000000E1,-2.057096614E-4,4.087230522E-4,2.424212734E-6,-2.218265596E-5
2.500000000E1,-2.051693837E-4,4.034694594E-4,1.111675282E-5,-2.045400786E-5
2.520000000E1,-2.012629603E-4,4.005414490E-4,2.887598781E-5,-3.024110591E-5
2.540000000E1,-1.936189886E-4,3.913730170E-4,1.050865057E-5,-5.281904212E-5
2.560000000E1,-1.970595001E-4,3.794138322E-4,-2.681800559E-5,-2.929761972E-5
2.580000000E1,-2.043461908E-4,3.796539691E-4,-3.046917219E-5,-1.899608336E-5
2.600000000E1,-2.092471689E-4,3.718153988E-4,-1.155961555E-5,-4.813570120E-5
2.620000000E1,-2.089700370E-4,3.603996887E-4,6.984783255E-6,-3.970015590E-5
2.640000000E1,-2.064532556E-4,3.559353365E-4,5.351234774E-6,-1.923764272E-5
2.660000000E1,-2.068295431E-4,3.527046316E-4,7.794485661E-6,-2.585778302E-5
2.680000000E1,-2.033354614E-4,3.455922232E-4,4.579252386E-6,-3.151625565E-5
2.700000000E1,-2.049978422E-4,3.400981293E-4,-8.505832003E-7,-1.952708465E-5
2.720000000E1,-2.036756947E-4,3.377813894E-4,-1.916281424E-6,-1.951733929E-5
2.740000000E1,-2.057643547E-4,3.322911936E-4,-7.495005420E-6,-3.238427419E-5
2.760000000E1,-2.066736968E-4,3.248276797E-4,1.581975214E-6,-6.243147915E-5
2.780000000E1,-2.051315647E-4,3.073186019E-4,-1.007361877E-5,-6.382319205E-5
2.800000000E1,-2.107031443E-4,2.992984029E-4,-1.060565107E-5,-4.780861084E-5
2.820000000E1,-2.093738251E-4,2.881951576E-4,7.352174737E-6,-4.935119413E-5
2.840000000E1,-2.077622744E-4,2.795579252E-4,2.965111070E-6,-4.090914023E-5
2.860000000E1,-2.081877807E-4,2.718315015E-4,2.941881644E-6,-2.951459507E-5
2.880000000E1,-2.065855218E-4,2.677520872E-4,5.926672802E-6,-3.096542921E-5
2.900000000E1,-2.058171115E-4,2.594453298E-4,-4.238185718E-6,-4.448942801E-5
2.920000000E1,-2.082807961E-4,2.499563160E-4,-9.760711139E-6,-3.121920750E-5
