t,x,y,v_{y},v_{x}
0.000000000E0,3.412714625E-4,3.419046149E-5,,
6.000000000E-1,3.419664013E-4,1.784930187E-5,-2.589527263E-5,1.558871272E-7
1.200000000E0,3.414585271E-4,3.116134333E-6,-2.884455858E-5,1.330128182E-6
1.800000000E0,3.435625551E-4,-1.676416842E-5,-2.522972163E-5,-1.207624224E-6
2.400000000E0,3.400093780E-4,-2.715953162E-5,-2.353878090E-5,-9.299083476E-6
3.000000000E0,3.324036549E-4,-4.501070550E-5,-3.029431112E-5,-3.234348633E-6
3.600000000E0,3.361281597E-4,-6.351270496E-5,-9.542159433E-6,5.002339137E-6
4.200000000E0,3.384064619E-4,-5.646129682E-5,-1.299800688E-5,8.846548818E-6
4.800000000E0,3.467440182E-4,-7.911031322E-5,-3.104404477E-5,1.015213551E-5
5.400000000E0,3.505890245E-4,-9.371415055E-5,-2.744325050E-5,-1.303577849E-7
6.000000000E0,3.465875889E-4,-1.120422138E-4,-2.788000990E-5,-6.401116675E-6
6.600000000E0,3.429076845E-4,-1.271701624E-4,-2.225288142E-5,9.535176155E-6
7.200000000E0,3.580298003E-4,-1.387456715E-4,-2.581187453E-5,8.461335136E-6
7.800000000E0,3.530612866E-4,-1.581444119E-4,-2.530263276E-5,-1.432864041E-5
8.400000000E0,3.408354318E-4,-1.691088308E-4,-2.004440221E-5,-2.157128668E-5
9.000000000E0,3.271757426E-4,-1.821976945E-4,-2.383430289E-5,-1.228748537E-5
9.600000000E0,3.260904493E-4,-1.977099943E-4,-2.690619886E-5,-9.401723082E-6
1.020000000E1,3.158936749E-4,-2.144851331E-4,-2.369304640E-5,-4.009123419E-6
1.080000000E1,3.212795012E-4,-2.261416500E-4,-1.449421738E-5,3.060728156E-6
1.140000000E1,3.195665487E-4,-2.318781940E-4,-1.199741141E-5,2.596833119E-6
1.200000000E1,3.243957010E-4,-2.405385437E-4,-1.060949815E-5,-6.085383502E-6
1.260000000E1,3.122640885E-4,-2.446095918E-4,-2.261368314E-5,-1.993155995E-5
1.320000000E1,3.004778290E-4,-2.676749634E-4,-3.586419585E-5,-8.258820150E-6
