t,x,y,v_{y},v_{x}
3.562000000E2,6.467526353E-5,-3.400620398E-4,,
3.566000000E2,7.444684339E-5,-3.726026883E-4,-3.962205264E-5,-1.146182163E-5
3.570000000E2,5.550580623E-5,-3.717596819E-4,-1.368935482E-5,-6.184683580E-6
3.574000000E2,6.949909652E-5,-3.835541722E-4,-3.278430720E-5,2.731802937E-5
3.578000000E2,7.736022973E-5,-3.979871277E-4,-2.460920452E-5,9.334740328E-6
3.582000000E2,7.696688879E-5,-4.032415358E-4,-2.092601769E-5,4.858807355E-6
3.586000000E2,8.124727561E-5,-4.147279418E-4,-1.549325332E-5,2.174186231E-6
3.590000000E2,7.870623777E-5,-4.156361385E-4,-1.536432238E-5,9.955091058E-6
3.594000000E2,8.921134846E-5,-4.270193997E-4,-6.301703442E-6,2.648801508E-5
3.598000000E2,9.989664984E-5,-4.206775012E-4,2.927921625E-6,2.775168849E-5
3.602000000E2,1.114126992E-4,-4.246770624E-4,-1.843291871E-5,2.360085453E-5
3.606000000E2,1.187773335E-4,-4.354238362E-4,-3.096797681E-5,3.618209564E-6
3.610000000E2,1.143072669E-4,-4.494514439E-4,-1.775752040E-5,-6.507567496E-6
3.614000000E2,1.135712795E-4,-4.496298525E-4,-1.110454593E-5,-1.642473084E-5
3.618000000E2,1.011674822E-4,-4.583350806E-4,-7.846499727E-6,-5.491324363E-6
3.622000000E2,1.091782200E-4,-4.559070523E-4,-4.857572759E-6,4.661100730E-6
3.626000000E2,1.048963628E-4,-4.622211388E-4,-1.317857907E-5,-1.754232647E-5
3.630000000E2,9.514435880E-5,-4.664499155E-4,-2.603392523E-5,-1.819193459E-5
3.634000000E2,9.034281513E-5,-4.830482790E-4,-2.406171014E-5,-2.981246066E-5
3.638000000E2,7.129439027E-5,-4.856992837E-4,-5.862302738E-6,-4.856712675E-5
3.642000000E2,5.148911373E-5,-4.877381212E-4,-2.892350185E-5,-3.025717374E-5
3.646000000E2,4.708865127E-5,-5.088380851E-4,-2.451393639E-5,-8.703868135E-6
3.650000000E2,4.452601922E-5,-5.073492703E-4,-2.322024303E-6,-1.866890163E-5
3.654000000E2,3.215352996E-5,-5.106957046E-4,-1.165196410E-6,-1.513140901E-5
3.658000000E2,3.242089201E-5,-5.082814275E-4,9.009087507E-6,9.269752580E-6
3.662000000E2,3.956933203E-5,-5.034884346E-4,4.777434057E-6,9.948321894E-6
3.666000000E2,4.037954953E-5,-5.044594802E-4,-6.707052135E-6,1.727220151E-6
3.670000000E2,4.095110815E-5,-5.088540763E-4,-5.797682081E-6,1.505033101E-5
3.674000000E2,5.241981433E-5,-5.090976259E-4,1.596749114E-6,1.405789083E-5
3.678000000E2,5.219742082E-5,-5.075766770E-4,1.438198845E-7,-6.354781067E-8
3.682000000E2,5.236897609E-5,-5.089825700E-4,-1.284461486E-5,-7.300118014E-6
3.686000000E2,4.635732640E-5,-5.178523689E-4,-1.913463372E-5,-1.773965129E-5
3.690000000E2,3.817725505E-5,-5.242902769E-4,-7.786327459E-6,-5.346873728E-6
3.694000000E2,4.207982742E-5,-5.240814308E-4,-1.213135789E-5,8.848631160E-6
3.698000000E2,4.525615998E-5,-5.339953632E-4,-2.204704061E-5,2.885853929E-6
3.702000000E2,4.438851057E-5,-5.417190633E-4,-2.271557544E-5,1.129944487E-5
3.706000000E2,5.429571588E-5,-5.521678236E-4,-1.386237863E-5,2.490118422E-5
3.710000000E2,6.430945794E-5,-5.528089662E-4,6.143871647E-6,1.255416871E-5
3.714000000E2,6.433905085E-5,-5.472527263E-4,-5.843190655E-6,-4.932823569E-6
3.718000000E2,6.036319908E-5,-5.574835188E-4,-1.978235000E-5,-6.700265286E-7
3.722000000E2,6.380302963E-5,-5.630786063E-4,5.156234799E-6,1.290441039E-5
3.726000000E2,7.068672739E-5,-5.533585309E-4,1.907752028E-5,6.003756918E-6
3.730000000E2,6.860603516E-5,-5.478165901E-4,1.456057599E-6,-1.713658800E-5
3.734000000E2,5.697745699E-5,-5.521936848E-4,6.470132619E-6,2.129821901E-6
3.738000000E2,7.030989268E-5,-5.426404840E-4,1.232012759E-5,1.833543231E-5
3.742000000E2,7.164580284E-5,-5.423375828E-4,-8.384036868E-6,-1.128702574E-5
3.746000000E2,6.128027209E-5,-5.493477135E-4,-1.540885320E-5,-8.703332424E-6
3.750000000E2,6.468313690E-5,-5.546646653E-4,-9.844507029E-6,1.320251306E-6
3.754000000E2,6.233647313E-5,-5.572233191E-4,9.573156731E-6,-1.003278321E-5
3.758000000E2,5.665691033E-5,-5.470061399E-4,1.171319615E-5,-8.994217023E-6
3.762000000E2,5.514109951E-5,-5.478527622E-4,-2.436606405E-5,-2.380041040E-6
3.766000000E2,5.475287749E-5,-5.664989912E-4,-2.821451847E-5,2.160790871E-6
3.770000000E2,5.686973221E-5,-5.704243769E-4,4.101689594E-6,-4.110360586E-6
3.774000000E2,5.146458903E-5,-5.632176395E-4,1.045269771E-5,-5.759622678E-6
3.778000000E2,5.226203407E-5,-5.620622188E-4,4.091405092E-7,-5.493390525E-6
3.782000000E2,4.706987661E-5,-5.628903271E-4,8.391161281E-7,-1.277974049E-5
3.786000000E2,4.203824168E-5,-5.613909259E-4,-3.794164923E-6,-7.863611469E-6
3.790000000E2,4.077898743E-5,-5.659256590E-4,-4.889779691E-6,5.606683403E-6
3.794000000E2,4.652358840E-5,-5.653027496E-4,8.084382962E-6,2.718585850E-5
3.798000000E2,6.252767423E-5,-5.594581527E-4,-6.234553284E-6,2.199444328E-5
3.802000000E2,6.411914302E-5,-5.702903922E-4,-2.551895098E-5,-4.763992047E-6
3.806000000E2,5.871648059E-5,-5.798733135E-4,-1.845361149E-5,-7.210764750E-6
3.810000000E2,5.835053122E-5,-5.850532814E-4,-5.455916532E-6,2.181716043E-5
3.814000000E2,7.617020894E-5,-5.842380467E-4,1.240398575E-5,3.111113371E-5
3.818000000E2,8.323943819E-5,-5.751300928E-4,1.182116509E-5,-6.755555085E-6
3.822000000E2,7.076576487E-5,-5.747811146E-4,-2.328352498E-6,-3.404890132E-5
3.826000000E2,5.600031713E-5,-5.769927748E-4,6.641838480E-6,-8.029131736E-6
3.830000000E2,6.434245948E-5,-5.694676438E-4,1.085093300E-6,-5.480169446E-6
3.834000000E2,5.161618157E-5,-5.761247002E-4,-2.139171910E-5,-5.059832674E-6
3.838000000E2,6.029459334E-5,-5.865810191E-4,-1.669652841E-5,1.596188163E-5
3.842000000E2,6.438568687E-5,-5.894819229E-4,6.738634485E-6,-6.920797156E-6
