t,x,y,v_{x},v_{y}
0.000000000E0,5.534886916E-4,2.449916813E-4,,
2.000000000E-1,5.520834925E-4,2.324377834E-4,-1.016088991E-6,-6.938187053E-5
4.000000000E-1,5.530822560E-4,2.172389331E-4,2.057091074E-6,-8.538316967E-5
6.000000000E-1,5.529063289E-4,1.982845156E-4,-2.892002346E-6,-9.204973158E-5
8.000000000E-1,5.519254551E-4,1.804190404E-4,5.527739655E-6,-7.379813003E-5
1.000000000E0,5.551174248E-4,1.687652636E-4,7.685485035E-6,-6.101261492E-5
1.200000000E0,5.549996491E-4,1.560139945E-4,-2.059167847E-6,-7.053727588E-5
1.400000000E0,5.542937576E-4,1.405503532E-4,-4.448366337E-6,-6.766399231E-5
1.600000000E0,5.532203025E-4,1.289483975E-4,1.366319732E-7,-5.638820802E-5
1.800000000E0,5.543484104E-4,1.179950700E-4,1.521198143E-6,-7.482380588E-5
2.000000000E0,5.538287818E-4,9.901887519E-5,-3.239806748E-6,-9.432532971E-5
2.200000000E0,5.530524877E-4,8.026493812E-5,-1.520286492E-5,-8.099991157E-5
2.400000000E0,5.477476358E-4,6.661891056E-5,-1.659539954E-6,-7.068313561E-5
2.600000000E0,5.523886717E-4,5.199168387E-5,2.230621931E-5,-7.317177769E-5
2.800000000E0,5.566701235E-4,3.735019948E-5,8.417515055E-6,-8.854608358E-5
3.000000000E0,5.557556778E-4,1.657325044E-5,6.521785545E-6,-9.817512979E-5
3.200000000E0,5.592788378E-4,-1.919852434E-6,5.485445351E-6,-8.496846076E-5
3.400000000E0,5.579498559E-4,-1.741413387E-5,-1.352133661E-5,-7.819974295E-5
3.600000000E0,5.538703031E-4,-3.319974961E-5,-1.403780488E-5,-7.833422776E-5
3.800000000E0,5.523347340E-4,-4.874782497E-5,-1.210726946E-6,-7.617041847E-5
4.000000000E0,5.533860123E-4,-6.366791700E-5,7.118484343E-6,-7.295775082E-5
4.200000000E0,5.551821277E-4,-7.793092530E-5,1.071936240E-5,-8.731019784E-5
4.400000000E0,5.576737573E-4,-9.859199614E-5,3.545299248E-6,-8.913681498E-5
4.600000000E0,5.566002474E-4,-1.135856513E-4,-4.415593793E-6,-8.519887948E-5
4.800000000E0,5.559075198E-4,-1.326715479E-4,-3.029260632E-6,-7.947149125E-5
5.000000000E0,5.553885431E-4,-1.453742478E-4,3.664206880E-6,-6.878579573E-5
5.200000000E0,5.573732025E-4,-1.601858662E-4,1.011827803E-6,-7.612329344E-5
5.400000000E0,5.557932743E-4,-1.758235652E-4,-7.419650482E-8,-8.809266668E-5
5.600000000E0,5.573435239E-4,-1.954229329E-4,4.367848107E-7,-6.651064703E-5
5.800000000E0,5.559679882E-4,-2.024278240E-4,1.021677000E-6,-6.324082899E-5
6.000000000E0,5.577521947E-4,-2.207192645E-4,4.353420221E-6,-7.752960956E-5
6.200000000E0,5.577093563E-4,-2.334396678E-4,6.206690529E-6,-8.550532070E-5
6.400000000E0,5.602348709E-4,-2.549213928E-4,5.609675371E-6,-7.724964795E-5
6.600000000E0,5.599532264E-4,-2.643395270E-4,6.431422935E-6,-6.593281845E-5
6.800000000E0,5.628074401E-4,-2.812945201E-4,-1.518898198E-6,-8.585522473E-5
7.000000000E0,5.593456671E-4,-2.986816169E-4,-1.062281608E-5,-7.685443602E-5
7.200000000E0,5.585583137E-4,-3.120362946E-4,-2.211253313E-6,-7.864888097E-5
7.400000000E0,5.584611658E-4,-3.301411693E-4,1.782724400E-5,-8.848581363E-5
7.600000000E0,5.656892113E-4,-3.474306200E-4,1.419639810E-5,-8.083912899E-5
7.800000000E0,5.641397251E-4,-3.624768209E-4,8.324644846E-6,-7.828577177E-5
8.000000000E0,5.690190692E-4,-3.787449287E-4,1.316120641E-5,-8.109799180E-5
8.200000000E0,5.694042076E-4,-3.949160176E-4,7.664814337E-6,-8.213822870E-5
8.400000000E0,5.720849950E-4,-4.116002202E-4,7.081989327E-7,-7.841657836E-5
8.600000000E0,5.696874872E-4,-4.262826489E-4,-8.646720388E-7,-7.605829197E-5
8.800000000E0,5.717391261E-4,-4.420235370E-4,-1.619391155E-7,-6.731840011E-5
9.000000000E0,5.696227115E-4,-4.532100090E-4,-2.411177675E-6,-6.842765880E-5
9.200000000E0,5.707746551E-4,-4.693946005E-4,1.995218865E-5,-9.535849283E-5
9.400000000E0,5.776035870E-4,-4.913534061E-4,2.601149297E-5,-9.624688977E-5
9.600000000E0,5.811792523E-4,-5.078933564E-4,2.668730286E-5,-8.114922359E-5
9.800000000E0,5.882785082E-4,-5.238130955E-4,2.263209342E-5,-7.342824567E-5
1.000000000E1,5.902320896E-4,-5.372646547E-4,1.007298925E-5,-7.110293776E-5
1.020000000E1,5.923077039E-4,-5.522542706E-4,5.481206514E-6,-3.235484010E-5
1.040000000E1,5.924245722E-4,-5.502065907E-4,9.326966008E-6,5.183618517E-5
1.060000000E1,5.960384903E-4,-5.315197966E-4,1.798835284E-6,9.734804439E-5
1.080000000E1,5.931441063E-4,-5.112673730E-4,-7.500178983E-6,9.062750962E-5
1.100000000E1,5.930384187E-4,-4.952687927E-4,-7.218202887E-7,1.210031439E-4
1.120000000E1,5.928553782E-4,-4.628661154E-4,-3.092248939E-6,1.421778894E-4
1.140000000E1,5.918015191E-4,-4.383976370E-4,-1.207937729E-6,1.200222947E-4
1.160000000E1,5.923722031E-4,-4.148571975E-4,2.573863689E-6,1.041268205E-4
1.180000000E1,5.928310646E-4,-3.967469088E-4,2.495775543E-6,9.778825194E-5
1.200000000E1,5.933705134E-4,-3.757418967E-4,2.600821347E-7,4.110732354E-5
1.220000000E1,5.929350974E-4,-3.803039793E-4,6.721215894E-6,-5.857263809E-5
