t,x,y,v_{x},v_{y}
3.08E+01,-1.72E-04,7.49E-04,,
3.10E+01,-1.44E-04,7.23E-04,7.16E-05,-1.01E-04
3.12E+01,-1.44E-04,7.09E-04,3.93E-06,-7.92E-05
3.14E+01,-1.42E-04,6.92E-04,5.49E-06,-5.63E-05
3.16E+01,-1.41E-04,6.86E-04,5.15E-06,-4.37E-05
3.18E+01,-1.40E-04,6.74E-04,7.06E-06,-4.73E-05
3.20E+01,-1.39E-04,6.67E-04,2.21E-06,-4.50E-05
3.22E+01,-1.40E-04,6.56E-04,-2.13E-06,-6.06E-05
3.24E+01,-1.39E-04,6.43E-04,7.07E-06,-5.51E-05
3.26E+01,-1.37E-04,6.34E-04,8.12E-06,-3.46E-05
3.28E+01,-1.36E-04,6.29E-04,-4.33E-06,-4.45E-05
3.30E+01,-1.38E-04,6.16E-04,-8.29E-06,-5.29E-05
3.32E+01,-1.39E-04,6.08E-04,-1.27E-06,-6.41E-05
3.34E+01,-1.39E-04,5.91E-04,1.24E-05,-5.13E-05
3.36E+01,-1.34E-04,5.87E-04,1.16E-05,-1.81E-05
3.38E+01,-1.34E-04,5.83E-04,8.39E-07,-5.19E-05
3.40E+01,-1.34E-04,5.67E-04,-8.22E-06,-7.72E-05
3.42E+01,-1.38E-04,5.52E-04,-7.90E-06,-4.43E-05
3.44E+01,-1.37E-04,5.49E-04,-4.15E-06,-3.89E-05
3.46E+01,-1.39E-04,5.37E-04,-4.24E-06,-4.71E-05
3.48E+01,-1.39E-04,5.30E-04,-1.04E-06,-2.53E-05
3.50E+01,-1.40E-04,5.27E-04,-7.77E-06,-6.56E-05
3.52E+01,-1.42E-04,5.04E-04,-1.10E-05,-7.77E-05
3.54E+01,-1.44E-04,4.96E-04,-3.13E-06,-3.00E-05
3.56E+01,-1.43E-04,4.92E-04,1.29E-05,-2.09E-05
3.58E+01,-1.39E-04,4.87E-04,1.55E-05,-1.74E-05
3.60E+01,-1.37E-04,4.85E-04,4.98E-06,-2.42E-05
3.62E+01,-1.37E-04,4.78E-04,-5.33E-07,-3.40E-05
3.64E+01,-1.37E-04,4.71E-04,-6.48E-06,-7.16E-06
3.66E+01,-1.39E-04,4.75E-04,-4.67E-05,2.46E-04
3.68E+01,-1.56E-04,5.70E-04,-8.33E-05,2.81E-04
3.70E+01,-1.73E-04,5.87E-04,-1.16E-05,1.47E-05
3.72E+01,-1.61E-04,5.75E-04,5.86E-06,-9.98E-05
3.74E+01,-1.70E-04,5.47E-04,-6.91E-05,-8.54E-05
3.76E+01,-1.88E-04,5.41E-04,-4.99E-06,-4.35E-08
3.78E+01,-1.72E-04,5.47E-04,3.97E-05,3.03E-05
3.80E+01,-1.72E-04,5.53E-04,-1.12E-05,-7.74E-06
3.82E+01,-1.77E-04,5.44E-04,-7.89E-06,-5.87E-05
3.84E+01,-1.76E-04,5.30E-04,1.70E-05,-8.70E-05
3.86E+01,-1.70E-04,5.10E-04,4.34E-06,-1.06E-04
3.88E+01,-1.74E-04,4.88E-04,-1.43E-05,-8.00E-05
3.90E+01,-1.76E-04,4.78E-04,-2.44E-05,-6.01E-05
3.92E+01,-1.84E-04,4.63E-04,-1.44E-05,-6.00E-05
3.94E+01,-1.82E-04,4.54E-04,5.73E-06,-8.48E-05
3.96E+01,-1.81E-04,4.30E-04,-1.46E-05,-4.50E-05
3.98E+01,-1.87E-04,4.35E-04,-1.42E-05,-1.23E-05
4.00E+01,-1.87E-04,4.25E-04,8.70E-07,-4.83E-05
4.02E+01,-1.87E-04,4.16E-04,9.16E-06,-4.99E-05
4.04E+01,-1.83E-04,4.05E-04,1.58E-06,-5.46E-05
4.06E+01,-1.86E-04,3.94E-04,-5.71E-06,-4.30E-05
4.08E+01,-1.86E-04,3.87E-04,8.85E-06,-3.79E-05
4.10E+01,-1.83E-04,3.79E-04,-3.54E-06,-4.37E-05
4.12E+01,-1.87E-04,3.70E-04,-2.29E-05,-6.91E-05
4.14E+01,-1.92E-04,3.52E-04,1.40E-05,-3.82E-04
4.16E+01,-1.82E-04,2.17E-04,2.78E-05,-3.81E-04
4.18E+01,-1.81E-04,1.99E-04,3.01E-06,-7.97E-05
4.20E+01,-1.80E-04,1.85E-04,-3.07E-05,-4.29E-05
4.22E+01,-1.93E-04,1.82E-04,-1.27E-05,-1.90E-05
4.24E+01,-1.85E-04,1.78E-04,2.35E-05,-5.03E-05
4.26E+01,-1.84E-04,1.62E-04,1.29E-06,-5.58E-05
4.28E+01,-1.85E-04,1.55E-04,9.51E-06,-4.18E-05
4.30E+01,-1.80E-04,1.45E-04,8.77E-06,-4.29E-05
4.32E+01,-1.81E-04,1.38E-04,-1.39E-05,-4.40E-05
4.34E+01,-1.86E-04,1.27E-04,-1.69E-05,-1.17E-04
4.36E+01,-1.88E-04,9.12E-05,2.88E-06,-2.72E-04
4.38E+01,-1.84E-04,1.87E-05,1.24E-06,-3.71E-04
4.40E+01,-1.88E-04,-5.73E-05,-1.35E-05,-3.56E-04
4.42E+01,-1.90E-04,-1.24E-04,-7.15E-06,-1.01E-04
4.44E+01,-1.91E-04,-9.79E-05,-1.32E-05,2.05E-04
4.46E+01,-1.95E-04,-4.19E-05,-1.66E-05,2.59E-04
4.48E+01,-1.97E-04,5.75E-06,-2.40E-05,2.53E-04
4.50E+01,-2.05E-04,5.94E-05,2.18E-05,2.21E-04
4.52E+01,-1.88E-04,9.42E-05,3.45E-05,2.07E-04
4.54E+01,-1.91E-04,1.42E-04,-2.35E-06,2.69E-04
4.56E+01,-1.89E-04,2.02E-04,-5.25E-05,3.12E-04
4.58E+01,-2.12E-04,2.67E-04,-4.39E-05,3.12E-04
4.60E+01,-2.07E-04,3.27E-04,1.98E-05,2.80E-04
4.62E+01,-2.04E-04,3.79E-04,9.76E-06,2.61E-04
4.64E+01,-2.03E-04,4.31E-04,2.64E-06,2.55E-04
4.66E+01,-2.03E-04,4.81E-04,-1.23E-06,2.75E-04
4.68E+01,-2.04E-04,5.41E-04,5.44E-06,2.50E-04
4.70E+01,-2.01E-04,5.81E-04,-3.67E-06,2.68E-04
4.72E+01,-2.05E-04,6.48E-04,-1.06E-05,2.89E-04
4.74E+01,-2.05E-04,6.97E-04,-5.28E-06,2.63E-04
4.76E+01,-2.07E-04,7.53E-04,8.56E-07,2.60E-04
4.78E+01,-2.05E-04,8.01E-04,1.52E-05,2.83E-04
4.80E+01,-2.01E-04,8.66E-04,3.26E-05,2.70E-04
4.82E+01,-1.92E-04,9.09E-04,3.23E-05,2.66E-04
4.84E+01,-1.88E-04,9.72E-04,2.64E-06,2.69E-04
4.86E+01,-1.91E-04,1.02E-03,-7.12E-06,2.44E-04
4.88E+01,-1.91E-04,1.07E-03,-7.47E-06,2.84E-04
4.90E+01,-1.93E-04,1.13E-03,3.87E-05,1.45E-04
4.92E+01,-1.76E-04,1.13E-03,2.02E-05,-2.98E-05
4.94E+01,-1.85E-04,1.12E-03,-2.46E-05,-4.01E-05
4.96E+01,-1.85E-04,1.11E-03,1.56E-05,-7.47E-05
4.98E+01,-1.79E-04,1.09E-03,-4.42E-06,-6.49E-05
5.00E+01,-1.87E-04,1.09E-03,-2.47E-05,-2.52E-05
5.02E+01,-1.89E-04,1.08E-03,-1.47E-05,-3.01E-05
5.04E+01,-1.93E-04,1.07E-03,-1.00E-05,-5.32E-05
5.06E+01,-1.93E-04,1.06E-03,-6.31E-06,-7.93E-05
5.08E+01,-1.96E-04,1.04E-03,-1.58E-06,-3.79E-05
