t,x,y,v_{y},v_{x}
0.00E+00,3.33E-04,-5.62E-05,,
2.00E-01,3.35E-04,-6.49E-05,-3.12E-05,1.11E-06
4.00E-01,3.34E-04,-6.87E-05,-2.87E-05,2.17E-05
6.00E-01,3.44E-04,-7.64E-05,-4.03E-05,3.64E-05
8.00E-01,3.48E-04,-8.48E-05,-3.18E-05,1.27E-05
1.00E+00,3.49E-04,-8.91E-05,-1.74E-05,-6.53E-06
1.20E+00,3.46E-04,-9.18E-05,-1.67E-05,-2.30E-06
1.40E+00,3.48E-04,-9.58E-05,-2.65E-05,4.74E-06
1.60E+00,3.48E-04,-1.02E-04,-3.59E-05,-1.25E-05
1.80E+00,3.43E-04,-1.10E-04,-4.02E-05,-2.86E-05
2.00E+00,3.36E-04,-1.18E-04,-3.35E-05,-1.35E-05
2.20E+00,3.37E-04,-1.24E-04,-1.66E-05,8.36E-06
2.40E+00,3.40E-04,-1.25E-04,-1.21E-05,2.33E-05
2.60E+00,3.47E-04,-1.28E-04,-1.80E-05,3.20E-05
2.80E+00,3.52E-04,-1.32E-04,-1.74E-05,2.13E-05
3.00E+00,3.55E-04,-1.35E-04,-1.62E-05,2.14E-07
3.20E+00,3.53E-04,-1.39E-04,-3.27E-05,-3.09E-07
3.40E+00,3.55E-04,-1.48E-04,-3.93E-05,-6.19E-06
3.60E+00,3.50E-04,-1.54E-04,-4.67E-05,-2.16E-05
3.80E+00,3.46E-04,-1.67E-04,-3.10E-05,-1.87E-05
4.00E+00,3.43E-04,-1.67E-04,4.05E-06,-1.99E-05
4.20E+00,3.38E-04,-1.65E-04,9.47E-07,-2.27E-05
4.40E+00,3.34E-04,-1.67E-04,-1.82E-05,-2.88E-05
4.60E+00,3.27E-04,-1.73E-04,-3.26E-05,-2.38E-05
4.80E+00,3.24E-04,-1.80E-04,-5.12E-05,-1.10E-07
5.00E+00,3.27E-04,-1.93E-04,-2.56E-05,3.52E-06
5.20E+00,3.25E-04,-1.90E-04,-1.55E-06,-9.84E-06
5.40E+00,3.23E-04,-1.94E-04,-1.69E-05,-7.94E-06
5.60E+00,3.22E-04,-1.97E-04,-3.08E-05,-2.19E-05
5.80E+00,3.14E-04,-2.06E-04,-3.53E-05,-2.21E-05
6.00E+00,3.13E-04,-2.11E-04,-1.55E-05,1.54E-06
6.20E+00,3.15E-04,-2.12E-04,-8.51E-06,1.82E-05
6.40E+00,3.21E-04,-2.14E-04,-2.47E-05,9.25E-06
6.60E+00,3.19E-04,-2.22E-04,-2.77E-05,-4.90E-06
6.80E+00,3.19E-04,-2.25E-04,-1.54E-05,-6.74E-06
7.00E+00,3.16E-04,-2.28E-04,-7.71E-06,-5.48E-06
7.20E+00,3.17E-04,-2.28E-04,-1.01E-05,8.31E-06
7.40E+00,3.19E-04,-2.32E-04,-1.97E-05,2.06E-05
7.60E+00,3.25E-04,-2.36E-04,-1.11E-05,6.19E-06
7.80E+00,3.22E-04,-2.37E-04,-1.32E-06,-2.53E-05
8.00E+00,3.15E-04,-2.37E-04,-3.96E-07,-1.64E-05
8.20E+00,3.15E-04,-2.37E-04,-1.01E-05,-1.31E-05
8.40E+00,3.09E-04,-2.41E-04,-3.53E-05,-2.33E-05
8.60E+00,3.06E-04,-2.51E-04,-5.54E-05,-3.01E-05
8.80E+00,2.97E-04,-2.63E-04,-3.25E-05,-1.96E-05
9.00E+00,2.98E-04,-2.64E-04,-8.06E-06,-3.65E-06
9.20E+00,2.96E-04,-2.66E-04,-3.69E-05,-5.05E-06
9.40E+00,2.96E-04,-2.79E-04,-4.61E-05,1.11E-05
9.60E+00,3.00E-04,-2.85E-04,-3.21E-05,-4.22E-06
9.80E+00,2.94E-04,-2.92E-04,-2.61E-05,-2.79E-05
1.00E+01,2.89E-04,-2.95E-04,-3.80E-05,-1.94E-05
1.02E+01,2.86E-04,-3.07E-04,-5.96E-05,-1.90E-05
1.04E+01,2.82E-04,-3.19E-04,-2.86E-05,-9.38E-06
1.06E+01,2.83E-04,-3.18E-04,-1.80E-05,-1.32E-06
1.08E+01,2.81E-04,-3.26E-04,-3.11E-05,3.76E-06
1.10E+01,2.84E-04,-3.31E-04,-3.64E-06,-8.31E-06
1.12E+01,2.78E-04,-3.27E-04,1.01E-05,-3.82E-05
1.14E+01,2.69E-04,-3.27E-04,-2.64E-05,-6.84E-06
1.16E+01,2.75E-04,-3.38E-04,-5.02E-05,6.89E-06
1.18E+01,2.72E-04,-3.47E-04,-2.79E-05,-1.13E-05
1.20E+01,2.70E-04,-3.49E-04,-1.52E-05,-1.90E-06
1.22E+01,2.71E-04,-3.53E-04,-3.32E-06,3.94E-06
1.24E+01,2.72E-04,-3.51E-04,-3.28E-06,2.83E-06
1.26E+01,2.72E-04,-3.54E-04,-2.85E-05,-1.94E-05
1.28E+01,2.64E-04,-3.62E-04,-2.32E-05,-2.88E-07
1.30E+01,2.72E-04,-3.64E-04,3.30E-06,1.60E-05
1.32E+01,2.71E-04,-3.61E-04,-7.90E-06,2.92E-06
1.34E+01,2.73E-04,-3.67E-04,-3.18E-05,-3.92E-07
1.36E+01,2.70E-04,-3.73E-04,-1.87E-05,-6.29E-06
1.38E+01,2.71E-04,-3.74E-04,-1.03E-05,3.12E-06
1.40E+01,2.72E-04,-3.78E-04,-1.32E-05,4.77E-06
1.42E+01,2.72E-04,-3.80E-04,-1.24E-05,2.45E-07
1.44E+01,2.72E-04,-3.82E-04,-8.33E-06,-2.11E-06
1.46E+01,2.72E-04,-3.83E-04,-2.73E-05,4.58E-07
1.48E+01,2.72E-04,-3.93E-04,-2.42E-05,6.43E-06
1.50E+01,2.74E-04,-3.93E-04,-1.12E-05,1.14E-05
1.52E+01,2.77E-04,-3.98E-04,-4.07E-05,3.64E-05
1.54E+01,2.89E-04,-4.09E-04,-5.96E-05,6.13E-06
1.56E+01,2.79E-04,-4.22E-04,-4.22E-05,-2.02E-05
1.58E+01,2.81E-04,-4.26E-04,-1.63E-05,-4.76E-06
