t,y,v_{y},v_{x},x
170,0.000769447,0.000105343,2.40E-06,0.000666509
170.2,0.000788272,0.00010076,9.36E-07,0.000667786
170.4,0.00080975,0.000101102,-3.27E-06,0.000666884
170.6,0.000828713,0.000105215,-5.95E-06,0.000666478
170.8,0.000851836,0.000109418,-5.29E-06,0.000664506
171,0.00087248,0.00011324,4.90E-06,0.000664363
171.2,0.000897132,0.000111551,8.35E-06,0.000666465
171.4,0.0009171,9.03E-05,1.15E-06,0.000667703
171.6,0.000933246,9.34E-05,-8.22E-07,0.000666923
171.8,0.000954458,0.000108864,7.56E-06,0.000667375
172,0.000976792,0.000116564,1.71E-06,0.000669947
172.2,0.001001084,0.000106574,-7.34E-07,0.000668059
172.4,0.001019421,8.87E-05,4.77E-06,0.000669654
172.6,0.001036582,9.78E-05,9.38E-06,0.000669966
172.8,0.001058535,0.000105878,2.70E-06,0.000673405
173,0.001078933,0.000104551,7.02E-06,0.000671045
173.2,0.001100355,5.11E-05,8.16E-06,0.000676214
173.4,0.001099359,-4.40E-05,-1.57E-05,0.000674309
173.6,0.001082745,-8.63E-05,-1.60E-05,0.000669935
173.8,0.001064821,-8.26E-05,-5.14E-07,0.000667913
174,0.001049702,-7.12E-05,4.39E-06,0.000669729
174.2,0.00103633,-7.62E-05,7.48E-06,0.00066967
174.4,0.00101923,-7.29E-05,1.30E-05,0.000672722
174.6,0.001007164,-7.52E-05,9.19E-06,0.000674855
174.8,0.000989165,-8.31E-05,4.50E-06,0.000676397
175,0.000973937,-6.72E-05,7.85E-06,0.000676656
175.2,0.000962278,-6.30E-05,1.81E-05,0.000679539
175.4,0.000948748,-5.67E-05,5.06E-06,0.000683913
175.6,0.000939601,-5.64E-05,-4.10E-06,0.000681565
175.8,0.000926204,-5.23E-05,5.35E-06,0.000682275
176,0.000918663,-4.91E-05,-4.87E-07,0.000683706
176.2,0.000906575,-7.08E-05,-9.90E-06,0.00068208
176.4,0.000890352,-7.41E-05,-5.58E-06,0.000679746
176.6,0.000876917,-6.75E-05,-5.02E-07,0.000679847
176.8,0.000863351,-6.48E-05,2.44E-06,0.000679545
177,0.000850994,-5.29E-05,5.76E-06,0.000680821
177.2,0.000842194,-4.89E-05,-5.17E-06,0.000681848
177.4,0.000831435,-5.64E-05,-1.43E-05,0.000678753
177.6,0.000819638,-4.81E-05,-1.01E-05,0.000676118
177.8,0.000812179,-4.93E-05,-1.76E-06,0.00067472
178,0.000799924,-6.76E-05,5.81E-07,0.000675416
178.2,0.000785123,-6.61E-05,-5.25E-06,0.000674952
178.4,0.000773494,-4.95E-05,-4.99E-06,0.000673316
178.6,0.00076533,-5.70E-05,-7.42E-06,0.000672956
178.8,0.00075069,-6.15E-05,-5.92E-06,0.000670347
179,0.000740717,-5.10E-05,6.27E-06,0.000670587
179.2,0.000730278,-4.96E-05,1.24E-05,0.000672856
179.4,0.000720894,-3.99E-05,4.03E-06,0.000675529
179.6,0.000714314,-5.27E-05,-6.81E-06,0.000674467
179.8,0.000699829,-6.51E-05,2.01E-06,0.000672806
180,0.000688275,-6.13E-05,1.31E-05,0.000675272
180.2,0.000675328,-7.01E-05,6.82E-06,0.000678058
180.4,0.000660236,-5.98E-05,1.70E-06,0.000678
180.6,0.000651405,-4.68E-05,-9.33E-07,0.00067874
180.8,0.000641531,-5.97E-05,-1.78E-06,0.000677627
181,0.000627543,-8.61E-05,-6.09E-06,0.000678028
181.2,0.000607099,-8.75E-05,-9.20E-06,0.000675191
181.4,0.000592525,-5.48E-05,-5.31E-06,0.000674347
181.6,0.000585195,-6.54E-05,7.31E-06,0.000673066
181.8,0.000566347,-7.04E-05,1.41E-05,0.00067727
182,0.000557044,-5.97E-05,-6.34E-06,0.000678709
182.2,0.000542453,-7.48E-05,-1.48E-05,0.000674735
182.4,0.000527113,-5.42E-05,-4.80E-06,0.000672778
182.6,0.000520759,-6.04E-05,2.86E-06,0.000672813
182.8,0.000502945,-7.03E-05,-2.00E-06,0.000673922
183,0.000492639,-5.37E-05,-1.43E-05,0.000672013
183.2,0.000481459,-7.02E-05,-1.68E-05,0.000668212
183.4,0.000464542,-8.40E-05,-8.66E-07,0.000665296
183.6,0.000447879,-8.14E-05,-8.52E-06,0.000667865
183.8,0.000431963,-6.08E-05,-1.38E-05,0.000661887
184,0.000423544,-6.20E-05,3.16E-06,0.000662364
184.2,0.000407156,-7.95E-05,1.32E-05,0.000663149
184.4,0.000391755,-7.23E-05,-3.83E-06,0.000667644
184.6,0.000378233,-5.91E-05,-1.58E-05,0.000661616
184.8,0.00036812,-6.51E-05,-1.76E-05,0.000661335
185,0.000352205,-7.23E-05,-1.90E-05,0.000654571
185.2,0.000339188,-7.13E-05,-4.40E-06,0.00065374
185.4,0.000323666,-7.36E-05,-1.02E-05,0.000652812
185.6,0.000309756,-7.81E-05,-3.42E-06,0.000649647
185.8,0.000292431,-6.85E-05,-5.88E-08,0.000651445
186,0.000282372,-5.27E-05,-7.59E-06,0.000649624
186.2,0.000271357,-6.38E-05,-4.83E-06,0.000648408
186.4,0.00025684,-7.22E-05,3.66E-06,0.000647692
186.6,0.000242459,-6.59E-05,-1.68E-06,0.000649873
186.8,0.000230486,-5.85E-05,-2.21E-05,0.00064702
187,0.000219056,-7.11E-05,-1.11E-05,0.000641021
187.2,0.000202048,-8.32E-05,-3.07E-06,0.000642581
187.4,0.000185767,-7.77E-05,-7.95E-06,0.000639794
187.6,0.000170974,-7.22E-05,-6.99E-06,0.000639399
187.8,0.000156883,-6.86E-05,-1.19E-05,0.000636996
188,0.000143545,-7.95E-05,-1.12E-05,0.000634659
188.2,0.000125103,-9.68E-05,-9.77E-06,0.000632534
188.4,0.000104831,-9.47E-05,4.31E-06,0.00063075
188.6,8.72E-05,-7.89E-05,5.06E-06,0.000634258
188.8,7.33E-05,-6.78E-05,-2.57E-08,0.000632773
189,6.01E-05,-6.36E-05,2.34E-06,0.000634248
189.2,4.78E-05,-5.81E-05,4.53E-06,0.000633711
189.4,3.69E-05,-5.08E-05,8.72E-06,0.000636061
189.6,2.75E-05,-5.33E-05,-2.82E-05,0.000637197
189.8,1.56E-05,-8.16E-05,-2.28E-05,0.000624797
190,-5.14E-06,-7.99E-05,2.61E-06,0.000628073
190.2,-1.64E-05,-5.87E-05,-2.56E-05,0.000625842
190.4,-2.86E-05,-7.22E-05,-2.17E-05,0.000617843
190.6,-4.53E-05,-6.86E-05,-5.23E-06,0.00061715
190.8,-5.61E-05,-7.02E-05,-7.67E-06,0.000615749
191,-7.33E-05,-7.67E-05,-2.81E-06,0.000614081
191.2,-8.68E-05,-8.05E-05,1.55E-05,0.000614624
191.4,-0.000105548,-8.59E-05,1.80E-05,0.000620289
191.6,-0.000121117,-7.47E-05,9.46E-06,0.000621808
191.8,-0.000135425,-6.85E-05,1.15E-05,0.000624075
192,-0.00014852,-7.78E-05,2.29E-05,0.000626397
192.2,-0.000166561,-6.26E-05,2.22E-05,0.00063325
