,t,y,v_{y},v_{x},x
474,515.2,-0.000274749,0.000135567,5.30E-06,0.000664066
475,515.4,-0.000252956,0.000119627,-2.91E-06,0.000665274
476,515.6,-0.000226898,0.000123056,-1.39E-05,0.0006629
477,515.8,-0.000203734,0.000130102,-1.99E-05,0.00065973
478,516,-0.000174857,0.000128522,-9.15E-06,0.000654929
479,516.2,-0.000152325,0.000125808,1.05E-05,0.000656071
480,516.4,-0.000124534,0.000141234,1.05E-05,0.000659136
481,516.6,-9.58E-05,0.000146696,9.35E-06,0.000660272
482,516.8,-6.59E-05,0.000149815,9.44E-06,0.000662876
483,517,-3.59E-05,0.000132032,2.33E-05,0.000664047
484,517.2,-1.30E-05,0.000148208,1.54E-05,0.000672207
485,517.4,2.34E-05,0.000148071,-1.07E-05,0.000670219
486,517.6,4.62E-05,0.000135751,-4.32E-08,0.000667941
487,517.8,7.77E-05,0.000144891,1.20E-05,0.000670202
488,518,0.000104142,0.000136387,8.84E-06,0.000672722
489,518.2,0.000132233,0.000145236,9.31E-06,0.000673739
490,518.4,0.000162236,0.000159808,1.06E-05,0.000676446
491,518.6,0.000196156,0.000161449,9.71E-06,0.000677997
492,518.8,0.000226816,0.000148523,1.22E-05,0.000680331
493,519,0.000255565,0.000140004,1.27E-05,0.000682889
494,519.2,0.000282817,0.000142484,1.48E-05,0.000685402
495,519.4,0.000312559,0.000135872,-3.16E-07,0.0006888
496,519.6,0.000337166,0.00012993,-4.05E-06,0.000685275
497,519.8,0.000364531,0.000120184,1.98E-05,0.000687181
498,520,0.00038524,0.000134827,5.60E-06,0.000693188
499,520.2,0.000418462,0.000150994,-1.30E-05,0.00068942
500,520.4,0.000445638,0.000135064,-5.29E-06,0.000687996
501,520.6,0.000472488,0.000151159,1.84E-07,0.000687302
502,520.8,0.000506101,0.000138585,-1.39E-05,0.00068807
503,521,0.000527922,0.000121046,-1.58E-05,0.000681758
504,521.2,0.00055452,0.000136428,-1.51E-05,0.000681749
505,521.4,0.000582493,0.000147939,-2.42E-05,0.000675735
506,521.6,0.000613695,0.00013735,-1.10E-06,0.000672085
507,521.8,0.000637433,0.000139985,1.83E-06,0.000675297
508,522,0.000669689,0.000154457,-6.48E-06,0.000672819
509,522.2,0.000699216,0.000135969,6.38E-06,0.000672706
510,522.4,0.000724077,0.000136003,-7.10E-06,0.00067537
511,522.6,0.000753617,0.000134292,-1.79E-05,0.000669864
512,522.8,0.000777794,0.000146118,9.65E-07,0.000668198
513,523,0.000812064,0.000168094,1.04E-06,0.00067025
514,523.2,0.000845032,0.000153292,-1.03E-05,0.000668613
515,523.4,0.000873381,0.000151733,-1.18E-05,0.000666112
516,523.6,0.000905725,0.000161738,-4.56E-06,0.000663873
517,523.8,0.000938076,0.000151885,-8.36E-06,0.000664287
518,524,0.000966479,0.000114159,1.23E-05,0.00066053
519,524.2,0.00098374,0.000176895,4.30E-07,0.000669194
520,524.4,0.001037237,0.000198438,-1.37E-05,0.000660702
521,524.6,0.001063115,9.35E-05,1.90E-05,0.000663731
522,524.8,0.001074628,0.000121025,2.34E-05,0.00066831
523,525,0.001111525,0.000176801,1.19E-05,0.000673083
524,525.2,0.001145348,0.000155385,1.88E-06,0.000673057
525,525.4,0.001173679,0.000149467,2.00E-06,0.000673833
526,525.6,0.001205135,0.000140354,-1.37E-05,0.000673855
527,525.8,0.001229821,0.000128891,-1.05E-05,0.000668352
528,526,0.001256691,0.000118985,2.03E-06,0.000669641
529,526.2,0.001277414,0.000130688,2.54E-06,0.000669165
530,526.4,0.001308966,0.000145053,7.27E-06,0.000670657
531,526.6,0.001335436,0.000139176,1.15E-06,0.000672071
532,526.8,0.001364637,0.000159439,-5.05E-06,0.000671115
533,527,0.001399211,0.000178949,3.92E-06,0.000670051
534,527.2,0.001436216,0.000166066,1.14E-05,0.000672684
535,527.4,0.001465638,0.0001412,3.81E-06,0.000674599
536,527.6,0.001492696,0.000160994,-5.88E-06,0.000674207
537,527.8,0.001530036,0.000152842,-1.07E-05,0.000672247
538,528,0.001553833,0.000127037,-4.18E-06,0.000669909
539,528.2,0.00158085,0.000147059,-3.75E-06,0.000670574
540,528.4,0.001612657,7.67E-05,-8.67E-06,0.00066841
541,528.6,0.00161153,-2.09E-05,-2.12E-05,0.000667104
542,528.8,0.001604317,-5.78E-05,-2.35E-05,0.000659944
543,529,0.00158842,-6.51E-05,-5.23E-06,0.000657698
544,529.2,0.001578274,-4.70E-05,-5.43E-06,0.000657853
545,529.4,0.001569621,-5.45E-05,-1.01E-05,0.000655525
546,529.6,0.00155647,-5.60E-05,1.09E-05,0.000653826
547,529.8,0.001547224,-6.33E-05,8.97E-06,0.000659866
548,530,0.001531164,-6.57E-05,2.74E-06,0.000657414
549,530.2,0.001520953,-6.85E-05,1.20E-05,0.000660963
550,530.4,0.001503779,-7.84E-05,7.75E-07,0.00066222
551,530.6,0.001489581,-6.56E-05,1.85E-06,0.000661273
552,530.8,0.001477527,-5.88E-05,1.10E-05,0.000662958
553,531,0.001466059,-7.33E-05,1.49E-05,0.000665679
554,531.2,0.001448196,-8.04E-05,2.24E-05,0.000668916
555,531.4,0.001433893,-7.93E-05,1.47E-05,0.000674623
556,531.6,0.001416493,-8.83E-05,1.76E-06,0.000674813
557,531.8,0.001398576,-7.27E-05,1.91E-06,0.000675326
558,532,0.001387419,-4.51E-05,-1.10E-05,0.000675578
559,532.2,0.001380551,-4.46E-05,-1.06E-05,0.000670941
560,532.4,0.001369589,-7.44E-05,1.49E-05,0.000671338
561,532.6,0.001350809,-7.16E-05,3.13E-05,0.000676908
562,532.8,0.001340937,-5.27E-05,3.72E-05,0.000683866
563,533,0.001329722,-6.11E-05,2.84E-05,0.000691791
564,533.2,0.00131649,-6.82E-05,9.34E-06,0.000695245
565,533.4,0.001302429,-7.51E-05,2.70E-06,0.000695528
566,533.6,0.001286448,-5.80E-05,1.83E-06,0.000696323
567,533.8,0.001279223,-3.70E-05,6.80E-06,0.000696261
568,534,0.001271649,-4.69E-05,6.24E-06,0.000699044
569,534.2,0.001260462,-7.14E-05,5.37E-06,0.000698757
570,534.4,0.001243081,-5.95E-05,1.02E-05,0.00070119
571,534.6,0.001236672,-4.58E-05,3.05E-06,0.000702818
572,534.8,0.001224745,-5.78E-05,3.18E-06,0.000702408
573,535,0.001213535,-6.73E-05,2.07E-05,0.000704092
574,535.2,0.001197828,-7.48E-05,3.16E-05,0.000710675
575,535.4,0.001183621,-6.24E-05,1.04E-05,0.00071675
576,535.6,0.001172859,-6.18E-05,1.30E-06,0.000714815
577,535.8,0.001158919,-2.70E-05,2.01E-05,0.000717268
578,536,0.001162055,-7.67E-05,2.16E-05,0.000722845
579,536.2,0.001128245,-9.83E-05,1.12E-05,0.00072589
580,536.4,0.001122725,-3.54E-05,1.38E-05,0.000727336
581,536.6,0.001114087,-6.40E-05,3.55E-05,0.000731395
582,536.8,0.001097126,1.38E-05,5.77E-05,0.000741543
583,537,0.001119626,-1.53E-06,1.90E-05,0.000754485
584,537.2,0.001096514,-0.000145977,-2.76E-05,0.00074916
585,537.4,0.001061235,-0.00011615,-2.11E-05,0.000743443
586,537.6,0.001050054,-3.32E-05,-2.55E-05,0.00074072
587,537.8,0.001047953,-9.66E-06,-3.73E-05,0.000733249
588,538,0.00104619,3.89E-05,-5.04E-05,0.000725815
589,538.2,0.001063509,2.95E-05,-2.36E-05,0.000713084
590,538.4,0.001057987,-4.25E-05,5.97E-06,0.000716394
591,538.6,0.001046516,-5.23E-05,-8.98E-06,0.000715474
592,538.8,0.001037055,-3.21E-05,-4.10E-06,0.000712803
593,539,0.001033695,-3.52E-05,1.38E-06,0.000713832
594,539.2,0.001022956,-2.48E-05,-1.11E-06,0.000713354
595,539.4,0.00102376,-7.10E-05,9.80E-05,0.000713388
596,539.6,0.000994569,-8.80E-05,9.05E-05,0.000752539
597,539.8,0.000988541,-5.93E-05,-9.24E-06,0.000749586
598,540,0.000970866,-6.84E-05,-7.80E-06,0.000748843
599,540.2,0.000961172,-5.04E-05,-1.71E-05,0.000746466
600,540.4,0.000950689,-0.000134154,-2.08E-05,0.000742011
601,540.6,0.000907511,-0.000205517,-4.73E-05,0.000738164
602,540.8,0.000868482,-0.000140161,-5.19E-05,0.000723075
603,541,0.000851446,-7.31E-05,-2.83E-05,0.000717388
604,541.2,0.00083923,-6.18E-05,-1.27E-05,0.000711769
605,541.4,0.000826721,-5.72E-05,-6.55E-06,0.000712305
606,541.6,0.000816356,-6.49E-05,-2.32E-05,0.000709147
607,541.8,0.000800742,-7.81E-05,-4.31E-05,0.000703013
608,542,0.00078513,-8.07E-05,-5.36E-05,0.000691917
609,542.2,0.000768476,-9.05E-05,-3.11E-05,0.000681578
610,542.4,0.000748944,-9.21E-05,-1.53E-05,0.000679463
611,542.6,0.000731617,-7.86E-05,-9.41E-06,0.000675477
612,542.8,0.000717497,-7.38E-05,-8.56E-06,0.0006757
613,543,0.000702103,-8.30E-05,-8.30E-06,0.000672054
614,543.2,0.000684309,-7.80E-05,-7.84E-06,0.000672379
615,543.4,0.000670889,-5.88E-05,-5.43E-07,0.000668919
616,543.6,0.000660785,-6.56E-05,1.56E-05,0.000672161
617,543.8,0.000644648,-6.95E-05,7.16E-06,0.000675143
618,544,0.000632968,-5.34E-05,-5.99E-06,0.000675024
619,544.2,0.000623271,-5.37E-05,-8.74E-06,0.000672748
620,544.4,0.00061148,-7.30E-05,-9.31E-06,0.000671527
621,544.6,0.000594051,-8.31E-05,-7.17E-06,0.000669024
622,544.8,0.000578252,-7.85E-05,-1.53E-05,0.000668658
623,545,0.000562656,-7.97E-05,-1.85E-05,0.000662897
624,545.2,0.000546391,-6.82E-05,-8.69E-06,0.000661262
625,545.4,0.000535363,-5.08E-05,-6.09E-06,0.00065942
626,545.6,0.00052609,-5.07E-05,-4.99E-06,0.000658824
627,545.8,0.000515101,-9.18E-05,-9.78E-06,0.000657423
628,546,0.000489365,-9.37E-05,-4.28E-06,0.000654912
629,546.2,0.000477605,-6.71E-05,-7.56E-06,0.000655711
630,546.4,0.000462511,-7.53E-05,-1.39E-05,0.000651886
631,546.6,0.000447492,-8.09E-05,-4.20E-07,0.000650167
632,546.8,0.000430144,-6.72E-05,1.32E-06,0.000651718
633,547,0.000420606,-6.10E-05,-3.59E-06,0.000650693
634,547.2,0.000405759,-7.54E-05,4.60E-06,0.000650282
635,547.4,0.000390445,-7.61E-05,-4.11E-06,0.000652534
636,547.6,0.000375314,-6.55E-05,-2.04E-05,0.000648636
637,547.8,0.000364228,-5.52E-05,-1.03E-05,0.000644364
638,548,0.000353249,-5.80E-05,1.09E-06,0.000644531
639,548.2,0.000341019,-7.72E-05,-9.18E-06,0.000644799
640,548.4,0.000322357,-9.27E-05,-1.81E-05,0.000640858
641,548.6,0.00030392,-9.18E-05,-2.54E-05,0.00063755
642,548.8,0.000285627,-8.08E-05,-2.13E-05,0.000630709
643,549,0.000271594,-7.32E-05,-1.89E-05,0.00062903
644,549.2,0.000256366,-6.80E-05,-1.54E-05,0.00062316
645,549.4,0.000244411,-5.63E-05,-1.17E-06,0.000622885
646,549.6,0.000233863,-5.76E-05,1.37E-06,0.000622692
647,549.8,0.000221361,-6.04E-05,-5.14E-06,0.000623432
648,550,0.000209715,-6.69E-05,2.32E-06,0.000620635
649,550.2,0.000194599,-6.19E-05,1.26E-05,0.00062436
650,550.4,0.000184974,-6.76E-05,5.42E-06,0.000625667
651,550.6,0.000167556,-8.74E-05,-1.97E-06,0.00062653
652,550.8,0.000150005,-8.26E-05,-1.65E-06,0.000624879
653,551,0.000134528,-6.68E-05,1.46E-06,0.000625871
654,551.2,0.000123297,-7.00E-05,6.94E-06,0.000625463
655,551.4,0.000106521,-8.55E-05,1.19E-05,0.000628647
656,551.6,8.91E-05,-7.58E-05,8.34E-06,0.000630211
657,551.8,7.62E-05,-6.13E-05,1.66E-05,0.000631983
658,552,6.46E-05,-5.87E-05,1.17E-05,0.000636864
659,552.2,5.27E-05,-6.06E-05,-7.20E-06,0.000636664
660,552.4,4.04E-05,-6.29E-05,-7.30E-06,0.000633985
661,552.6,2.76E-05,-7.22E-05,6.61E-06,0.000633743
662,552.8,1.15E-05,-8.43E-05,1.45E-05,0.000636629
663,553,-6.10E-06,-5.84E-05,1.64E-05,0.000639536
664,553.2,-1.19E-05,-4.36E-05,3.18E-05,0.000643188
665,553.4,-2.35E-05,-6.30E-05,3.69E-05,0.000652256
666,553.6,-3.71E-05,-7.61E-05,1.41E-05,0.000657949
667,553.8,-5.40E-05,-6.47E-05,6.96E-07,0.000657876
668,554,-6.30E-05,-5.02E-05,2.01E-07,0.000658227
669,554.2,-7.41E-05,-6.48E-05,5.41E-07,0.000657956
670,554.4,-8.89E-05,-8.28E-05,1.96E-05,0.000658444
671,554.6,-0.000107211,-7.07E-05,2.07E-05,0.000665789
672,554.8,-0.000117137,-6.56E-05,1.96E-06,0.000666711
673,555,-0.000133445,-7.94E-05,-9.67E-07,0.000666573
674,555.2,-0.000148888,-6.89E-05,6.13E-06,0.000666324
675,555.4,-0.000161018,-6.95E-05,9.05E-06,0.000669025
676,555.6,-0.000176678,-7.56E-05,9.10E-06,0.000669942
677,555.8,-0.00019125,-8.28E-05,2.16E-05,0.000672665
678,556,-0.000209808,-7.32E-05,2.00E-05,0.000678601
679,556.2,-0.000220518,-5.82E-05,5.51E-07,0.000680649
680,556.4,-0.000233076,-7.75E-05,4.92E-07,0.000678822
681,556.6,-0.00025151,-6.93E-05,6.89E-06,0.000680846
682,556.8,-0.000260782,-5.46E-05,2.31E-05,0.000681577
683,557,-0.00027333,-6.15E-05,1.66E-05,0.000690081
684,557.2,-0.000285364,-8.17E-05,1.33E-06,0.000688217
685,557.4,-0.000306003,-8.38E-05,9.40E-06,0.000690613
686,557.6,-0.000318894,-5.81E-05,6.85E-06,0.000691978
687,557.8,-0.000329234,-5.13E-05,9.80E-06,0.000693352
688,558,-0.000339399,-6.31E-05,8.38E-06,0.000695899
689,558.2,-0.000354461,-6.84E-05,7.91E-06,0.000696703
690,558.4,-0.000366777,-5.49E-05,1.47E-05,0.000699063
691,558.6,-0.000376413,-5.35E-05,2.27E-05,0.000702571
692,558.8,-0.000388178,-5.15E-05,2.79E-05,0.00070814
693,559,-0.000396997,-5.78E-05,2.23E-05,0.000713736
694,559.2,-0.000411287,-6.02E-05,1.64E-05,0.000717049
695,559.4,-0.00042107,-5.72E-05,1.10E-05,0.000720288
696,559.6,-0.00043417,-6.39E-05,1.43E-05,0.000721455
697,559.8,-0.000446642,-5.52E-05,1.81E-05,0.00072602
698,560,-0.000456235,-5.53E-05,9.13E-06,0.000728702
699,560.2,-0.000468754,-6.50E-05,1.35E-06,0.000729672
700,560.4,-0.000482251,-8.60E-05,8.20E-06,0.000729243
701,560.6,-0.000503173,-9.39E-05,5.20E-06,0.000732951
702,560.8,-0.000519807,-7.77E-05,1.43E-05,0.000731322
703,561,-0.000534242,-6.44E-05,4.17E-05,0.000738676
704,561.2,-0.000545559,-6.94E-05,2.54E-05,0.000748006
705,561.4,-0.000561984,-5.81E-05,1.02E-05,0.000748846
706,561.6,-0.000568783,3.95E-05,1.11E-05,0.000752103
707,561.8,-0.000546194,0.000120544,-6.95E-08,0.000753286
708,562,-0.000520566,0.000120418,1.42E-05,0.000752075
709,562.2,-0.000498027,0.000139838,1.66E-05,0.000758952
710,562.4,-0.00046463,0.00016048,2.81E-06,0.000758703
711,562.6,-0.000433835,0.000142211,2.79E-06,0.000760077
712,562.8,-0.000407746,0.000141808,3.73E-06,0.00075982
713,563,-0.000377112,0.00014743,-7.87E-06,0.000761568
714,563.2,-0.000348774,0.000146252,-1.81E-05,0.000756673
715,563.4,-0.000318611,0.000143064,-4.46E-07,0.000754318
716,563.6,-0.000291549,0.00013834,-3.16E-07,0.000756494
717,563.8,-0.000263275,0.000140874,-1.74E-05,0.000754192
718,564,-0.000235199,0.000135671,-2.71E-05,0.000749525
719,564.2,-0.000209006,0.000139935,-2.30E-05,0.000743353
720,564.4,-0.000179225,0.000135782,-2.31E-06,0.000740334
721,564.6,-0.000154694,0.000128897,1.20E-05,0.000742427
722,564.8,-0.000127666,0.000151837,4.50E-06,0.000745122
723,565,-9.40E-05,0.000155357,-6.32E-06,0.000744226
724,565.2,-6.55E-05,0.000129296,-1.16E-05,0.000742596
725,565.4,-4.22E-05,0.00012301,-4.41E-06,0.000739568
726,565.6,-1.63E-05,0.000139228,-5.23E-06,0.00074083
727,565.8,1.35E-05,0.000140806,7.19E-06,0.000737477
728,566,4.00E-05,0.000129969,2.36E-05,0.000743705
729,566.2,6.54E-05,0.000135603,-5.84E-08,0.000746916
730,566.4,9.42E-05,0.000156221,-8.93E-06,0.000743682
731,566.6,0.000127927,0.00015498,1.72E-07,0.000743346
732,566.8,0.000156236,0.000136558,1.03E-06,0.00074375
733,567,0.00018255,0.000134802,7.83E-06,0.000743757
734,567.2,0.000210157,0.00013092,6.76E-06,0.000746883
735,567.4,0.000234918,0.000131336,-9.96E-07,0.000746459
736,567.6,0.000262691,0.000137943,1.26E-05,0.000746484
737,567.8,0.000290096,0.000156433,9.67E-06,0.000751512
738,568,0.000325265,0.000149784,-3.36E-06,0.000750354
739,568.2,0.000350009,0.000128815,1.90E-06,0.000750167
740,568.4,0.000376791,0.000140301,1.23E-06,0.000751115
741,568.6,0.00040613,0.000131116,6.03E-06,0.000750661
742,568.8,0.000429237,0.000124348,7.23E-06,0.000753528
743,569,0.000455869,0.000128282,2.12E-05,0.000753553
744,569.2,0.00048055,0.000137459,1.51E-05,0.000762016
745,569.4,0.000510852,0.000130605,-6.17E-06,0.000759587
746,569.6,0.000532792,0.000130694,1.27E-05,0.000759549
747,569.8,0.00056313,0.000141527,2.48E-06,0.00076465
748,570,0.000589403,0.000136992,-1.79E-05,0.000760541
749,570.2,0.000617927,0.000143496,-6.94E-07,0.000757497
750,570.4,0.000646801,0.000143853,8.53E-07,0.000760263
751,570.6,0.000675468,0.000136408,-1.99E-06,0.000757838
752,570.8,0.000701364,0.000125974,6.84E-06,0.000759468
753,571,0.000725857,0.000117608,1.66E-05,0.000760575
754,571.2,0.000748407,0.000124658,1.05E-05,0.000766102
755,571.4,0.000775721,0.000142752,3.85E-06,0.00076477
756,571.6,0.000805508,0.000142641,2.00E-05,0.000767643
757,571.8,0.000832777,0.00013784,1.92E-05,0.000772769
758,572,0.000860644,0.000143162,2.14E-06,0.000775311
759,572.2,0.000890042,0.000143722,-2.49E-06,0.000773626
760,572.4,0.000918133,0.000131813,-8.16E-06,0.000774315
761,572.6,0.000942767,0.000130196,-1.55E-05,0.000770361
762,572.8,0.000970211,0.000153635,-1.94E-05,0.000768096
763,573,0.001004221,0.000164513,-1.44E-05,0.000762589
764,573.2,0.001036016,0.00014152,-2.13E-06,0.000762327
765,573.4,0.001060829,0.000138386,5.92E-06,0.000761736
766,573.6,0.001091371,0.000149681,-1.46E-06,0.000764696
767,573.8,0.001120701,0.000144574,-4.56E-06,0.000761152
768,574,0.0011492,0.000138684,1.85E-06,0.000762873
769,574.2,0.001176175,0.000136214,-7.11E-06,0.000761893
770,574.4,0.001203686,0.000140577,1.57E-06,0.000760029
771,574.6,0.001232406,0.000137694,7.96E-06,0.000762521
772,574.8,0.001258763,0.000132371,-1.43E-06,0.000763212
773,575,0.001285354,0.000150102,-2.75E-07,0.00076195
774,575.2,0.001318804,0.000163015,1.17E-05,0.000763102
775,575.4,0.00135056,0.000153414,1.34E-05,0.000766644
776,575.6,0.00138017,0.000152031,4.14E-06,0.000768472
777,575.8,0.001411373,0.000151841,-1.71E-07,0.000768298
778,576,0.001440906,0.000151813,1.59E-05,0.000768403
779,576.2,0.001472098,0.000157215,1.22E-05,0.000774647
780,576.4,0.001503792,0.00015397,-4.06E-06,0.000773301
781,576.6,0.001533686,0.000156994,-5.61E-06,0.000773023
782,576.8,0.00156659,0.00015055,-8.78E-06,0.000771056
783,577,0.001593906,0.000137316,-3.06E-06,0.00076951
784,577.2,0.001621516,8.75E-05,-5.27E-07,0.000769831
785,577.4,0.001628891,-3.49E-06,-1.06E-07,0.0007693
786,577.6,0.00162012,-6.42E-05,8.51E-06,0.000769788
787,577.8,0.001603212,-7.53E-05,7.66E-06,0.000772705
788,578,0.001589991,-5.45E-05,-4.94E-06,0.000772854
789,578.2,0.001581422,-4.80E-05,5.71E-06,0.00077073
790,578.4,0.001570799,-6.46E-05,1.22E-05,0.000775136
791,578.6,0.001555589,-7.33E-05,6.82E-06,0.000775608
792,578.8,0.00154149,-6.65E-05,1.45E-05,0.000777862
793,579,0.001528974,-8.35E-05,1.54E-05,0.000781421
794,579.2,0.001508075,-8.20E-05,5.56E-07,0.000784005
795,579.4,0.001496159,-6.71E-05,-3.92E-06,0.000781643
796,579.6,0.001481236,-6.64E-05,9.95E-06,0.000782436
797,579.8,0.001469619,-6.54E-05,1.54E-05,0.000785624
798,580,0.001455072,-7.14E-05,1.41E-06,0.000788579
799,580.2,0.001441071,-6.46E-05,-2.38E-06,0.000786189
800,580.4,0.001429228,-6.14E-05,1.56E-05,0.000787629
801,580.6,0.001416497,-6.30E-05,9.56E-06,0.000792446
802,580.8,0.001404034,-7.44E-05,-6.00E-06,0.000791454
803,581,0.001386717,-7.47E-05,-8.41E-06,0.000790047
804,581.2,0.00137416,-6.66E-05,-5.47E-06,0.000788088
805,581.4,0.00136008,-7.59E-05,-8.42E-06,0.000787861
806,581.6,0.001343814,-8.36E-05,-7.32E-06,0.000784718
807,581.8,0.001326647,-7.98E-05,1.05E-05,0.000784935
808,582,0.001311907,-7.81E-05,9.57E-06,0.000788914
809,582.2,0.001295423,-8.84E-05,1.31E-06,0.000788762
810,582.4,0.001276556,-8.05E-05,5.05E-07,0.000789437
811,582.6,0.00126324,-7.47E-05,-5.69E-06,0.000788964
812,582.8,0.001246678,-6.76E-05,-1.14E-05,0.000787161
813,583,0.001236215,-5.25E-05,-7.54E-06,0.000784417
814,583.2,0.00122568,-6.50E-05,2.36E-07,0.000784145
815,583.4,0.0012102,-8.25E-05,1.22E-05,0.000784512
816,583.6,0.001192672,-8.05E-05,1.30E-05,0.000789034
817,583.8,0.001178013,-6.95E-05,-4.62E-06,0.000789719
818,584,0.001164884,-6.57E-05,-3.68E-07,0.000787188
819,584.2,0.001151746,-7.02E-05,1.58E-05,0.000789571
820,584.4,0.001136796,-6.41E-05,9.13E-06,0.000793504
821,584.6,0.001126101,-6.72E-05,2.60E-05,0.000793223
822,584.8,0.001109918,-7.73E-05,2.78E-05,0.000803887
823,585,0.001095162,-7.61E-05,-4.39E-06,0.000804361
824,585.2,0.001079474,-8.19E-05,-1.37E-05,0.000802131
825,585.4,0.001062386,-8.48E-05,-1.16E-05,0.00079887
826,585.6,0.001045555,-7.54E-05,1.56E-06,0.000797491
827,585.8,0.001032224,-5.95E-05,2.81E-05,0.000799495
828,586,0.001021773,-7.66E-05,3.22E-05,0.000808731
829,586.2,0.001001587,-8.60E-05,1.27E-05,0.000812376
830,586.4,0.000987389,-6.83E-05,2.51E-06,0.000813805
831,586.6,0.00097426,-6.28E-05,2.83E-07,0.000813379
832,586.8,0.000962253,-5.83E-05,-3.90E-05,0.000813918
833,587,0.00095096,-6.31E-05,3.05E-06,0.000797793
834,587.2,0.000936994,-5.49E-05,7.63E-06,0.000815138
