t,x,y,v_{x},v_{y}
2.67E+02,-1.57E-04,1.11E-03,5.37E-06,8.19E-08
2.67E+02,-1.52E-04,1.11E-03,1.27E-05,-1.99E-06
2.67E+02,-1.52E-04,1.11E-03,1.01E-05,-1.27E-05
2.67E+02,-1.48E-04,1.10E-03,1.25E-05,-4.18E-05
2.68E+02,-1.47E-04,1.09E-03,8.94E-06,-3.90E-05
2.68E+02,-1.45E-04,1.09E-03,-1.58E-05,-9.94E-06
2.68E+02,-1.53E-04,1.09E-03,-3.60E-05,5.38E-07
2.68E+02,-1.59E-04,1.09E-03,-2.06E-05,-9.32E-06
2.68E+02,-1.61E-04,1.08E-03,-1.83E-05,-1.83E-05
2.69E+02,-1.66E-04,1.08E-03,-9.16E-06,-2.95E-05
2.69E+02,-1.65E-04,1.07E-03,7.84E-06,-2.03E-05
2.69E+02,-1.63E-04,1.07E-03,-8.43E-07,-2.53E-06
2.69E+02,-1.65E-04,1.07E-03,8.58E-06,-1.89E-05
2.69E+02,-1.60E-04,1.07E-03,2.72E-05,-2.06E-05
2.70E+02,-1.55E-04,1.06E-03,2.59E-05,-1.24E-06
2.70E+02,-1.50E-04,1.06E-03,2.16E-05,-9.68E-06
2.70E+02,-1.46E-04,1.06E-03,1.70E-05,-1.13E-05
2.70E+02,-1.43E-04,1.06E-03,1.55E-05,-1.35E-05
2.70E+02,-1.40E-04,1.05E-03,1.27E-05,-1.72E-05
2.71E+02,-1.38E-04,1.05E-03,1.62E-05,-4.07E-05
2.71E+02,-1.33E-04,1.04E-03,9.13E-06,-5.26E-05
2.71E+02,-1.34E-04,1.03E-03,-1.16E-04,-2.64E-04
2.71E+02,-1.80E-04,9.32E-04,,
