t,x,y,v_{x},v_{y}
1.044000000E2,1.017978717E-3,1.033567512E-3,,
1.046000000E2,1.017884906E-3,1.032309876E-3,9.086973919E-6,-1.145518664E-5
1.048000000E2,1.021613506E-3,1.028985438E-3,1.376522982E-5,-1.568919762E-5
1.050000000E2,1.023390998E-3,1.026034197E-3,1.245698522E-5,-1.473507150E-5
1.052000000E2,1.026596300E-3,1.023091409E-3,3.060490406E-5,-4.121153721E-6
1.054000000E2,1.035632959E-3,1.024385736E-3,2.172511466E-5,8.469072504E-6
1.056000000E2,1.035286346E-3,1.026479038E-3,-3.824110205E-6,1.313097862E-5
1.058000000E2,1.034103315E-3,1.029638127E-3,2.991624854E-6,-2.546581981E-6
1.060000000E2,1.036482996E-3,1.025460405E-3,1.631051997E-5,-1.626663936E-5
1.062000000E2,1.040627523E-3,1.023131471E-3,2.314684220E-5,-1.384574983E-5
1.064000000E2,1.045741733E-3,1.019922105E-3,1.933575217E-5,-2.588998834E-5
1.066000000E2,1.048361824E-3,1.012775476E-3,1.911597842E-5,-3.896464679E-5
1.068000000E2,1.053388125E-3,1.004336247E-3,1.552448894E-5,-3.272782991E-5
1.070000000E2,1.054571620E-3,9.996843441E-4,1.216008840E-5,-3.404223075E-5
1.072000000E2,1.058252160E-3,9.907193545E-4,2.094742359E-5,-3.378903400E-5
1.074000000E2,1.062950589E-3,9.861687305E-4,5.442082462E-5,-4.160590699E-5
1.076000000E2,1.080020490E-3,9.740769917E-4,4.338818946E-5,1.064350421E-5
1.078000000E2,1.080305865E-3,9.904261322E-4,-1.845621543E-5,1.965406107E-5
1.080000000E2,1.072638004E-3,9.819386161E-4,-1.341059329E-5,-9.905879917E-5
1.082000000E2,1.074941628E-3,9.508026125E-4,1.794661667E-5,-4.884895480E-5
1.084000000E2,1.079816650E-3,9.623990342E-4,6.042818252E-6,1.157603774E-5
1.086000000E2,1.077358755E-3,9.554330276E-4,-1.772077574E-5,-1.137219823E-5
1.088000000E2,1.072728340E-3,9.578501549E-4,-2.157587001E-5,2.048343620E-6
1.090000000E2,1.068728407E-3,9.562523650E-4,-1.670678184E-5,-3.223167900E-6
1.092000000E2,1.066045627E-3,9.565608877E-4,-1.189528130E-5,-1.469490009E-5
1.094000000E2,1.063970294E-3,9.503744050E-4,1.774272544E-6,-2.238579392E-5
1.096000000E2,1.066755336E-3,9.476065702E-4,2.123761299E-5,-1.368203334E-5
1.098000000E2,1.072465340E-3,9.449015917E-4,1.948785277E-5,-6.722796658E-6
1.100000000E2,1.074550477E-3,9.449174515E-4,-7.763215682E-6,-2.180514708E-5
1.102000000E2,1.069360053E-3,9.361795328E-4,-2.232704553E-5,-1.789400108E-5
1.104000000E2,1.065619659E-3,9.377598511E-4,6.460788964E-6,6.818531305E-6
1.106000000E2,1.071944369E-3,9.389069454E-4,3.258488727E-5,4.864273680E-6
1.108000000E2,1.078653614E-3,9.397055605E-4,4.232267287E-5,-3.718761518E-6
1.110000000E2,1.088873438E-3,9.374194408E-4,2.000507533E-5,-1.206421876E-5
1.112000000E2,1.086655644E-3,9.348798730E-4,4.236898982E-6,-1.052340905E-5
1.114000000E2,1.090568198E-3,9.332100771E-4,2.327549217E-5,2.582618776E-6
1.116000000E2,1.095965841E-3,9.359129205E-4,2.160313852E-5,3.772126970E-6
1.118000000E2,1.099209453E-3,9.347189279E-4,8.590287909E-7,-2.451543026E-6
1.120000000E2,1.096309453E-3,9.349323033E-4,-1.760057867E-5,-8.263348384E-6
1.122000000E2,1.092169222E-3,9.314135886E-4,-9.855576054E-6,-3.424409117E-5
1.124000000E2,1.092367222E-3,9.212346669E-4,-9.077262516E-6,-4.063079995E-5
1.126000000E2,1.088538317E-3,9.151612686E-4,-4.257659188E-6,-2.587483880E-5
1.128000000E2,1.090664158E-3,9.108847314E-4,3.164241469E-6,-2.309902695E-5
1.130000000E2,1.089804013E-3,9.059216578E-4,-2.078864850E-6,-2.461276695E-5
1.132000000E2,1.089832612E-3,9.010396246E-4,2.301723560E-6,-1.102677902E-5
1.134000000E2,1.090724703E-3,9.015109462E-4,4.757929859E-6,2.983252883E-6
1.136000000E2,1.091735784E-3,9.022329257E-4,8.021592433E-6,-5.997633180E-6
1.138000000E2,1.093933340E-3,8.991118929E-4,7.960162872E-6,-1.494571952E-5
1.140000000E2,1.094919850E-3,8.962546379E-4,-1.124820995E-5,-1.745960209E-5
1.142000000E2,1.089434056E-3,8.921280521E-4,-9.634385448E-6,-7.503105587E-6
1.144000000E2,1.091066095E-3,8.932533957E-4,4.100821423E-6,3.932800310E-6
1.146000000E2,1.091074384E-3,8.937011722E-4,5.927271834E-6,-1.444676800E-5
1.148000000E2,1.093437004E-3,8.874746885E-4,1.869213996E-5,-2.505963054E-5
1.150000000E2,1.098551240E-3,8.836773200E-4,3.795454201E-6,-1.644169464E-5
1.152000000E2,1.094955186E-3,8.808980106E-4,-8.740667268E-6,-2.226077345E-5
1.154000000E2,1.095054973E-3,8.747730106E-4,8.609836519E-7,-2.778728977E-5
1.156000000E2,1.095299579E-3,8.697830947E-4,-9.759698901E-6,-5.321362113E-6
1.158000000E2,1.091151094E-3,8.726444658E-4,-4.392109554E-8,1.861733759E-6
1.160000000E2,1.095282011E-3,8.705277882E-4,7.172986397E-6,-1.868296087E-5
1.162000000E2,1.094020288E-3,8.651712814E-4,-1.516621201E-5,-3.134983611E-5
1.164000000E2,1.089215526E-3,8.579878538E-4,-2.164560323E-5,-1.943682156E-5
1.166000000E2,1.085362047E-3,8.573965528E-4,-2.518458154E-5,3.198381485E-6
1.168000000E2,1.079141693E-3,8.592672064E-4,-2.869600589E-6,-5.642955860E-7
1.170000000E2,1.084214207E-3,8.571708346E-4,1.672413858E-6,-7.979948116E-6
1.172000000E2,1.079810659E-3,8.560752271E-4,2.564555505E-6,7.028581377E-6
1.174000000E2,1.085240029E-3,8.599822671E-4,9.145099748E-6,1.009344593E-5
1.176000000E2,1.083468699E-3,8.601126055E-4,-2.073252323E-5,-4.013314401E-6
1.178000000E2,1.076947020E-3,8.583769414E-4,-2.861635588E-5,-1.051684759E-5
1.180000000E2,1.072022157E-3,8.559058665E-4,1.713142132E-5,-9.003823489E-6
1.182000000E2,1.083799588E-3,8.547754120E-4,1.987851569E-5,-1.020349359E-5
1.184000000E2,1.079973563E-3,8.518244690E-4,-9.420026794E-6,-8.033246293E-6
1.186000000E2,1.080031578E-3,8.515621134E-4,-1.248927214E-5,-1.734514544E-5
1.188000000E2,1.074977854E-3,8.448864108E-4,-4.635508738E-5,-1.237609094E-5
1.190000000E2,1.061489543E-3,8.466116771E-4,-4.049844818E-5,1.809143698E-6
1.192000000E2,1.058778475E-3,8.456100683E-4,-4.634356555E-6,-2.301230635E-5
1.194000000E2,1.059635800E-3,8.374067545E-4,-8.637128797E-6,-2.054470969E-5
1.196000000E2,1.055323623E-3,8.373921844E-4,2.533985929E-6,-2.085662708E-5
1.198000000E2,1.060649394E-3,8.290641037E-4,1.101220356E-5,-3.528233583E-5
1.200000000E2,1.059728505E-3,8.232792501E-4,9.018478668E-6,-2.962807880E-5
1.202000000E2,1.064256786E-3,8.172128722E-4,1.584615315E-5,-1.349659590E-5
1.204000000E2,1.066066966E-3,8.178806118E-4,4.725976284E-6,-5.789143232E-6
1.206000000E2,1.066147176E-3,8.148972149E-4,-1.306698809E-6,-2.463329176E-5
1.208000000E2,1.065544286E-3,8.080272950E-4,1.067964030E-5,-4.759488450E-5
1.210000000E2,1.070419032E-3,7.958592611E-4,2.556271048E-5,-2.133593956E-5
1.212000000E2,1.075769370E-3,7.994929192E-4,-4.711501327E-8,-6.856024172E-6
1.214000000E2,1.070400186E-3,7.931168514E-4,4.217051188E-6,-4.113490516E-6
1.216000000E2,1.077456841E-3,7.978481716E-4,2.953575301E-5,1.170234125E-5
1.218000000E2,1.082214488E-3,7.977977879E-4,-4.000669268E-6,-3.275262985E-6
1.220000000E2,1.075856574E-3,7.965380664E-4,-9.726664337E-6,-1.484728544E-5
1.222000000E2,1.078323822E-3,7.918588737E-4,-2.520569668E-5,-1.332018893E-5
1.224000000E2,1.065774295E-3,7.912099909E-4,-3.617772407E-5,-1.556427819E-5
1.226000000E2,1.063852732E-3,7.856331625E-4,-1.785932785E-5,-1.998374404E-5
1.228000000E2,1.058630564E-3,7.832164932E-4,-5.965784498E-6,3.500488554E-6
1.230000000E2,1.061466418E-3,7.870333579E-4,5.927179314E-6,-3.793709200E-6
1.232000000E2,1.061001436E-3,7.816990096E-4,-3.702819337E-5,-6.479125288E-6
1.234000000E2,1.046655141E-3,7.844417078E-4,-1.182447537E-5,-4.690634680E-6
1.236000000E2,1.056271645E-3,7.798227557E-4,2.161168431E-5,-9.839392253E-6
1.238000000E2,1.055299815E-3,7.805059509E-4,-2.287030935E-6,1.237059331E-6
1.240000000E2,1.055356833E-3,7.803175794E-4,4.896863509E-7,8.775423655E-8
1.242000000E2,1.055495689E-3,7.805410526E-4,3.281942827E-5,-2.541961897E-6
1.244000000E2,1.068484604E-3,7.793007947E-4,4.577371862E-5,-1.342539721E-5
1.246000000E2,1.073805177E-3,7.751708937E-4,3.713373149E-5,-2.157591602E-5
1.248000000E2,1.083338097E-3,7.706704283E-4,3.172251950E-5,-4.001637438E-5
1.250000000E2,1.086494185E-3,7.591643439E-4,1.249717568E-5,-2.304360767E-5
1.252000000E2,1.088336967E-3,7.614529852E-4,6.268555062E-6,1.497163532E-5
1.254000000E2,1.089001607E-3,7.651529981E-4,1.815384246E-6,1.696343647E-6
1.256000000E2,1.089063121E-3,7.621315226E-4,-7.553852430E-8,-1.343939565E-5
1.258000000E2,1.088971391E-3,7.597772398E-4,1.045499775E-5,6.111116109E-6
1.260000000E2,1.093245120E-3,7.645759691E-4,2.068201250E-5,3.394378060E-6
1.262000000E2,1.097244196E-3,7.611349910E-4,1.882245807E-5,-2.246566136E-5
1.264000000E2,1.100774103E-3,7.555897045E-4,1.108449468E-5,-8.636946111E-6
1.266000000E2,1.101677994E-3,7.576802126E-4,1.463091533E-6,1.869126152E-5
1.268000000E2,1.101359340E-3,7.630662092E-4,9.534016885E-6,1.829400564E-5
1.270000000E2,1.105491601E-3,7.649978148E-4,2.076825351E-6,-4.066947346E-6
1.272000000E2,1.102190070E-3,7.614394302E-4,3.742442076E-6,-3.197720678E-5
1.274000000E2,1.106988578E-3,7.522069321E-4,8.596391915E-6,-3.554163211E-5
1.276000000E2,1.105628627E-3,7.472227774E-4,-1.144197541E-5,-2.220708855E-5
1.278000000E2,1.102411788E-3,7.433240967E-4,-2.998095632E-5,-4.606424410E-5
1.280000000E2,1.093636244E-3,7.287970797E-4,-3.279354678E-5,-4.622537680E-5
1.282000000E2,1.089294369E-3,7.248339460E-4,-1.333839060E-5,-3.353251156E-6
1.284000000E2,1.088300888E-3,7.274557793E-4,-1.656306255E-5,-4.714975729E-6
1.286000000E2,1.082669144E-3,7.229479557E-4,-1.319348042E-5,-7.529230260E-6
1.288000000E2,1.083023496E-3,7.244440872E-4,-5.772648635E-6,1.463401395E-5
1.290000000E2,1.080360084E-3,7.288015613E-4,-2.851295566E-5,-5.192066503E-6
1.292000000E2,1.071618314E-3,7.223672606E-4,-3.350654382E-5,-2.590779827E-5
1.294000000E2,1.066957467E-3,7.184384420E-4,-2.306805867E-5,-1.954546945E-5
1.296000000E2,1.062391090E-3,7.145490728E-4,-1.630884811E-5,4.500686712E-6
1.298000000E2,1.060433928E-3,7.202387166E-4,-2.103360015E-5,1.236911273E-5
1.300000000E2,1.053977650E-3,7.194967179E-4,-2.112153341E-5,-2.293309328E-5
1.302000000E2,1.051985314E-3,7.110654793E-4,-3.634755130E-6,-2.232736260E-5
1.304000000E2,1.052523748E-3,7.105657728E-4,-1.963596750E-5,-1.344524924E-5
1.306000000E2,1.044130927E-3,7.056873796E-4,-2.057808688E-5,-1.183814838E-5
1.308000000E2,1.044292513E-3,7.058305135E-4,-8.015579984E-6,-2.064660509E-5
1.310000000E2,1.040924695E-3,6.974287376E-4,-1.282994445E-5,-3.814440653E-5
1.312000000E2,1.039160535E-3,6.905727509E-4,-3.066279379E-5,-1.417510882E-5
