t,x,y,v_{x},v_{y}
7.640000000E1,5.628304538E-4,9.971392449E-4,,
7.660000000E1,5.620744359E-4,9.730823653E-4,-6.226217386E-6,-1.045352975E-4
7.680000000E1,5.603399669E-4,9.553251258E-4,-2.824181947E-6,-8.538878503E-5
7.700000000E1,5.609447631E-4,9.389268513E-4,-1.952804426E-6,-8.803792382E-5
7.720000000E1,5.595588451E-4,9.201099563E-4,5.316566048E-6,-8.862669110E-5
7.740000000E1,5.630713896E-4,9.034761748E-4,1.334866916E-5,-1.014778160E-4
7.760000000E1,5.648983128E-4,8.795188299E-4,1.226268191E-5,-1.089978221E-4
7.780000000E1,5.679764623E-4,8.598770460E-4,1.711383919E-5,-1.034893670E-4
7.800000000E1,5.717438484E-4,8.381230831E-4,2.065472061E-6,-1.011438255E-4
7.820000000E1,5.688026511E-4,8.194195158E-4,-1.336653535E-5,-9.142124465E-5
7.840000000E1,5.663972343E-4,8.015545853E-4,-6.736700728E-6,-9.309317574E-5
7.860000000E1,5.661079709E-4,7.821822455E-4,-2.043876536E-6,-9.548480313E-5
7.880000000E1,5.655796837E-4,7.633606640E-4,-8.176531045E-7,-9.516833033E-5
7.900000000E1,5.657809096E-4,7.441149134E-4,-3.830231231E-6,-8.997077820E-5
7.920000000E1,5.640475912E-4,7.273723527E-4,-4.128448533E-6,-8.955005999E-5
7.940000000E1,5.641295302E-4,7.082948894E-4,6.974130267E-6,-9.303457069E-5
7.960000000E1,5.668372433E-4,6.901585245E-4,3.000582677E-6,-9.845836026E-5
7.980000000E1,5.653297633E-4,6.689115453E-4,-1.163165682E-5,-9.240246426E-5
8.000000000E1,5.621845806E-4,6.531975388E-4,-8.945753818E-6,-8.257904830E-5
8.020000000E1,5.617514617E-4,6.358799259E-4,6.403462292E-6,-9.237181344E-5
8.040000000E1,5.647459655E-4,6.162488134E-4,-1.806208889E-6,-8.616864933E-5
8.060000000E1,5.610289782E-4,6.014124662E-4,-3.365206905E-6,-9.491157451E-5
8.080000000E1,5.633998827E-4,5.782841836E-4,5.012993478E-6,-9.392085992E-5
8.100000000E1,5.630341756E-4,5.638441222E-4,6.354240918E-6,-8.646868054E-5
8.120000000E1,5.659415791E-4,5.436967114E-4,5.893656908E-6,-8.820830810E-5
8.140000000E1,5.653916383E-4,5.285607990E-4,-2.959960053E-6,-8.746424242E-5
8.160000000E1,5.647575951E-4,5.087110144E-4,-4.301339344E-6,-1.029360932E-4
8.180000000E1,5.636711026E-4,4.873863617E-4,-9.567106670E-6,-9.427821306E-5
8.200000000E1,5.609307524E-4,4.709997292E-4,-1.531013491E-6,-9.820026914E-5
8.220000000E1,5.630586972E-4,4.481062540E-4,1.062648279E-5,-1.029732674E-4
8.240000000E1,5.651813455E-4,4.298104222E-4,3.950543157E-6,-9.025882655E-5
8.260000000E1,5.646389145E-4,4.120027234E-4,6.242027879E-6,-1.031198391E-4
8.280000000E1,5.676781567E-4,3.885624866E-4,4.288892038E-7,-9.297113226E-5
8.300000000E1,5.648104702E-4,3.748142705E-4,-2.081752911E-6,-8.652527110E-5
8.320000000E1,5.668454555E-4,3.539523781E-4,9.417558758E-6,-1.052210615E-4
8.340000000E1,5.685774937E-4,3.327258459E-4,5.492214700E-6,-1.000054065E-4
8.360000000E1,5.690423414E-4,3.139502155E-4,-8.349810795E-6,-9.342969036E-5
8.380000000E1,5.652375693E-4,2.953539698E-4,1.186757112E-6,-9.235069125E-5
8.400000000E1,5.695170442E-4,2.770099390E-4,2.129664682E-5,-7.901465398E-5
8.420000000E1,5.737562281E-4,2.637481082E-4,1.806833321E-5,-8.430893327E-5
8.440000000E1,5.767443775E-4,2.432863657E-4,1.529185535E-5,-8.684892346E-5
8.460000000E1,5.798729702E-4,2.290085388E-4,1.427475473E-5,-7.986024530E-5
8.480000000E1,5.824542794E-4,2.113422676E-4,1.466618061E-5,-1.007500790E-4
8.500000000E1,5.857394425E-4,1.887085072E-4,-2.818483616E-6,-9.509067293E-5
8.520000000E1,5.813268860E-4,1.733059984E-4,-2.534036397E-6,-8.641965902E-5
8.540000000E1,5.847258279E-4,1.541406436E-4,-2.246587560E-6,-9.308080678E-5
