,t,x,y,v_{x},v_{y}
109,25.4,0.00016,0.000164,2.53E-06,-4.11E-05
110,25.6,0.000161,0.000161,1.19E-06,-2.73E-05
111,25.8,0.00016,0.000153,1.14E-06,-2.95E-05
112,26,0.000162,0.000149,8.40E-06,-2.94E-05
113,26.2,0.000164,0.000141,-3.28E-06,-3.79E-05
114,26.4,0.00016,0.000134,-7.80E-06,-3.81E-05
115,26.6,0.000161,0.000126,7.07E-06,-2.58E-05
116,26.8,0.000163,0.000123,2.35E-06,-2.85E-05
117,27,0.000162,0.000114,-1.96E-05,-4.93E-05
118,27.2,0.000155,0.000104,-2.37E-05,-4.56E-05
119,27.4,0.000152,9.62E-05,4.49E-06,-3.40E-05
120,27.6,0.000157,9.00E-05,9.88E-06,-5.09E-05
121,27.8,0.000156,7.58E-05,-1.20E-06,-4.93E-05
122,28,0.000157,7.03E-05,1.05E-05,-2.43E-05
123,28.2,0.00016,6.61E-05,-5.73E-06,-2.50E-05
124,28.4,0.000154,6.03E-05,-2.16E-05,-3.80E-05
125,28.6,0.000152,5.09E-05,-9.11E-06,-4.14E-05
126,28.8,0.000151,4.37E-05,-8.75E-07,-2.99E-05
127,29,0.000151,3.89E-05,-6.17E-06,-2.10E-05
128,29.2,0.000148,3.53E-05,-7.60E-06,-3.09E-05
129,29.4,0.000148,2.65E-05,5.80E-06,-5.12E-05
130,29.6,0.000151,1.48E-05,1.28E-05,-4.39E-05
131,29.8,0.000153,8.97E-06,2.22E-05,-3.99E-05
132,30,0.00016,-1.11E-06,1.52E-05,-4.18E-05
133,30.2,0.00016,-7.77E-06,-4.82E-07,-3.93E-05
134,30.4,0.000159,-1.68E-05,8.85E-06,-3.58E-05
135,30.6,0.000163,-2.21E-05,1.65E-05,-4.39E-05
136,30.8,0.000166,-3.44E-05,7.31E-06,-3.93E-05
137,31,0.000166,-3.78E-05,-1.22E-05,-2.35E-05
138,31.2,0.000161,-4.38E-05,-2.29E-05,-3.07E-05
139,31.4,0.000157,-5.01E-05,-2.53E-06,-2.97E-05
140,31.6,0.00016,-5.56E-05,1.48E-05,-4.15E-05
141,31.8,0.000163,-6.67E-05,6.33E-06,-4.60E-05
142,32,0.000163,-7.40E-05,4.69E-06,-4.25E-05
143,32.2,0.000165,-8.37E-05,6.38E-06,-4.85E-05
144,32.4,0.000165,-9.34E-05,4.44E-06,-4.46E-05
145,32.6,0.000166,-0.000102,2.02E-06,-4.17E-05
146,32.8,0.000166,-0.00011,-1.52E-05,-6.45E-05
147,33,0.00016,-0.000127,-3.13E-05,-4.85E-05
148,33.2,0.000153,-0.00013,-9.32E-06,-3.65E-05
149,33.4,0.000157,-0.000142,-5.46E-07,-4.86E-05
150,33.6,0.000153,-0.000149,-3.33E-06,-3.43E-05
151,33.8,0.000155,-0.000156,4.64E-06,-2.49E-05
152,34,0.000155,-0.000159,-1.12E-05,-2.36E-05
153,34.2,0.000151,-0.000165,-1.07E-05,-2.36E-05
154,34.4,0.000151,-0.000168,7.44E-06,-2.46E-05
155,34.6,0.000154,-0.000175,1.85E-05,-2.83E-05
156,34.8,0.000158,-0.00018,-2.47E-05,-1.43E-05
157,35,0.000144,-0.000181,-5.88E-05,-7.85E-05
158,35.2,0.000135,-0.000211,7.06E-06,-0.000107
159,35.4,0.000147,-0.000223,4.81E-05,-4.91E-05
160,35.6,0.000154,-0.000231,8.92E-06,-2.40E-05
161,35.8,0.00015,-0.000233,-2.13E-06,-2.15E-05
162,36,0.000153,-0.000239,1.92E-05,-3.94E-05
163,36.2,0.000158,-0.000249,2.26E-05,-4.40E-05
164,36.4,0.000162,-0.000257,1.90E-05,-3.92E-05
165,36.6,0.000166,-0.000264,1.93E-05,-3.82E-05
166,36.8,0.00017,-0.000272,5.02E-06,-4.65E-05
167,37,0.000168,-0.000283,-6.17E-06,-5.21E-05
168,37.2,0.000167,-0.000293,2.67E-06,-3.46E-05
169,37.4,0.000169,-0.000297,3.15E-06,-4.97E-05
170,37.6,0.000168,-0.000313,5.64E-06,-5.37E-05
171,37.8,0.000171,-0.000318,3.92E-06,-2.74E-05
172,38,0.00017,-0.000324,-8.70E-06,-4.21E-05
173,38.2,0.000167,-0.000335,-9.47E-06,-5.23E-05
174,38.4,0.000166,-0.000345,-1.51E-05,-5.37E-05
175,38.6,0.000161,-0.000357,-2.71E-05,-5.64E-05
176,38.8,0.000155,-0.000367,-2.78E-05,-2.53E-05
177,39,0.00015,-0.000367,-9.71E-06,-1.46E-05
178,39.2,0.000152,-0.000373,4.41E-06,-3.91E-05
179,39.4,0.000152,-0.000382,-4.77E-06,-2.85E-05
180,39.6,0.00015,-0.000385,1.43E-06,-2.13E-05
181,39.8,0.000153,-0.000391,2.69E-05,-3.02E-05
182,40,0.00016,-0.000397,1.72E-05,-2.95E-05
183,40.2,0.000159,-0.000403,-8.35E-07,-3.87E-05
184,40.4,0.00016,-0.000412,9.51E-06,-3.56E-05
185,40.6,0.000163,-0.000417,4.76E-06,-3.18E-05
186,40.8,0.000162,-0.000425,2.83E-06,-4.71E-05
187,41,0.000164,-0.000436,1.10E-05,-5.27E-05
188,41.2,0.000166,-0.000446,1.72E-05,-4.17E-05
189,41.4,0.000171,-0.000452,3.92E-06,-4.50E-05
190,41.6,0.000168,-0.000464,-1.34E-05,-4.29E-05
191,41.8,0.000166,-0.00047,-6.19E-06,-3.65E-05
192,42,0.000165,-0.000479,-1.59E-06,-2.69E-05
193,42.2,0.000165,-0.00048,5.82E-06,-1.31E-05
194,42.4,0.000168,-0.000484,1.38E-05,-1.80E-05
195,42.6,0.000171,-0.000488,7.03E-06,-2.96E-05
196,42.8,0.000171,-0.000496,-6.71E-06,-4.46E-05
197,43,0.000168,-0.000505,-1.24E-06,-3.60E-05
198,43.2,0.00017,-0.00051,5.42E-06,-2.95E-05
199,43.4,0.00017,-0.000517,-1.97E-06,-3.12E-05
200,43.6,0.000169,-0.000522,-3.62E-06,-2.57E-05
201,43.8,0.000169,-0.000528,-5.51E-06,-3.14E-05
202,44,0.000167,-0.000535,-5.45E-06,-3.51E-05
203,44.2,0.000167,-0.000542,-1.62E-06,-4.64E-05
204,44.4,0.000166,-0.000554,-1.71E-06,-4.40E-05
205,44.6,0.000166,-0.000559,-9.05E-06,-2.74E-05
206,44.8,0.000163,-0.000565,6.98E-06,-1.79E-05
207,45,0.000169,-0.000566,1.40E-05,-1.55E-05
208,45.2,0.000168,-0.000571,6.96E-07,-3.43E-05
209,45.4,0.000169,-0.00058,-8.57E-06,-3.10E-05
210,45.6,0.000165,-0.000583,-1.60E-05,-3.40E-05
211,45.8,0.000163,-0.000594,-6.47E-06,-5.04E-05
212,46,0.000162,-0.000603,4.09E-06,-4.00E-05
213,46.2,0.000164,-0.00061,3.72E-06,-4.57E-05
214,46.4,0.000164,-0.000622,4.82E-06,-4.03E-05
215,46.6,0.000166,-0.000626,5.74E-06,-2.65E-05
216,46.8,0.000166,-0.000632,-3.29E-06,-3.45E-05
217,47,0.000165,-0.00064,6.01E-06,-4.50E-05
218,47.2,0.000169,-0.00065,5.14E-06,-4.99E-05
219,47.4,0.000167,-0.00066,-1.98E-05,-3.89E-05
220,47.6,0.000161,-0.000666,-1.94E-05,-3.18E-05
221,47.8,0.000159,-0.000672,5.50E-06,-5.06E-05
222,48,0.000163,-0.000686,1.13E-05,-5.51E-05
223,48.2,0.000164,-0.000694,7.04E-06,-4.71E-05
224,48.4,0.000166,-0.000705,9.16E-06,-5.81E-05
225,48.6,0.000167,-0.000718,3.62E-06,-7.21E-05
226,48.8,0.000167,-0.000734,2.83E-06,-5.21E-05
227,49,0.000168,-0.000738,-6.26E-06,-2.13E-05
228,49.2,0.000165,-0.000742,-1.74E-05,-4.06E-05
229,49.4,0.000161,-0.000755,2.65E-06,-4.60E-05
230,49.6,0.000166,-0.000761,1.69E-05,-2.15E-05
231,49.8,0.000168,-0.000763,4.85E-06,-2.75E-05
232,50,0.000168,-0.000772,-2.02E-06,-3.27E-05
233,50.2,0.000167,-0.000776,6.67E-06,-3.38E-05
234,50.4,0.00017,-0.000785,5.89E-06,-4.39E-05
235,50.6,0.00017,-0.000794,1.10E-06,-2.82E-05
236,50.8,0.000171,-0.000796,4.43E-06,-3.94E-05
237,51,0.000172,-0.00081,3.55E-06,-4.78E-05
238,51.2,0.000172,-0.000815,-6.21E-07,-3.90E-05
239,51.4,0.000171,-0.000825,3.73E-06,-3.27E-05
240,51.6,0.000174,-0.000829,1.66E-05,-2.14E-05
241,51.8,0.000178,-0.000834,1.03E-05,-2.52E-05
242,52,0.000178,-0.000839,-9.15E-07,-3.01E-05
243,52.2,0.000178,-0.000846,4.59E-06,-2.36E-05
244,52.4,0.00018,-0.000848,-3.00E-06,-1.33E-05
245,52.6,0.000176,-0.000851,-7.35E-06,-3.87E-05
246,52.8,0.000177,-0.000864,8.35E-06,-3.55E-05
247,53,0.00018,-0.000865,2.11E-05,-2.14E-05
248,53.2,0.000185,-0.000872,1.85E-05,-4.27E-05
249,53.4,0.000187,-0.000882,2.71E-06,-5.03E-05
250,53.6,0.000186,-0.000892,-9.85E-06,-3.84E-05
251,53.8,0.000183,-0.000898,-1.15E-05,-3.11E-05
252,54,0.000182,-0.000905,-1.88E-06,-3.03E-05
253,54.2,0.000182,-0.00091,7.07E-06,-2.73E-05
254,54.4,0.000184,-0.000916,8.29E-06,-4.04E-05
255,54.6,0.000186,-0.000926,5.25E-06,-4.75E-05
256,54.8,0.000186,-0.000935,1.04E-06,-4.25E-05
257,55,0.000186,-0.000943,-2.62E-06,-2.83E-05
258,55.2,0.000185,-0.000946,-6.71E-06,1.59E-05
259,55.4,0.000183,-0.000937,-2.37E-06,8.83E-05
260,55.6,0.000184,-0.000911,3.96E-06,0.000148
261,55.8,0.000185,-0.000878,4.47E-06,0.000142
262,56,0.000186,-0.000854,3.18E-06,0.000125
263,56.2,0.000186,-0.000828,-1.14E-06,0.000127
264,56.4,0.000186,-0.000803,8.19E-07,0.000143
265,56.6,0.000187,-0.00077,-4.66E-06,0.000145
266,56.8,0.000184,-0.000745,-1.71E-06,0.00012
267,57,0.000186,-0.000722,9.78E-06,0.000111
268,57.2,0.000188,-0.0007,6.19E-07,0.000144
269,57.4,0.000186,-0.000665,-4.49E-06,0.00015
270,57.6,0.000186,-0.00064,1.47E-06,0.00012
271,57.8,0.000187,-0.000617,2.99E-06,9.56E-05
272,58,0.000187,-0.000602,6.69E-06,2.67E-05
273,58.2,0.000189,-0.000606,6.34E-06,-2.09E-05
274,58.4,0.00019,-0.00061,6.39E-07,-2.93E-05
275,58.6,0.00019,-0.000618,7.18E-06,-2.60E-05
276,58.8,0.000193,-0.000621,2.73E-05,-1.29E-05
277,59,0.000201,-0.000623,1.29E-05,-2.27E-05
278,59.2,0.000198,-0.00063,-2.50E-05,-4.25E-05
279,59.4,0.000191,-0.00064,-1.75E-05,-3.12E-05
280,59.6,0.000191,-0.000642,9.66E-06,1.75E-05
281,59.8,0.000195,-0.000633,8.53E-06,4.51E-06
282,60,0.000194,-0.000641,-4.97E-06,-4.12E-05
283,60.2,0.000193,-0.000649,-1.88E-05,-4.06E-05
284,60.4,0.000187,-0.000657,-4.59E-05,-6.66E-05
285,60.6,0.000174,-0.000676,-3.53E-05,-8.11E-05
286,60.8,0.000173,-0.000689,6.38E-07,-7.22E-05
287,61,0.000174,-0.000705,1.02E-05,-5.83E-05
288,61.2,0.000177,-0.000713,8.99E-06,-4.42E-05
289,61.4,0.000178,-0.000722,1.12E-05,-4.65E-05
290,61.6,0.000181,-0.000731,1.02E-05,-4.15E-05
291,61.8,0.000182,-0.000739,7.40E-06,-4.89E-05
292,62,0.000184,-0.000751,2.74E-06,-4.52E-05
293,62.2,0.000183,-0.000757,-2.03E-06,-4.13E-05
294,62.4,0.000183,-0.000767,5.49E-06,-6.80E-05
295,62.6,0.000185,-0.000784,8.91E-06,-6.42E-05
296,62.8,0.000187,-0.000793,-1.45E-05,-3.73E-05
297,63,0.00018,-0.000799,-2.34E-05,-3.83E-05
298,63.2,0.000178,-0.000808,-1.75E-05,-3.34E-05
299,63.4,0.000173,-0.000813,-9.54E-06,-1.67E-05
300,63.6,0.000174,-0.000815,-4.58E-06,-1.50E-05
301,63.8,0.000171,-0.000819,-2.35E-05,-3.65E-05
302,64,0.000164,-0.00083,-3.78E-05,-5.52E-05
303,64.2,0.000156,-0.000841,-1.56E-05,-5.35E-05
304,64.4,0.000158,-0.000851,1.19E-05,-4.98E-05
305,64.6,0.00016,-0.000861,-1.04E-05,-4.62E-05
306,64.8,0.000154,-0.000869,-6.43E-06,1.03E-06
307,65,0.000158,-0.00086,1.88E-06,5.69E-05
308,65.2,0.000155,-0.000847,-4.91E-06,8.98E-05
309,65.4,0.000156,-0.000824,1.53E-06,7.95E-05
310,65.6,0.000155,-0.000815,-1.29E-05,1.71E-05
311,65.8,0.000151,-0.000817,-7.17E-06,-2.31E-05
312,66,0.000152,-0.000824,-2.21E-06,-2.49E-05
313,66.2,0.00015,-0.000827,-8.49E-06,-4.47E-05
314,66.4,0.000149,-0.000842,-3.85E-06,-5.39E-05
315,66.6,0.000148,-0.000849,-7.47E-06,-3.88E-05
316,66.8,0.000146,-0.000858,-1.95E-05,-2.62E-05
317,67,0.000141,-0.000859,-1.54E-05,-2.93E-05
318,67.2,0.00014,-0.000869,-9.64E-06,-4.96E-05
319,67.4,0.000137,-0.000879,-1.52E-05,-4.58E-05
320,67.6,0.000134,-0.000888,-1.12E-05,-5.12E-05
321,67.8,0.000132,-0.0009,-8.99E-06,-5.01E-05
322,68,0.00013,-0.000908,-2.95E-06,-3.73E-05
323,68.2,0.000131,-0.000915,-1.62E-06,-3.76E-05
324,68.4,0.00013,-0.000923,-2.47E-06,1.81E-05
325,68.6,0.00013,-0.000907,5.10E-07,7.74E-05
326,68.8,0.00013,-0.000892,-1.88E-05,8.55E-05
327,69,0.000122,-0.000873,-1.43E-05,7.80E-05
328,69.2,0.000124,-0.000861,4.34E-06,7.14E-05
329,69.4,0.000124,-0.000845,1.36E-05,9.31E-05
330,69.6,0.000129,-0.000823,1.49E-05,0.000103
331,69.8,0.00013,-0.000804,1.19E-05,8.18E-05
332,70,0.000134,-0.000791,-1.32E-06,7.28E-05
333,70.2,0.00013,-0.000774,-2.17E-05,9.22E-05
334,70.4,0.000126,-0.000754,-5.79E-06,0.000103
335,70.6,0.000127,-0.000733,1.29E-05,9.11E-05
336,70.8,0.000131,-0.000717,-2.92E-06,5.30E-05
337,71,0.000126,-0.000712,-1.57E-05,-8.71E-08
338,71.2,0.000124,-0.000717,-1.08E-05,-2.80E-05
339,71.4,0.000122,-0.000723,-1.19E-05,-2.11E-05
340,71.6,0.00012,-0.000726,-3.90E-06,-3.03E-05
341,71.8,0.00012,-0.000735,1.23E-06,-5.23E-05
342,72,0.00012,-0.000747,-1.48E-05,-5.44E-05
343,72.2,0.000114,-0.000757,-1.79E-05,-4.11E-05
344,72.4,0.000113,-0.000763,-6.90E-06,-4.22E-05
345,72.6,0.000112,-0.000774,-7.88E-06,-5.16E-05
346,72.8,0.00011,-0.000784,-4.02E-06,-4.37E-05
347,73,0.00011,-0.000792,-7.80E-06,-5.25E-05
348,73.2,0.000107,-0.000805,-2.13E-05,-5.46E-05
349,73.4,0.000102,-0.000813,-1.39E-05,-2.27E-05
350,73.6,0.000101,-0.000814,-2.15E-06,2.04E-05
351,73.8,0.000101,-0.000805,-4.61E-06,6.56E-05
352,74,9.93E-05,-0.000788,-1.02E-05,8.39E-05
353,74.2,9.66E-05,-0.000772,-1.93E-06,8.51E-05
354,74.4,9.85E-05,-0.000754,6.88E-06,9.03E-05
355,74.6,9.93E-05,-0.000736,9.07E-06,7.20E-05
356,74.8,0.000102,-0.000725,-3.89E-07,6.08E-05
357,75,9.92E-05,-0.000711,6.07E-06,5.72E-05
358,75.2,0.000105,-0.000702,-3.18E-06,9.70E-05
359,75.4,9.79E-05,-0.000673,-1.51E-05,0.000118
360,75.6,9.85E-05,-0.000655,3.72E-06,0.000104
361,75.8,9.94E-05,-0.000631,8.32E-06,0.000109
362,76,0.000102,-0.000611,9.60E-06,9.06E-05
363,76.2,0.000103,-0.000595,6.85E-06,8.18E-05
364,76.4,0.000105,-0.000578,4.19E-06,6.97E-05
365,76.6,0.000105,-0.000567,7.10E-07,8.43E-05
366,76.8,0.000105,-0.000545,3.21E-06,9.17E-05
367,77,0.000106,-0.00053,7.52E-06,7.05E-05
368,77.2,0.000108,-0.000516,1.54E-05,7.11E-05
369,77.4,0.000112,-0.000502,1.82E-05,8.30E-05
370,77.6,0.000115,-0.000483,-9.44E-07,7.96E-05
371,77.8,0.000112,-0.00047,-5.37E-06,6.23E-05
372,78,0.000113,-0.000458,7.02E-06,6.96E-05
373,78.2,0.000115,-0.000442,1.60E-06,8.78E-05
374,78.4,0.000114,-0.000423,-1.25E-05,7.96E-05
375,78.6,0.00011,-0.00041,-5.26E-06,6.93E-05
376,78.8,0.000112,-0.000396,7.88E-06,7.82E-05
377,79,0.000113,-0.000379,1.15E-06,7.42E-05
378,79.2,0.000112,-0.000366,-6.10E-08,5.61E-05
379,79.4,0.000113,-0.000356,6.05E-06,6.45E-05
380,79.6,0.000114,-0.00034,8.27E-06,6.91E-05
381,79.8,0.000116,-0.000329,-1.10E-06,6.30E-05
382,80,0.000114,-0.000315,-2.08E-06,7.66E-05
383,80.2,0.000115,-0.000298,8.24E-06,9.10E-05
384,80.4,0.000117,-0.000278,2.79E-07,8.93E-05
385,80.6,0.000116,-0.000262,-9.63E-06,7.65E-05
386,80.8,0.000113,-0.000248,-2.05E-06,8.29E-05
387,81,0.000115,-0.000229,6.35E-06,7.00E-05
388,81.2,0.000116,-0.00022,1.11E-05,4.84E-05
389,81.4,0.000119,-0.00021,2.75E-06,8.98E-05
390,81.6,0.000117,-0.000184,-5.88E-06,0.000103
391,81.8,0.000117,-0.000169,2.77E-06,6.84E-05
392,82,0.000118,-0.000157,1.51E-06,6.17E-05
393,82.2,0.000117,-0.000144,-1.61E-06,6.56E-05
394,82.4,0.000118,-0.00013,1.26E-08,7.66E-05
395,82.6,0.000117,-0.000113,-2.98E-07,9.35E-05
396,82.8,0.000117,-9.29E-05,-1.97E-06,9.36E-05
397,83,0.000117,-7.58E-05,-1.88E-06,6.85E-05
398,83.2,0.000117,-6.55E-05,-4.23E-06,6.53E-05
399,83.4,0.000115,-4.97E-05,-1.47E-06,8.85E-05
400,83.6,0.000116,-3.01E-05,1.68E-05,8.23E-05
401,83.8,0.000122,-1.68E-05,1.56E-05,8.38E-05
402,84,0.000122,3.41E-06,1.31E-05,9.75E-05
403,84.2,0.000127,2.22E-05,3.57E-06,9.30E-05
404,84.4,0.000124,4.06E-05,-4.19E-06,0.000102
405,84.6,0.000125,6.32E-05,7.60E-06,9.96E-05
406,84.8,0.000127,8.04E-05,2.97E-05,9.18E-05
407,85,0.000137,9.99E-05,2.55E-05,0.000102
408,85.2,0.000137,0.000121,-1.58E-05,8.27E-05
409,85.4,0.000131,0.000133,-1.40E-05,5.93E-05
410,85.6,0.000131,0.000145,-8.83E-06,7.09E-05
411,85.8,0.000127,0.000161,-8.82E-06,8.62E-05
412,86,0.000128,0.00018,-4.03E-06,6.95E-05
413,86.2,0.000126,0.000189,-2.34E-06,0.000106
414,86.4,0.000127,0.000222,-5.04E-07,0.000119
415,86.6,0.000125,0.000237,-7.82E-07,6.21E-05
416,86.8,0.000127,0.000247,8.68E-06,8.05E-05
417,87,0.000129,0.000269,1.96E-05,8.89E-05
418,87.2,0.000134,0.000282,7.42E-05,6.55E-05
419,87.4,0.000159,0.000295,6.87E-06,0.000101
420,87.6,0.000137,0.000323,-5.55E-05,0.000109
421,87.8,0.000136,0.000339,-1.67E-06,7.63E-05
422,88,0.000136,0.000353,5.46E-06,7.50E-05
423,88.2,0.000139,0.000369,1.30E-06,7.78E-05
424,88.4,0.000137,0.000384,-7.82E-06,9.21E-05
425,88.6,0.000135,0.000406,1.03E-05,7.32E-05
426,88.8,0.000141,0.000414,2.98E-05,-4.42E-06
427,89,0.000147,0.000404,3.95E-06,-4.19E-05
428,89.2,0.000143,0.000397,-7.67E-06,-3.78E-05
429,89.4,0.000144,0.000389,9.73E-06,-3.38E-05
430,89.6,0.000147,0.000383,1.23E-06,-2.88E-05
431,89.8,0.000145,0.000377,-1.82E-05,-3.22E-05
432,90,0.000139,0.00037,-1.26E-05,-3.09E-05
433,90.2,0.00014,0.000365,4.98E-07,-2.92E-05
434,90.4,0.00014,0.000359,-2.46E-06,-2.81E-05
435,90.6,0.000139,0.000354,-1.10E-05,-4.19E-05
436,90.8,0.000135,0.000342,-5.40E-06,-3.10E-05
437,91,0.000137,0.000341,6.11E-06,-8.06E-06
438,91.2,0.000138,0.000339,-8.07E-06,-2.30E-05
439,91.4,0.000133,0.000332,-6.63E-06,-3.98E-05
440,91.6,0.000135,0.000323,4.97E-06,-5.22E-05
441,91.8,0.000135,0.000311,-3.34E-06,-6.32E-05
442,92,0.000134,0.000298,-7.43E-06,-5.28E-05
443,92.2,0.000132,0.00029,-6.67E-06,-3.29E-05
