t,x,y,v_{y},v_{x}
0.000000000E0,-2.216294449E-4,1.260563083E-3,,
6.000000000E-1,-2.302912765E-4,1.226832261E-3,-5.713866604E-5,-4.929539299E-6
1.200000000E0,-2.275448921E-4,1.191996683E-3,-5.385947145E-5,-4.479753418E-6
1.800000000E0,-2.356669806E-4,1.162200895E-3,-5.910154595E-5,-1.466318657E-5
2.400000000E0,-2.451407160E-4,1.121074828E-3,-5.677376685E-5,-2.034222685E-6
3.000000000E0,-2.381080478E-4,1.094072375E-3,-4.842669603E-5,-6.434060013E-6
3.600000000E0,-2.528615880E-4,1.062962793E-3,-5.743780790E-5,-2.354006355E-5
4.200000000E0,-2.663561240E-4,1.025147005E-3,-6.430869233E-5,-2.775643468E-5
4.800000000E0,-2.861693096E-4,9.857923622E-4,7.744171313E-6,-2.219168716E-5
5.400000000E0,-2.929861486E-4,1.034440011E-3,8.191377116E-5,-1.115301270E-5
6.000000000E0,-2.995529248E-4,1.084088888E-3,9.036998952E-5,-1.362623753E-5
6.600000000E0,-3.093376337E-4,1.142883998E-3,8.893317873E-5,-8.131631206E-6
7.200000000E0,-3.093108823E-4,1.190808702E-3,8.793919097E-5,-2.407398226E-6
7.800000000E0,-3.122265115E-4,1.248411028E-3,9.571831130E-5,-6.033023829E-6
8.400000000E0,-3.165505109E-4,1.305670676E-3,9.286851301E-5,-5.411927577E-6
9.000000000E0,-3.187208246E-4,1.359853243E-3,8.726355812E-5,-3.156408186E-6
9.600000000E0,-3.203382007E-4,1.410386945E-3,8.206883488E-5,-3.425980821E-7
1.020000000E1,-3.191319423E-4,1.458335845E-3,7.618527259E-5,1.517710064E-7
1.080000000E1,-3.201560755E-4,1.501809272E-3,7.494093259E-5,-8.871339977E-6
1.140000000E1,-3.297775503E-4,1.548264964E-3,7.305946435E-5,-5.738131302E-6
1.200000000E1,-3.270418331E-4,1.589480630E-3,2.326624740E-6,-4.134362700E-6
1.260000000E1,-3.347387855E-4,1.551056914E-3,-5.465013462E-5,-6.819468572E-6
1.320000000E1,-3.352251953E-4,1.523900468E-3,-5.360958358E-5,5.582239673E-6
1.380000000E1,-3.280400979E-4,1.486725414E-3,-5.684515046E-5,6.569138785E-6
1.440000000E1,-3.273422288E-4,1.455686288E-3,-5.413554916E-5,6.101181787E-6
1.500000000E1,-3.207186798E-4,1.421762755E-3,-5.436518464E-5,5.396395152E-6
1.560000000E1,-3.208665546E-4,1.390448066E-3,-4.345026721E-5,8.381087066E-6
1.620000000E1,-3.106613753E-4,1.369622434E-3,-5.130451764E-5,1.084366975E-5
1.680000000E1,-3.078541509E-4,1.328882645E-3,-6.202473084E-5,3.360921788E-6
1.740000000E1,-3.066282692E-4,1.295192757E-3,-5.871912470E-5,5.481662874E-6
1.800000000E1,-3.012761555E-4,1.258419695E-3,-5.937454416E-5,-5.156379982E-7
1.860000000E1,-3.072470348E-4,1.223943304E-3,-5.305562996E-5,-3.841832007E-6
1.920000000E1,-3.058863539E-4,1.194752939E-3,-5.999946653E-5,-5.225936509E-6
1.980000000E1,-3.135181586E-4,1.151943944E-3,-6.142195434E-5,-1.054630085E-5
2.040000000E1,-3.185419149E-4,1.121046594E-3,-5.358772051E-5,-9.217869853E-6
2.100000000E1,-3.245796024E-4,1.087638679E-3,-4.911177914E-5,-6.637903046E-6
2.160000000E1,-3.265073986E-4,1.062112459E-3,-4.802677172E-5,3.992977252E-7
2.220000000E1,-3.241004451E-4,1.030006553E-3,-5.339522945E-5,4.342381579E-6
2.280000000E1,-3.212965407E-4,9.980381838E-4,-5.652194621E-5,7.040189699E-6
2.340000000E1,-3.156522175E-4,9.621802180E-4,-5.473468537E-5,2.668969194E-6
2.400000000E1,-3.180937776E-4,9.323565613E-4,-5.237800542E-5,2.776166885E-6
2.460000000E1,-3.123208172E-4,8.993266115E-4,-5.183988025E-5,8.795792356E-6
2.520000000E1,-3.075388268E-4,8.701487050E-4,-5.065488070E-5,5.603944310E-6
2.580000000E1,-3.055960840E-4,8.385407546E-4,-5.390767584E-5,-2.983788944E-6
2.640000000E1,-3.111193735E-4,8.054594940E-4,-5.492420956E-5,-6.985480683E-7
2.700000000E1,-3.064343417E-4,7.726317032E-4,-4.933915963E-5,9.950110072E-6
2.760000000E1,-2.991792415E-4,7.462525025E-4,-5.726426393E-5,-1.649365077E-6
2.820000000E1,-3.084135798E-4,7.039145864E-4,-5.814353137E-5,-6.628474823E-6
2.880000000E1,-3.071334112E-4,6.764802648E-4,-4.327827394E-5,5.849860347E-6
2.940000000E1,-3.013937474E-4,6.519806577E-4,-4.670394558E-5,1.024103293E-5
3.000000000E1,-2.948441717E-4,6.204355301E-4,-5.108223455E-5,-3.617095013E-6
3.060000000E1,-3.057342614E-4,5.906819763E-4,-5.445189613E-5,-9.574369684E-6
