t,y,v_{y},v_{x},x
192.4,-0.000173562,-5.18E-05,9.58E-06,0.000635285
192.6,-0.000187294,-7.95E-05,1.70E-05,0.00063708
192.8,-0.000205374,-8.19E-05,1.52E-05,0.000642081
193,-0.000220055,-7.39E-05,1.75E-06,0.000643165
193.2,-0.000234922,-7.88E-05,-2.81E-06,0.000642783
193.4,-0.000251571,-6.46E-05,-7.96E-06,0.000642043
193.6,-0.00026076,-6.01E-05,-3.55E-06,0.000639598
193.8,-0.000275597,-6.54E-05,1.16E-05,0.000640622
194,-0.00028691,-6.49E-05,1.10E-05,0.000644228
194.2,-0.000301553,-6.39E-05,5.44E-06,0.000645014
194.4,-0.000312455,-5.71E-05,-8.63E-06,0.000646406
194.6,-0.000324377,-6.41E-05,-3.00E-06,0.000641561
194.8,-0.000338094,-6.05E-05,7.50E-06,0.000645205
195,-0.000348567,-6.71E-05,-1.03E-05,0.000644562
195.2,-0.000364935,-7.67E-05,-1.08E-05,0.00064109
195.4,-0.000379246,-7.65E-05,5.25E-07,0.000640229
195.6,-0.00039555,-7.91E-05,-3.95E-06,0.0006413
195.8,-0.000410902,-7.09E-05,-1.52E-05,0.000638651
196,-0.0004239,-5.46E-05,-7.55E-06,0.000635217
196.2,-0.00043274,-0.000102213,1.46E-06,0.000635632
196.4,-0.000464785,-0.000178415,-3.89E-07,0.000635799
196.6,-0.000504106,-0.000148946,-1.41E-06,0.000635476
196.8,-0.000524363,-2.75E-05,8.12E-06,0.000635234
197,-0.000515111,5.63E-05,6.08E-06,0.000638724
197.2,-0.000501862,5.66E-05,-8.05E-06,0.000637666
197.4,-0.000492461,7.21E-05,-1.08E-05,0.000635505
197.6,-0.000473022,5.83E-05,-2.18E-06,0.000633345
197.8,-0.000469157,4.27E-05,5.15E-07,0.000634632
198,-0.000455947,7.11E-05,1.29E-06,0.000633551
198.2,-0.000440722,6.11E-05,9.31E-06,0.000635148
198.4,-0.00043152,5.66E-05,6.72E-06,0.000637277
198.6,-0.000418093,5.50E-05,4.20E-06,0.000637836
198.8,-0.000409501,5.44E-05,-4.86E-06,0.000638955
199,-0.000396316,6.03E-05,-1.19E-05,0.00063589
199.2,-0.000385372,5.55E-05,-1.50E-05,0.000634186
199.4,-0.000374096,6.02E-05,-1.17E-05,0.00062987
199.6,-0.00036131,5.37E-05,4.19E-06,0.000629496
199.8,-0.000352612,6.25E-05,9.86E-06,0.000631545
200,-0.000336311,5.65E-05,1.21E-06,0.000633442
200.2,-0.000330029,4.06E-05,-2.69E-06,0.000632028
200.4,-0.000320058,6.76E-05,-4.09E-06,0.000632364
200.6,-0.000302997,5.68E-05,-6.53E-06,0.000630392
200.8,-0.000297327,5.11E-05,-1.27E-05,0.000629754
201,-0.000282568,5.10E-05,-1.08E-05,0.000625302
201.2,-0.000276908,3.11E-05,-3.88E-06,0.000625442
201.4,-0.000270128,4.86E-05,-1.27E-05,0.000623749
201.6,-0.000257477,5.22E-05,-7.11E-06,0.000620377
201.8,-0.000249242,4.98E-05,-1.55E-06,0.000620905
202,-0.000237567,4.78E-05,5.65E-06,0.000619755
202.2,-0.00023012,4.82E-05,3.71E-06,0.000623166
202.4,-0.000218292,6.38E-05,-1.37E-05,0.000621238
202.6,-0.00020459,4.63E-05,-9.17E-06,0.000617679
202.8,-0.000199757,3.44E-05,-2.24E-05,0.000617568
203,-0.00019084,5.21E-05,-2.39E-05,0.000608722
203.2,-0.000178925,4.69E-05,-8.12E-06,0.000607995
203.4,-0.00017209,3.84E-05,-8.10E-07,0.000605474
203.6,-0.000163548,4.70E-05,5.35E-06,0.000607671
203.8,-0.000153281,5.38E-05,1.11E-05,0.000607612
204,-0.000142038,5.37E-05,5.91E-06,0.000612105
204.2,-0.000131792,5.14E-05,-6.84E-06,0.000609978
204.4,-0.000121471,5.89E-05,-1.82E-05,0.000609368
204.6,-0.000108221,6.55E-05,-2.99E-05,0.000602697
204.8,-9.53E-05,5.95E-05,-1.48E-05,0.000597389
205,-8.44E-05,4.45E-05,-1.07E-05,0.000596794
205.2,-7.75E-05,4.68E-05,-1.81E-05,0.000593094
205.4,-6.57E-05,6.37E-05,-1.27E-05,0.000589557
205.6,-5.20E-05,6.83E-05,-7.26E-06,0.000588001
205.8,-3.84E-05,5.81E-05,-1.39E-05,0.000586654
206,-2.87E-05,4.84E-05,-2.03E-05,0.00058246
206.2,-1.90E-05,5.24E-05,-2.30E-05,0.000578527
206.4,-7.80E-06,5.28E-05,-1.36E-05,0.000573279
206.6,2.08E-06,5.41E-05,-3.85E-06,0.000573097
206.8,1.38E-05,5.39E-05,-4.80E-06,0.000571738
207,2.36E-05,4.66E-05,3.56E-06,0.000571175
207.2,3.25E-05,5.61E-05,-9.38E-07,0.000573161
207.4,4.61E-05,5.13E-05,-7.94E-06,0.0005708
207.6,5.30E-05,4.86E-05,-4.89E-06,0.000569986
207.8,6.55E-05,5.37E-05,-5.29E-07,0.000568844
208,7.45E-05,5.41E-05,2.47E-06,0.000569774
208.2,8.71E-05,5.96E-05,-3.63E-06,0.000569831
208.4,9.83E-05,5.05E-05,-3.36E-06,0.000568323
208.6,0.000107335,5.12E-05,-5.10E-06,0.000568487
208.8,0.000118802,5.87E-05,-1.20E-05,0.000566285
209,0.000130831,6.22E-05,-4.90E-07,0.000563701
209.2,0.00014369,6.10E-05,9.25E-06,0.000566089
209.4,0.000155223,5.29E-05,2.43E-06,0.000567402
209.6,0.000164854,6.38E-05,-4.27E-06,0.000567061
209.8,0.000180748,7.85E-05,-4.53E-06,0.000565693
210,0.000196239,7.28E-05,5.74E-06,0.000565248
210.2,0.000209867,5.63E-05,1.19E-05,0.00056799
210.4,0.000218758,4.49E-05,-1.52E-06,0.000570002
210.6,0.000227836,5.01E-05,-3.12E-06,0.000567383
210.8,0.000238791,4.64E-05,-6.59E-06,0.000568752
211,0.000246398,4.26E-05,-9.84E-06,0.000564748
211.2,0.000255846,5.76E-05,7.57E-06,0.000564815
211.4,0.000269422,6.19E-05,9.11E-06,0.000567777
211.6,0.000280587,7.73E-05,-5.93E-07,0.000568457
211.8,0.000300331,8.40E-05,7.69E-06,0.000567539
212,0.000314182,6.14E-05,1.13E-05,0.000571533
212.2,0.000324879,5.21E-05,-8.59E-06,0.000572054
212.4,0.000335008,5.36E-05,-2.12E-05,0.000568098
212.6,0.000346303,5.66E-05,-7.87E-07,0.000563589
212.8,0.000357666,7.22E-05,6.54E-06,0.000567784
213,0.000375164,7.84E-05,-6.72E-07,0.000566206
213.2,0.00038902,6.14E-05,8.85E-06,0.000567515
213.4,0.000399726,5.59E-05,1.42E-05,0.000569744
213.6,0.000411375,5.96E-05,3.60E-06,0.000573177
213.8,0.000423548,4.99E-05,2.03E-06,0.000571186
214,0.000431335,3.42E-05,6.30E-06,0.000573989
214.2,0.000437247,5.07E-05,2.59E-06,0.000573705
214.4,0.000451623,6.07E-05,8.36E-07,0.000575026
214.6,0.000461512,5.56E-05,-1.65E-05,0.00057404
214.8,0.000473882,5.59E-05,-1.49E-05,0.000568418
215,0.000483855,6.52E-05,-1.80E-06,0.000568094
215.2,0.000499963,6.38E-05,7.74E-06,0.000567698
215.4,0.000509373,5.54E-05,2.55E-05,0.000571188
215.6,0.00052214,6.21E-05,2.37E-05,0.000577901
215.8,0.000534212,5.18E-05,8.10E-06,0.000580657
216,0.000542874,5.13E-05,6.37E-06,0.000581143
216.2,0.000554748,5.76E-05,1.10E-05,0.000583204
216.4,0.000565904,6.20E-05,9.09E-06,0.000585529
216.6,0.000579543,7.56E-05,1.00E-05,0.000586841
216.8,0.000596141,6.64E-05,6.77E-07,0.000589541
217,0.000606099,4.09E-05,-5.44E-06,0.000587112
217.2,0.000612506,4.68E-05,9.40E-06,0.000587365
217.4,0.000624825,6.03E-05,1.69E-06,0.00059087
217.6,0.00063664,5.97E-05,-1.75E-06,0.000588042
217.8,0.000648692,5.94E-05,6.86E-06,0.000590169
218,0.000660394,6.10E-05,8.93E-06,0.000590788
218.2,0.000673105,6.47E-05,1.61E-07,0.00059374
218.4,0.000686254,6.39E-05,-1.50E-05,0.000590853
218.6,0.000698665,5.07E-05,-6.62E-06,0.00058775
218.8,0.000706524,4.29E-05,-9.99E-07,0.000588205
219,0.000715835,5.06E-05,-8.43E-06,0.00058735
219.2,0.00072675,5.11E-05,-9.66E-06,0.000584834
219.4,0.000736275,4.79E-05,-5.58E-06,0.000583485
219.6,0.000745894,5.71E-05,-2.96E-06,0.000582603
219.8,0.000759131,5.80E-05,-5.15E-06,0.000582301
220,0.000769099,5.19E-05,-3.05E-07,0.000580542
220.2,0.000779902,6.44E-05,5.43E-06,0.000582179
220.4,0.000794847,5.18E-05,4.06E-07,0.000582714
220.6,0.000800642,4.90E-05,4.11E-06,0.000582341
220.8,0.000814441,7.33E-05,5.95E-07,0.000584357
221,0.000829951,6.49E-05,-5.48E-06,0.000582579
221.2,0.000840384,3.74E-05,1.93E-06,0.000582164
221.4,0.000844894,3.57E-05,6.96E-06,0.00058335
221.6,0.00085466,5.55E-05,4.12E-06,0.000584947
221.8,0.00086711,7.15E-05,2.87E-06,0.000584998
222,0.000883269,7.83E-05,1.18E-06,0.000586096
222.2,0.000898423,7.01E-05,9.71E-07,0.000585471
222.4,0.000911297,5.85E-05,8.43E-06,0.000586485
222.6,0.000921841,5.59E-05,2.09E-06,0.000588842
222.8,0.000933641,5.26E-05,-4.96E-06,0.000587319
223,0.000942873,4.94E-05,3.00E-06,0.000586856
223.2,0.000953386,5.93E-05,9.51E-06,0.000588518
223.4,0.000966608,6.24E-05,1.09E-05,0.00059066
223.6,0.000978336,5.20E-05,3.87E-06,0.000592863
223.8,0.000987419,4.37E-05,-5.22E-06,0.000592209
224,0.000995817,5.09E-05,1.19E-05,0.000590776
224.2,0.001007762,4.39E-05,2.49E-05,0.000596987
224.4,0.001013382,4.30E-05,6.13E-06,0.000600734
224.6,0.001024951,5.03E-05,1.11E-06,0.000599439
224.8,0.001033503,5.03E-05,2.70E-06,0.000601179
225,0.001045091,5.80E-05,-1.54E-06,0.000600518
225.2,0.001056716,4.92E-05,-1.53E-05,0.000600564
225.4,0.001064788,5.65E-05,-1.41E-05,0.000594384
225.6,0.001079316,5.46E-05,1.13E-06,0.00059491
225.8,0.001086634,4.35E-05,-7.27E-06,0.000594836
226,0.001096698,5.99E-05,-8.02E-06,0.000592004
226.2,0.001110579,7.13E-05,-7.03E-06,0.000591627
226.4,0.001125221,6.14E-05,-9.59E-06,0.000589191
226.6,0.001135125,4.53E-05,-9.17E-06,0.000587791
226.8,0.001143359,4.00E-05,-8.95E-06,0.000585524
227,0.001151132,4.76E-05,-3.36E-06,0.000584211
227.2,0.001162391,6.12E-05,-3.46E-06,0.000584179
227.4,0.001175618,5.53E-05,-1.36E-05,0.000582829
227.6,0.001184523,4.06E-05,-1.18E-05,0.000578721
227.8,0.001191851,5.19E-05,-1.29E-05,0.000578094
228,0.001205274,6.01E-05,-1.85E-05,0.000573575
228.2,0.001215894,5.41E-05,-1.21E-05,0.000570687
228.4,0.001226929,5.84E-05,-2.15E-06,0.000568753
228.6,0.001239253,5.24E-05,-7.03E-06,0.000569827
228.8,0.001247899,4.47E-05,-1.14E-05,0.000565939
229,0.001257115,-2.46E-05,2.38E-06,0.000565253
229.2,0.001238053,-8.51E-05,-1.30E-05,0.000566891
229.4,0.001223062,-6.31E-05,-2.19E-05,0.000560069
229.6,0.001212832,-5.86E-05,2.35E-07,0.000558122
229.8,0.001199605,-5.56E-05,1.34E-05,0.000560164
230,0.001190583,-5.41E-05,1.44E-05,0.000563491
230.2,0.001177985,-5.55E-05,-4.09E-07,0.000565934
230.4,0.001168398,-6.68E-05,-5.59E-06,0.000563327
230.6,0.001151269,-7.61E-05,3.73E-06,0.000563699
230.8,0.001137943,-7.30E-05,2.37E-06,0.000564818
231,0.001122054,-6.51E-05,-5.75E-06,0.000564645
231.2,0.001111903,-5.26E-05,-8.93E-06,0.000562519
231.4,0.001101033,-6.25E-05,3.11E-06,0.000561073
231.6,0.00108689,-7.41E-05,1.60E-06,0.000563762
231.8,0.001071383,-6.91E-05,-5.57E-06,0.000561714
232,0.001059239,-4.67E-05,5.15E-07,0.000561535
232.2,0.00105271,-4.06E-05,-2.37E-06,0.00056192
232.4,0.001043019,-5.73E-05,-2.08E-06,0.000560587
232.6,0.001029798,-7.09E-05,8.26E-06,0.000561088
232.8,0.001014648,-6.99E-05,7.90E-06,0.000563893
233,0.001001854,-6.96E-05,3.35E-07,0.000564246
233.2,0.000986823,-7.77E-05,8.39E-06,0.000564027
233.4,0.000970759,-6.91E-05,1.74E-05,0.000567601
233.6,0.000959167,-6.87E-05,9.07E-06,0.000570983
233.8,0.00094328,-6.36E-05,-4.01E-06,0.000571227
234,0.000933711,-4.86E-05,-3.96E-06,0.000569378
234.2,0.000923824,-5.21E-05,-2.27E-06,0.000569642
234.4,0.000912859,-5.21E-05,-2.45E-06,0.00056847
234.6,0.000902986,-5.22E-05,-4.53E-06,0.000568661
234.8,0.000891997,-6.37E-05,-5.24E-06,0.000566658
235,0.000877526,-6.43E-05,-1.61E-05,0.000566567
235.2,0.000866274,-5.66E-05,-1.06E-05,0.000560226
235.4,0.000854895,-6.49E-05,4.43E-06,0.000562322
235.6,0.000840306,-6.75E-05,2.73E-06,0.000561997
235.8,0.00082791,-6.28E-05,4.61E-06,0.000563415
236,0.000815203,-5.61E-05,-1.43E-06,0.000563842
236.2,0.000805484,-6.00E-05,-3.79E-06,0.000562843
236.4,0.000791209,-7.25E-05,-4.31E-06,0.000562326
236.6,0.000776501,-7.96E-05,-6.22E-06,0.000561119
236.8,0.000759359,-7.43E-05,-1.31E-06,0.00055984
237,0.000746786,-6.59E-05,-8.16E-06,0.000560594
237.2,0.00073301,-6.12E-05,-1.32E-05,0.000556576
237.4,0.000722314,-6.31E-05,8.15E-06,0.000555308
237.6,0.000707752,-6.23E-05,1.31E-05,0.000559838
237.8,0.000697378,-7.20E-05,-8.03E-06,0.000560539
238,0.000678969,-9.15E-05,-1.78E-05,0.000556628
238.2,0.000660766,-7.25E-05,-1.90E-05,0.000553414
238.4,0.000649988,-4.50E-05,-1.37E-05,0.000549033
238.6,0.000642753,-5.60E-05,3.70E-06,0.000547942
238.8,0.000627599,-6.27E-05,1.29E-05,0.000550512
239,0.000617692,-5.20E-05,1.00E-05,0.000553116
239.2,0.000606811,-6.39E-05,2.06E-06,0.000554517
239.4,0.000592115,-7.45E-05,-7.66E-07,0.00055394
239.6,0.000577,-7.04E-05,2.03E-06,0.000554211
239.8,0.000563935,-5.63E-05,-8.56E-06,0.000554752
240,0.000554463,-5.69E-05,-1.34E-05,0.000550787
240.2,0.000541178,-6.88E-05,-3.64E-06,0.000549401
240.4,0.000526962,-5.87E-05,-1.25E-07,0.00054933
240.6,0.00051768,-4.52E-05,-9.48E-07,0.000549351
240.8,0.0005089,-5.52E-05,2.58E-07,0.000548951
241,0.00049558,-8.30E-05,1.99E-05,0.000549454
241.2,0.000475707,-9.41E-05,2.47E-05,0.000556926
241.4,0.000457946,-9.24E-05,1.02E-05,0.000559353
241.6,0.00043876,-7.26E-05,1.29E-05,0.00056099
241.8,0.000428918,-5.94E-05,8.78E-06,0.000564526
242,0.000415001,-6.67E-05,8.58E-06,0.000564502
242.2,0.000402218,-6.75E-05,1.93E-06,0.000567956
242.4,0.000387996,-7.60E-05,-1.26E-05,0.000565275
242.6,0.000371809,-8.05E-05,-4.06E-07,0.000562916
242.8,0.000355784,-6.92E-05,-3.47E-06,0.000565112
243,0.000344144,-5.96E-05,-8.73E-06,0.000561527
243.2,0.000331955,-5.72E-05,3.99E-06,0.00056162
243.4,0.00032126,-4.92E-05,5.67E-06,0.000563125
243.6,0.000312258,-5.79E-05,-7.43E-06,0.000563889
243.8,0.000298118,-7.50E-05,-1.10E-05,0.000560151
244,0.00028224,-6.96E-05,-3.40E-06,0.000559501
244.2,0.000270267,-7.06E-05,-2.37E-06,0.000558792
244.4,0.000253985,-6.55E-05,-6.81E-06,0.000558554
244.6,0.000244047,-5.91E-05,-1.52E-06,0.000556069
244.8,0.000230354,-6.44E-05,6.72E-06,0.000557945
245,0.000218278,-5.84E-05,-6.89E-06,0.000558756
245.2,0.000207003,-5.50E-05,-8.14E-06,0.000555191
245.4,0.000196281,-6.05E-05,8.89E-06,0.0005555
245.6,0.000182816,-6.28E-05,8.36E-06,0.000558747
245.8,0.00017117,-7.11E-05,5.19E-06,0.000558843
246,0.000154377,-7.23E-05,-1.69E-06,0.000560823
246.2,0.000142267,-7.20E-05,-8.24E-06,0.000558169
246.4,0.000125586,-8.38E-05,-1.34E-05,0.000557528
246.6,0.000108761,-7.91E-05,-1.40E-05,0.000552793
246.8,9.39E-05,-7.87E-05,-4.10E-06,0.000551934
247,7.73E-05,-8.51E-05,-8.47E-06,0.000551154
247.2,5.99E-05,-7.35E-05,-1.38E-05,0.000548548
247.4,4.79E-05,-5.88E-05,-8.49E-06,0.000545644
247.6,3.64E-05,-2.36E-06,-7.62E-05,0.000545153
247.8,4.69E-05,-1.16E-05,-5.23E-05,0.000515158
248,3.17E-05,-6.08E-05,7.39E-06,0.000524225
248.2,2.26E-05,-0.000125765,3.29E-05,0.000518113
248.4,-1.86E-05,-0.000122362,4.17E-05,0.000537387
248.6,-2.63E-05,-4.93E-05,-1.06E-05,0.000534778
248.8,-3.83E-05,-5.60E-05,-4.34E-06,0.000533165
249,-4.87E-05,-6.85E-05,-4.66E-07,0.000533043
249.2,-6.57E-05,-7.61E-05,-3.42E-06,0.000532979
249.4,-7.92E-05,-6.58E-05,-2.21E-06,0.000531676
249.6,-9.20E-05,-7.71E-05,5.94E-06,0.000532094
249.8,-0.000110025,-7.34E-05,4.55E-06,0.000534054
250,-0.000121384,-5.58E-05,-1.45E-06,0.000533915
250.2,-0.000132362,-4.63E-05,1.23E-06,0.000533473
250.4,-0.000139886,-4.84E-05,4.43E-06,0.000534408
250.6,-0.000151739,-6.53E-05,3.42E-06,0.000535244
250.8,-0.000166009,-8.02E-05,-1.76E-06,0.000535777
251,-0.000183836,-7.33E-05,-7.82E-06,0.000534539
251.2,-0.000195343,-6.65E-05,-4.76E-06,0.000532647
251.4,-0.00021045,-6.89E-05,6.46E-06,0.000532636
251.6,-0.000222902,-7.13E-05,5.85E-06,0.000535233
251.8,-0.000238976,-5.81E-05,5.92E-06,0.000534978
252,-0.000246126,-4.10E-05,8.26E-06,0.0005376
252.2,-0.000255372,-5.15E-05,9.98E-07,0.000538283
252.4,-0.000266741,-6.56E-05,-5.19E-07,0.000537999
252.6,-0.000281617,-6.67E-05,2.61E-06,0.000538076
252.8,-0.000293437,-7.17E-05,1.29E-05,0.000539042
253,-0.000310292,-6.50E-05,1.61E-05,0.000543227
253.2,-0.000319418,-6.37E-05,1.03E-05,0.000545478
253.4,-0.000335764,-7.92E-05,1.08E-05,0.000547365
253.6,-0.000351079,-6.86E-05,8.67E-06,0.000549813
253.8,-0.000363221,-6.94E-05,1.05E-05,0.000550831
254,-0.000378826,-5.71E-05,2.20E-05,0.000554014
254.2,-0.000386066,-5.47E-05,2.13E-05,0.000559651
254.4,-0.000400698,-6.08E-05,-2.11E-06,0.000562527
254.6,-0.000410392,-5.70E-05,2.76E-06,0.000558808
254.8,-0.000423508,-6.25E-05,1.17E-05,0.000563633
255,-0.0004354,-4.57E-05,1.85E-06,0.000563505
255.2,-0.000441792,-5.20E-05,-1.99E-06,0.000564373
255.4,-0.000456218,-8.16E-05,-1.25E-05,0.000562709
255.6,-0.000474416,-8.49E-05,-7.53E-06,0.000559387
255.8,-0.000490177,-7.73E-05,7.31E-07,0.000559696
256,-0.000505327,-6.39E-05,-2.14E-06,0.000559679
256.2,-0.000515739,-6.17E-05,-1.97E-06,0.00055884
256.4,-0.000530014,-6.77E-05,3.50E-06,0.000558891
256.6,-0.000542805,-7.21E-05,1.51E-05,0.000560241
256.8,-0.000558871,-0.000113429,1.37E-05,0.000564925
257,-0.000588177,-0.000152371,2.72E-05,0.000565717
257.2,-0.00061982,-4.56E-05,2.06E-05,0.000575822
257.4,-0.000606417,6.05E-05,-8.04E-06,0.000573951
257.6,-0.000595626,5.54E-05,7.21E-06,0.000572607
257.8,-0.000584255,4.89E-05,6.41E-07,0.000576836
258,-0.00057605,4.87E-05,-7.13E-06,0.000572864
258.2,-0.000564782,4.58E-05,-6.86E-06,0.000573985
258.4,-0.000557727,4.03E-05,-7.31E-06,0.00057012
258.6,-0.000548645,5.55E-05,-1.18E-05,0.000571062
258.8,-0.000535526,5.31E-05,-1.72E-05,0.000565387
259,-0.000527411,4.85E-05,-7.55E-06,0.000564171
259.2,-0.000516121,5.85E-05,7.50E-06,0.000562365
259.4,-0.000504023,7.88E-05,1.17E-05,0.000567171
259.6,-0.00048461,6.98E-05,4.66E-06,0.000567032
259.8,-0.00047609,4.58E-05,-4.93E-06,0.000569033
260,-0.000466303,6.26E-05,-8.34E-06,0.000565059
260.2,-0.000451063,6.10E-05,-2.45E-08,0.000565698
260.4,-0.000441905,6.55E-05,1.68E-06,0.000565049
260.6,-0.000424864,7.07E-05,9.00E-07,0.00056637
260.8,-0.000413606,6.95E-05,-3.58E-06,0.000565409
261,-0.000397055,6.87E-05,4.17E-06,0.000564939
261.2,-0.000386136,4.68E-05,2.21E-05,0.000567079
261.4,-0.000378352,3.86E-05,1.77E-05,0.000573791
261.6,-0.000370704,5.85E-05,7.95E-07,0.000574165
261.8,-0.000354957,7.57E-05,1.01E-05,0.00057411
262,-0.000340414,5.49E-05,9.87E-06,0.000578191
262.2,-0.000333014,4.07E-05,-3.30E-06,0.000578058
262.4,-0.000324154,4.60E-05,-5.13E-06,0.00057687
262.6,-0.000314597,4.69E-05,-3.36E-06,0.000576005
262.8,-0.000305399,5.24E-05,2.34E-06,0.000575525
263,-0.000293618,5.40E-05,1.33E-05,0.000576941
263.2,-0.000283793,4.06E-05,1.16E-05,0.000580857
263.4,-0.000277395,2.75E-05,-2.31E-08,0.000581567
263.6,-0.000272782,4.78E-05,-5.71E-06,0.000580848
263.8,-0.000258267,6.73E-05,-7.97E-07,0.000579285
264,-0.000245877,5.93E-05,1.39E-05,0.000580529
264.2,-0.000234562,5.00E-05,1.52E-05,0.000584828
264.4,-0.00022589,5.65E-05,1.13E-05,0.000586626
264.6,-0.000211944,5.91E-05,-6.40E-07,0.000589328
264.8,-0.000202266,5.18E-05,-5.32E-07,0.00058637
265,-0.000191222,5.55E-05,2.01E-05,0.000589115
265.2,-0.000180081,0.000116009,-4.17E-06,0.000594415
265.4,-0.000144818,0.00010333,-9.77E-06,0.000587447
265.6,-0.000138749,-6.07E-06,4.74E-05,0.000590508
265.8,-0.000147245,2.75E-06,4.43E-05,0.000606402
266,-0.000137651,5.79E-05,6.92E-06,0.000608239
266.2,-0.000124097,5.51E-05,-4.36E-06,0.00060917
266.4,-0.000115591,4.28E-05,-1.42E-06,0.000606496
266.6,-0.000106959,4.24E-05,4.68E-06,0.000608601
266.8,-9.86E-05,4.46E-05,7.67E-06,0.000608369
267,-8.91E-05,5.26E-05,-3.73E-06,0.00061167
267.2,-7.76E-05,5.54E-05,-8.38E-06,0.000606878
267.4,-6.70E-05,5.27E-05,9.82E-06,0.000608318
267.6,-5.65E-05,4.93E-05,-1.04E-05,0.000610805
267.8,-4.73E-05,4.80E-05,-1.71E-05,0.000604156
268,-3.73E-05,5.89E-05,5.65E-06,0.000603979
268.2,-2.37E-05,6.42E-05,4.82E-06,0.000606414
268.4,-1.16E-05,6.17E-05,-2.51E-06,0.000605907
268.6,9.56E-07,0.00010792,-6.74E-05,0.000605411
268.8,3.15E-05,0.000137276,-8.12E-05,0.000578942
269,5.59E-05,7.60E-05,-7.33E-06,0.000572948
269.2,6.19E-05,4.47E-05,1.30E-05,0.000576009
269.4,7.38E-05,5.46E-05,1.61E-05,0.000578167
269.6,8.38E-05,4.68E-05,9.86E-06,0.000582452
269.8,9.25E-05,5.19E-05,7.59E-07,0.00058211
270,0.000104532,6.40E-05,8.56E-06,0.000582755
270.2,0.00011807,6.92E-05,8.83E-06,0.000585535
270.4,0.0001322,5.25E-05,8.06E-07,0.000586287
270.6,0.000139056,4.67E-05,6.66E-06,0.000585858
270.8,0.000150887,6.53E-05,-1.16E-06,0.000588952
271,0.000165168,6.60E-05,-2.93E-06,0.000585394
271.2,0.000177284,6.30E-05,1.45E-05,0.00058778
271.4,0.000190376,5.44E-05,1.79E-05,0.000591184
271.6,0.000199025,3.57E-05,9.14E-06,0.000594938
271.8,0.000204674,5.03E-05,-1.51E-05,0.00059484
272,0.000219147,6.17E-05,-1.49E-05,0.000588905
272.2,0.000229339,5.38E-05,1.44E-05,0.000588868
272.4,0.000240656,5.33E-05,2.13E-05,0.000594666
272.6,0.000250671,5.31E-05,4.40E-07,0.000597393
272.8,0.000261898,4.39E-05,-8.73E-06,0.000594842
273,0.000268222,4.03E-05,8.56E-06,0.0005939
273.2,0.000278028,4.13E-05,1.15E-05,0.000598266
273.4,0.000284728,4.16E-05,3.91E-06,0.000598481
273.6,0.000294674,6.02E-05,-8.01E-07,0.00059983
273.8,0.000308821,7.24E-05,-9.52E-07,0.000598161
274,0.000323643,6.84E-05,-8.44E-08,0.00059945
274.2,0.000336196,6.81E-05,-1.51E-06,0.000598127
274.4,0.0003509,6.73E-05,-8.61E-06,0.000598845
274.6,0.000363101,5.91E-05,-1.43E-05,0.000594681
274.8,0.000374528,5.34E-05,-5.03E-07,0.000593132
275,0.000384464,5.56E-05,1.35E-06,0.00059448
275.2,0.000396757,4.87E-05,-7.17E-06,0.000593672
275.4,0.000403935,3.70E-05,2.45E-06,0.000591612
275.6,0.000411553,4.34E-05,2.24E-06,0.000594653
275.8,0.0004213,4.92E-05,-1.15E-08,0.00059251
276,0.000431237,4.39E-05,1.17E-05,0.000594648
276.2,0.000438874,5.01E-05,6.11E-06,0.000597183
276.4,0.000451262,5.93E-05,3.51E-06,0.000597094
276.6,0.000462595,4.63E-05,1.11E-05,0.000598589
276.8,0.00046977,4.80E-05,1.15E-05,0.000601519
277,0.000481806,5.00E-05,9.06E-06,0.000603175
277.2,0.000489785,3.86E-05,1.82E-05,0.000605141
277.4,0.000497263,5.90E-05,1.42E-05,0.000610471
277.6,0.000513391,6.92E-05,-4.18E-06,0.000610828
277.8,0.000524942,4.51E-05,-5.42E-06,0.000608799
278,0.000531427,3.57E-05,6.00E-06,0.000608659
278.2,0.000539229,4.63E-05,7.26E-06,0.0006112
278.4,0.000549948,5.60E-05,6.58E-06,0.000611565
278.6,0.000561635,6.79E-05,1.46E-05,0.000613833
278.8,0.00057712,5.40E-05,1.49E-05,0.000617411
279,0.000583224,4.94E-05,8.12E-06,0.000619778
279.2,0.000596876,5.57E-05,1.99E-05,0.000620658
279.4,0.000605487,5.48E-05,2.22E-05,0.000627749
279.6,0.00061879,5.66E-05,3.38E-06,0.000629547
279.8,0.000628136,4.43E-05,1.06E-05,0.0006291
280,0.000636518,5.37E-05,2.73E-05,0.000633775
280.2,0.000649613,6.09E-05,1.17E-05,0.000640002
280.4,0.000660897,5.61E-05,-2.60E-06,0.000638443
280.6,0.000672055,5.15E-05,-4.49E-06,0.000638963
280.8,0.000681516,4.94E-05,-4.37E-06,0.000636648
281,0.000691798,4.85E-05,5.82E-06,0.000637215
281.2,0.000700914,5.84E-05,-9.79E-07,0.000638977
281.4,0.000715158,5.30E-05,8.63E-06,0.000636824
281.6,0.00072212,5.39E-05,1.95E-05,0.000642428
281.8,0.000736732,5.88E-05,7.26E-06,0.000644609
282,0.000745651,6.02E-05,-9.09E-08,0.000645331
282.2,0.000760821,5.86E-05,-1.27E-05,0.000644573
282.4,0.00076908,5.51E-05,-2.12E-05,0.000640252
