t,y,v_{y},v_{x},x
408.2,0.000496715,-6.63E-05,-5.54E-08,0.000675412
408.4,0.000483369,-4.99E-05,-1.02E-05,0.000672925
408.6,0.000476737,-6.09E-05,-3.31E-06,0.000671321
408.8,0.000458992,-8.72E-05,-7.03E-06,0.000671599
409,0.000441838,-6.60E-05,-1.28E-05,0.000668508
409.2,0.000432597,-4.69E-05,1.25E-06,0.00066649
409.4,0.000423068,-6.48E-05,1.01E-05,0.000669009
409.6,0.000406664,-9.28E-05,1.10E-05,0.000670517
409.8,0.000385946,-8.04E-05,-1.22E-05,0.000673423
410,0.000374496,-6.62E-05,-4.56E-06,0.000665651
410.2,0.000359478,-7.67E-05,2.56E-05,0.000671599
410.4,0.00034382,-7.01E-05,-5.05E-07,0.000675909
410.6,0.000331434,-7.65E-05,1.63E-06,0.000671397
410.8,0.000313238,-7.74E-05,1.34E-05,0.000676561
411,0.000300475,-6.79E-05,-5.96E-07,0.000676749
411.2,0.000286073,-6.24E-05,1.04E-05,0.000676323
411.4,0.000275513,-4.55E-05,9.39E-06,0.000680906
411.6,0.00026786,-5.78E-05,-1.14E-05,0.000680078
411.8,0.000252403,-6.84E-05,-4.69E-07,0.000676364
412,0.000240505,-5.90E-05,1.58E-05,0.000679891
412.2,0.000228813,-5.16E-05,1.05E-05,0.000682681
412.4,0.000219848,-6.47E-05,1.49E-05,0.000684103
412.6,0.000202922,-7.62E-05,5.08E-06,0.000688633
412.8,0.000189374,-6.41E-05,-4.79E-06,0.000686134
413,0.000177281,-6.09E-05,-1.00E-06,0.000686715
413.2,0.000165025,-6.86E-05,-9.94E-06,0.000685733
413.4,0.000149852,-7.71E-05,-9.29E-06,0.000682741
413.6,0.000134181,-8.12E-05,-2.59E-07,0.000682019
413.8,0.000117383,-8.02E-05,6.87E-07,0.000682637
414,0.000102114,-7.06E-05,-2.52E-06,0.000682294
414.2,8.91E-05,-6.13E-05,-1.25E-05,0.000681629
414.4,7.76E-05,-6.35E-05,-6.66E-06,0.000677283
414.6,6.37E-05,-6.63E-05,1.02E-05,0.000678965
414.8,5.11E-05,-6.14E-05,6.80E-06,0.00068137
415,3.92E-05,-6.23E-05,3.70E-06,0.000681684
415.2,2.61E-05,-6.66E-05,7.83E-06,0.00068285
415.4,1.25E-05,-7.17E-05,5.89E-06,0.000684816
415.6,-2.53E-06,-6.85E-05,-1.58E-06,0.000685207
415.8,-1.49E-05,-5.99E-05,-7.36E-06,0.000684183
416,-2.65E-05,-6.04E-05,-2.12E-05,0.000682262
416.2,-3.90E-05,-6.05E-05,-1.65E-05,0.000675688
416.4,-5.07E-05,-6.44E-05,-4.89E-06,0.000675665
416.6,-6.48E-05,-6.31E-05,-9.41E-07,0.000673732
416.8,-7.59E-05,-5.51E-05,4.53E-06,0.000675289
417,-8.68E-05,-6.62E-05,-6.78E-07,0.000675544
417.2,-0.000102391,-6.48E-05,-1.57E-05,0.000675017
417.4,-0.000112776,-6.33E-05,-1.52E-05,0.000669276
417.6,-0.000127715,-5.80E-05,-6.58E-06,0.000668942
417.8,-0.000135993,-6.19E-05,-1.94E-06,0.000666643
418,-0.000152476,-7.56E-05,1.49E-05,0.000668165
418.2,-0.000166222,-6.29E-05,1.03E-05,0.000672586
418.4,-0.000177617,-7.65E-05,-8.52E-06,0.000672267
418.6,-0.000196818,-8.48E-05,-1.04E-05,0.000669179
418.8,-0.000211541,-6.99E-05,7.52E-06,0.000668104
419,-0.000224759,-6.13E-05,1.62E-05,0.000672186
419.2,-0.00023605,-5.71E-05,1.90E-05,0.000674589
419.4,-0.000247593,-6.03E-05,1.36E-05,0.000679796
419.6,-0.000260188,-5.38E-05,-1.77E-06,0.000680013
419.8,-0.000269097,-6.96E-05,5.02E-07,0.00067909
420,-0.00028801,-7.55E-05,1.90E-05,0.000680214
420.2,-0.000299308,-5.37E-05,9.59E-06,0.0006867
