 ,X,Y,Position,Time
1,14.705,0.899,23.856,0
2,14.148,0.920,23.299,3
3,13.639,0.884,22.790,6
4,13.119,0.891,22.270,9
5,12.592,0.920,21.743,12
6,12.079,0.895,21.230,15
7,11.619,0.867,20.770,18
8,11.118,0.884,20.269,21
9,10.653,0.881,19.805,24
10,10.209,0.871,19.360,27
11,9.790,0.881,18.942,30
12,9.362,0.888,18.513,33
13,8.971,0.880,18.122,36
14,8.577,0.880,17.728,39
15,8.225,0.880,17.377,42
16,7.880,0.853,17.031,45
17,7.545,0.873,16.696,48
18,7.232,0.861,16.383,51
19,6.951,0.855,16.102,54
20,6.674,0.852,15.825,57
21,6.442,0.869,15.594,60
22,6.225,0.849,15.376,63
23,6.020,0.842,15.171,66
24,5.844,0.865,14.995,69
25,5.674,0.849,14.825,72
26,5.533,0.849,14.684,75
27,5.440,0.856,14.591,78
28,5.321,0.849,14.472,81
29,5.262,0.843,14.413,84
30,5.235,0.849,14.386,87
31,5.210,0.852,14.361,90
32,5.199,0.849,14.351,93
33,5.228,0.856,14.379,96
34,5.262,0.843,14.413,99
35,5.313,0.842,14.464,102
36,5.402,0.851,14.553,105
37,5.498,0.839,14.649,108
38,5.644,0.849,14.795,111
39,5.801,0.849,14.952,114
40,5.942,0.849,15.093,117
41,6.139,0.849,15.290,120
42,6.362,0.867,15.513,123
43,6.586,0.842,15.737,126
44,6.826,0.849,15.978,129
45,7.113,0.873,16.264,132
46,7.392,0.849,16.543,135
47,7.709,0.859,16.860,138
48,8.029,0.884,17.180,141
49,8.361,0.889,17.512,144
50,8.720,0.880,17.871,147
51,9.094,0.869,18.245,150
52,9.492,0.889,18.644,153
53,9.913,0.869,19.064,156
54,10.328,0.869,19.479,159
55,10.752,0.900,19.904,162
56,11.205,0.888,20.356,165
57,11.669,0.891,20.820,168
58,12.128,0.888,21.279,171
59,12.627,0.884,21.778,174
60,13.122,0.899,22.273,177
61,13.580,0.909,22.731,180
62,14.123,0.898,23.274,183
63,14.643,0.920,23.794,186
64,15.181,0.914,24.332,189
65,15.720,0.897,24.871,192
66,16.235,0.908,25.386,195
67,16.765,0.920,25.917,198
68,17.312,0.912,26.463,201
69,17.869,0.914,27.020,204
70,18.438,0.931,27.589,207
71,18.781,0.990,27.933,210
72,18.994,0.928,28.145,213
73,19.347,0.990,28.499,216
74,19.560,0.928,28.711,219
75,20.122,0.931,29.273,222
76,20.688,0.931,29.839,225
77,21.224,0.930,30.375,228
78,21.794,0.948,30.945,231
79,22.326,0.923,31.477,234
80,22.884,0.928,32.036,237
81,23.433,0.937,32.584,240
82,23.974,0.930,33.125,243
83,24.476,0.920,33.627,246
84,25.042,0.939,34.193,249
85,25.565,0.914,34.716,252
86,26.075,0.914,35.226,255
87,26.579,0.920,35.730,258
88,27.074,0.920,36.225,261
89,27.589,0.920,36.740,264
90,28.045,0.923,37.196,267
91,28.536,0.914,37.687,270
92,28.976,0.905,38.127,273
93,29.438,0.913,38.589,276
94,29.852,0.920,39.003,279
95,30.277,0.920,39.428,282
96,30.687,0.901,39.838,285
97,31.055,0.920,40.206,288
98,31.423,0.893,40.574,291
99,31.798,0.902,40.949,294
100,32.135,0.901,41.286,297
101,32.470,0.884,41.621,300
102,32.760,0.913,41.911,303
103,33.071,0.908,42.222,306
104,33.330,0.898,42.481,309
105,33.601,0.904,42.753,312
106,33.823,0.902,42.974,315
107,34.039,0.889,43.190,318
108,34.244,0.893,43.396,321
109,34.415,0.902,43.566,324
110,34.573,0.897,43.724,327
111,34.733,0.884,43.884,330
112,34.817,0.889,43.968,333
113,34.939,0.893,44.090,336
114,35.006,0.884,44.157,339
115,35.065,0.898,44.216,342
116,35.087,0.884,44.238,345
117,35.100,0.875,44.251,348
118,35.096,0.902,44.247,351
119,35.087,0.884,44.238,354
120,35.023,0.880,44.175,357
121,34.952,0.893,44.103,360
122,34.875,0.884,44.026,363
123,34.773,0.869,43.924,366
124,34.633,0.906,43.784,369
125,34.495,0.884,43.646,372
126,34.309,0.884,43.460,375
127,34.149,0.901,43.300,378
128,33.925,0.894,43.076,381
129,33.691,0.880,42.842,384
130,33.453,0.913,42.604,387
131,33.201,0.895,42.352,390
132,32.909,0.893,42.060,393
133,32.630,0.901,41.781,396
134,32.310,0.911,41.462,399
135,31.981,0.893,41.132,402
136,31.628,0.913,40.779,405
137,31.274,0.913,40.425,408
138,30.898,0.892,40.049,411
139,30.496,0.913,39.647,414
140,30.116,0.920,39.267,417
141,29.691,0.912,38.842,420
142,29.286,0.920,38.437,423
143,28.806,0.920,37.957,426
144,28.367,0.920,37.518,429
145,27.942,0.920,37.093,432
146,27.447,0.920,36.598,435
147,26.996,0.913,36.147,438
148,26.500,0.914,35.651,441
149,26.000,0.948,35.152,444
150,25.517,0.929,34.668,447
151,25.010,0.936,34.161,450
152,24.482,0.948,33.633,453
153,24.006,0.931,33.157,456
154,23.457,0.923,32.609,459
155,22.958,0.936,32.109,462
156,22.425,0.939,31.576,465
157,22.743,0.920,31.894,468
158,21.915,0.948,31.066,471
159,21.389,0.931,30.540,474
160,20.843,0.931,29.994,477
161,20.302,0.939,29.454,480
162,19.791,0.936,28.942,483
163,19.263,0.938,28.414,486
164,18.748,0.930,27.899,489
165,18.223,0.923,27.374,492
166,17.724,0.909,26.875,495
167,17.225,0.899,26.376,498
168,16.733,0.910,25.884,501
169,16.199,0.920,25.351,504
170,15.730,0.898,24.881,507
171,15.262,0.878,24.413,510
172,14.737,0.901,23.888,513
173,14.289,0.900,23.441,516
174,13.819,0.888,22.970,519
175,13.370,0.900,22.521,522
176,12.956,0.881,22.107,525
177,12.535,0.888,21.686,528
178,12.097,0.900,21.248,531
179,11.700,0.881,20.852,534
180,11.301,0.895,20.452,537
181,10.933,0.891,20.084,540
182,10.576,0.877,19.727,543
183,10.233,0.873,19.384,546
184,9.917,0.881,19.068,549
185,9.585,0.884,18.736,552
186,9.286,0.880,18.437,555
187,9.019,0.884,18.170,558
188,8.732,0.872,17.883,561
189,8.511,0.871,17.662,564
190,8.277,0.884,17.428,567
191,8.066,0.859,17.218,570
192,7.880,0.853,17.031,573
193,7.711,0.869,16.862,576
194,7.545,0.873,16.696,579
195,7.418,0.869,16.570,582
196,7.304,0.867,16.455,585
197,7.209,0.876,16.360,588
198,7.145,0.849,16.296,591
199,7.087,0.873,16.238,594
200,7.043,0.869,16.194,597
201,7.018,0.849,16.170,600
202,7.018,0.849,16.170,603
203,7.061,0.871,16.212,606
204,7.109,0.859,16.260,609
205,7.154,0.853,16.305,612
206,7.232,0.861,16.383,615
207,7.350,0.856,16.501,618
208,7.471,0.865,16.622,621
209,7.591,0.871,16.742,624
210,7.750,0.869,16.901,627
211,7.939,0.861,17.091,630
212,8.119,0.876,17.271,633
213,8.323,0.873,17.474,636
214,8.544,0.876,17.695,639
215,8.804,0.891,17.955,642
216,9.055,0.884,18.206,645
217,9.342,0.872,18.493,648
218,9.627,0.893,18.778,651
219,9.939,0.884,19.090,654
220,10.249,0.864,19.400,657
221,10.576,0.884,19.727,660
222,10.929,0.884,20.080,663
223,11.283,0.884,20.434,666
224,11.654,0.895,20.806,669
225,12.057,0.888,21.209,672
226,12.430,0.903,21.581,675
227,12.843,0.891,21.994,678
228,13.252,0.896,22.403,681
229,13.688,0.908,22.839,684
230,14.120,0.905,23.271,687
231,14.580,0.893,23.731,690
232,15.042,0.898,24.193,693
233,15.474,0.909,24.626,696
234,15.944,0.914,25.096,699
235,16.401,0.918,25.552,702
236,16.879,0.914,26.030,705
237,17.338,0.930,26.489,708
238,17.862,0.928,27.013,711
239,18.350,0.923,27.501,714
240,18.640,0.920,27.791,717
241,18.817,0.939,27.968,720
242,19.312,0.939,28.463,723
243,19.779,0.934,28.930,726
244,20.285,0.937,29.436,729
245,20.798,0.939,29.949,732
246,21.261,0.936,30.412,735
247,21.611,0.990,30.762,738
248,21.753,0.943,30.904,741
249,22.212,0.939,31.363,744
250,22.717,0.940,31.868,747
251,23.194,0.931,32.345,750
252,23.673,0.931,32.824,753
253,24.136,0.941,33.288,756
254,24.441,0.849,33.592,759
255,24.608,0.940,33.759,762
256,25.040,0.930,34.191,765
257,25.512,0.937,34.664,768
258,25.944,0.937,35.095,771
259,26.395,0.933,35.546,774
260,26.830,0.920,35.981,777
261,27.235,0.920,36.386,780
262,27.631,0.914,36.783,783
263,28.013,0.920,37.164,786
264,28.418,0.920,37.569,789
265,28.791,0.920,37.942,792
266,29.145,0.920,38.296,795
267,29.499,0.920,38.650,798
268,29.852,0.920,39.003,801
269,30.181,0.917,39.333,804
