 ,X,Y,Position,Time
1,28.187,1.173,37.339,0
2,28.563,1.162,37.715,3
3,28.927,1.229,38.079,6
4,29.290,1.155,38.442,9
5,29.649,1.162,38.801,12
6,30.023,1.229,39.176,15
7,30.349,1.155,39.502,18
8,30.692,1.139,39.845,21
9,30.989,1.218,40.141,24
10,31.321,1.152,40.474,27
11,31.579,1.123,40.731,30
12,31.886,1.223,41.039,33
13,32.141,1.183,41.294,36
14,32.419,1.130,41.572,39
15,32.631,1.201,41.784,42
16,32.874,1.185,42.027,45
17,33.081,1.123,42.233,48
18,33.274,1.194,42.426,51
19,33.479,1.201,42.631,54
20,33.627,1.123,42.779,57
21,33.796,1.189,42.949,60
22,33.920,1.196,43.073,63
23,34.044,1.115,43.196,66
24,34.153,1.172,43.306,69
25,34.200,1.201,43.353,72
26,34.283,1.124,43.435,75
27,34.338,1.165,43.490,78
28,34.361,1.201,43.514,81
29,34.370,1.124,43.522,84
30,34.377,1.161,43.530,87
31,34.337,1.203,43.489,90
32,34.326,1.130,43.479,93
33,34.269,1.162,43.421,96
34,34.185,1.201,43.337,99
35,34.116,1.140,43.269,102
36,34.008,1.140,43.161,105
37,33.902,1.201,43.055,108
38,33.761,1.150,42.914,111
39,33.629,1.134,42.781,114
40,33.472,1.208,42.624,117
41,33.294,1.161,42.447,120
42,33.128,1.140,42.280,123
43,32.914,1.201,42.066,126
44,32.709,1.194,41.861,129
45,32.505,1.130,41.657,132
46,32.278,1.201,41.430,135
47,32.048,1.192,41.201,138
48,31.783,1.130,40.936,141
49,31.519,1.210,40.671,144
50,31.274,1.201,40.426,147
51,30.998,1.148,40.150,150
52,30.724,1.201,39.877,153
53,30.442,1.201,39.594,156
54,30.143,1.151,39.295,159
55,29.849,1.207,39.002,162
56,29.545,1.227,38.697,165
57,29.235,1.157,38.387,168
58,28.915,1.194,38.067,171
59,28.605,1.236,37.758,174
60,28.291,1.169,37.444,177
61,27.969,1.201,37.122,180
62,27.643,1.236,36.795,183
63,27.328,1.174,36.480,186
64,26.999,1.182,36.152,189
65,26.656,1.240,35.808,192
66,26.335,1.199,35.487,195
67,26.001,1.183,35.153,198
68,25.674,1.261,34.826,201
69,25.356,1.201,34.509,204
70,25.001,1.190,34.153,207
71,24.677,1.244,33.830,210
72,24.367,1.201,33.520,213
73,24.014,1.181,33.167,216
74,23.673,1.236,32.825,219
75,23.363,1.228,32.515,222
76,23.035,1.180,32.187,225
77,22.708,1.236,31.860,228
78,22.390,1.220,31.542,231
79,22.057,1.165,31.209,234
80,21.760,1.229,30.912,237
81,21.443,1.230,30.595,240
82,21.150,1.172,30.303,243
83,20.818,1.218,29.971,246
84,20.497,1.228,29.650,249
85,20.232,1.172,29.384,252
86,19.918,1.220,29.070,255
87,19.629,1.228,28.781,258
88,19.353,1.181,28.505,261
89,19.072,1.211,28.225,264
90,18.793,1.229,27.946,267
91,18.537,1.172,27.689,270
92,18.230,1.208,27.382,273
93,18.016,1.229,27.169,276
94,17.771,1.162,26.923,279
95,17.516,1.201,26.669,282
96,17.279,1.223,26.432,285
97,17.057,1.165,26.210,288
98,16.845,1.180,25.998,291
99,16.655,1.229,25.807,294
100,16.433,1.169,25.585,297
101,16.277,1.172,25.429,300
102,16.076,1.240,25.229,303
103,15.927,1.189,25.080,306
104,15.762,1.165,24.915,309
105,15.600,1.221,24.752,312
106,15.486,1.187,24.638,315
107,15.358,1.172,24.511,318
108,15.247,1.221,24.399,321
109,15.150,1.189,24.303,324
110,15.063,1.161,24.215,327
111,15.002,1.215,24.154,330
112,14.956,1.192,24.108,333
113,14.887,1.158,24.040,336
114,14.868,1.201,24.020,339
115,14.843,1.203,23.995,342
116,14.844,1.165,23.997,345
117,14.868,1.201,24.020,348
118,14.893,1.199,24.045,351
119,14.945,1.162,24.098,354
120,15.009,1.189,24.161,357
121,15.044,1.201,24.197,360
122,15.150,1.165,24.303,363
123,15.246,1.199,24.398,366
124,15.369,1.195,24.522,369
125,15.488,1.165,24.641,372
126,15.609,1.201,24.762,375
127,15.775,1.218,24.928,378
128,15.935,1.177,25.087,381
129,16.139,1.189,25.291,384
130,16.316,1.220,25.468,387
131,16.508,1.193,25.660,390
132,16.737,1.190,25.890,393
133,16.951,1.220,26.104,396
134,17.198,1.180,26.351,399
135,17.446,1.201,26.598,402
136,17.696,1.229,26.849,405
137,17.975,1.189,27.128,408
138,18.223,1.201,27.375,411
139,18.514,1.221,27.667,414
140,18.788,1.201,27.940,417
141,19.121,1.193,28.274,420
142,19.408,1.228,28.560,423
143,19.716,1.203,28.869,426
144,20.067,1.181,29.219,429
145,20.370,1.232,29.522,432
146,20.700,1.229,29.853,435
147,21.028,1.193,30.181,438
148,21.372,1.230,30.524,441
149,21.719,1.209,30.871,444
