 ,X,Y,Position,Time
1,10.844,1.056,18.417,0
2,11.016,1.162,18.589,3
3,11.177,1.052,18.751,6
4,11.385,1.031,18.958,9
5,11.584,1.112,19.158,12
6,11.799,1.118,19.373,15
7,12.013,1.102,19.586,18
8,12.235,1.087,19.809,21
9,12.496,1.109,20.069,24
10,12.728,1.120,20.301,27
11,13.004,1.133,20.577,30
12,13.292,1.066,20.865,33
13,13.576,1.086,21.150,36
14,13.857,1.110,21.430,39
15,14.145,1.118,21.718,42
16,14.473,1.106,22.046,45
17,14.785,1.118,22.358,48
18,15.104,1.102,22.678,51
19,15.446,1.098,23.020,54
20,15.786,1.152,23.360,57
21,16.113,1.112,23.687,60
22,16.473,1.084,24.046,63
23,16.834,1.145,24.408,66
24,17.201,1.157,24.775,69
25,17.557,1.066,25.130,72
26,17.918,1.109,25.491,75
27,18.300,1.190,25.873,78
28,18.680,1.109,26.253,81
29,19.049,1.102,26.623,84
30,19.447,1.166,27.020,87
31,19.819,1.125,27.393,90
32,20.192,1.109,27.766,93
33,20.566,1.177,28.140,96
34,20.948,1.128,28.522,99
35,21.315,1.117,28.888,102
36,21.681,1.219,29.255,105
37,22.063,1.123,29.637,108
38,22.406,1.110,29.980,111
39,22.750,1.191,30.324,114
40,23.101,1.137,30.675,117
41,23.445,1.125,31.018,120
42,23.772,1.165,31.346,123
43,24.125,1.132,31.698,126
44,24.444,1.125,32.017,129
45,24.736,1.208,32.309,132
46,25.056,1.137,32.629,135
47,25.319,1.110,32.893,138
48,25.607,1.204,33.180,141
49,25.873,1.137,33.447,144
50,26.137,1.102,33.710,147
51,26.381,1.173,33.955,150
52,26.611,1.131,34.185,153
53,26.818,1.102,34.391,156
54,27.019,1.173,34.593,159
55,27.215,1.155,34.788,162
56,27.378,1.102,34.951,165
57,27.551,1.151,35.124,168
58,27.697,1.135,35.270,171
59,27.819,1.102,35.392,174
60,27.934,1.137,35.508,177
61,28.021,1.137,35.594,180
62,28.121,1.124,35.695,183
63,28.183,1.137,35.757,186
64,28.264,1.135,35.837,189
65,28.302,1.102,35.875,192
66,28.340,1.128,35.914,195
67,28.333,1.169,35.907,198
68,28.345,1.110,35.919,201
69,28.333,1.133,35.907,204
70,28.295,1.173,35.868,207
71,28.271,1.106,35.845,210
72,28.211,1.125,35.784,213
73,28.153,1.173,35.726,216
74,28.070,1.110,35.644,219
75,27.974,1.118,35.547,222
76,27.895,1.165,35.468,225
77,27.783,1.117,35.356,228
78,27.650,1.118,35.224,231
79,27.528,1.169,35.101,234
80,27.366,1.118,34.939,237
81,27.224,1.137,34.797,240
82,27.053,1.173,34.627,243
83,26.868,1.137,34.442,246
84,26.710,1.110,34.284,249
85,26.510,1.182,34.084,252
86,26.307,1.144,33.880,255
87,26.105,1.106,33.679,258
88,25.882,1.191,33.456,261
89,25.695,1.137,33.269,264
90,25.467,1.102,33.041,267
91,25.233,1.173,32.807,270
92,24.974,1.158,32.548,273
93,24.741,1.109,32.315,276
94,24.487,1.158,32.061,279
95,24.238,1.173,31.812,282
96,23.966,1.102,31.539,285
97,23.676,1.164,31.249,288
98,23.421,1.188,30.994,291
99,23.132,1.111,30.706,294
100,22.859,1.151,30.433,297
101,22.543,1.181,30.116,300
102,22.276,1.105,29.850,303
103,21.964,1.137,29.537,306
104,21.675,1.191,29.248,309
105,21.352,1.105,28.926,312
106,21.040,1.137,28.613,315
107,20.763,1.189,28.337,318
108,20.424,1.110,27.997,321
109,20.118,1.124,27.691,324
110,19.792,1.188,27.366,327
111,19.476,1.118,27.049,330
112,19.143,1.115,26.716,333
113,18.836,1.173,26.410,336
114,18.508,1.121,26.082,339
115,18.185,1.112,25.758,342
116,17.847,1.164,25.421,345
117,17.529,1.133,25.103,348
118,17.213,1.102,24.787,351
119,16.870,1.161,24.443,354
120,16.573,1.125,24.147,357
121,16.242,1.102,23.815,360
122,15.922,1.137,23.495,363
123,15.612,1.135,23.185,366
124,15.296,1.095,22.870,369
125,14.978,1.137,22.552,372
126,14.686,1.144,22.260,375
127,14.390,1.098,21.963,378
128,14.093,1.118,21.666,381
129,13.800,1.135,21.373,384
130,13.528,1.089,21.102,387
131,13.253,1.113,20.826,390
132,12.982,1.135,20.555,393
133,12.723,1.086,20.297,396
134,12.485,1.115,20.058,399
135,12.226,1.137,19.799,402
136,11.997,1.094,19.570,405
137,11.775,1.091,19.348,408
138,11.559,1.131,19.132,411
139,11.352,1.076,18.926,414
140,11.168,1.084,18.742,417
141,10.982,1.127,18.555,420
142,10.804,1.066,18.378,423
143,10.647,1.085,18.221,426
144,10.515,1.120,18.089,429
145,10.378,1.066,17.951,432
146,10.257,1.078,17.830,435
147,10.164,1.137,17.738,438
148,10.076,1.075,17.649,441
149,10.007,1.066,17.581,444
150,9.944,1.130,17.518,447
151,9.885,1.087,17.459,450
152,9.873,1.073,17.447,453
153,9.845,1.127,17.418,456
154,9.840,1.089,17.414,459
155,9.865,1.066,17.438,462
156,9.886,1.110,17.460,465
157,9.920,1.093,17.494,468
158,9.978,1.060,17.552,471
159,10.034,1.102,17.608,474
160,10.137,1.106,17.710,477
161,10.236,1.066,17.809,480
162,10.338,1.110,17.912,483
163,10.468,1.098,18.041,486
164,10.591,1.066,18.164,489
165,10.749,1.110,18.322,492
166,10.937,1.117,18.510,495
167,11.099,1.068,18.672,498
168,11.283,1.106,18.856,501
169,11.472,1.121,19.045,504
170,11.669,1.078,19.242,507
171,11.899,1.105,19.472,510
172,12.127,1.121,19.701,513
173,12.352,1.094,19.926,516
174,12.605,1.113,20.179,519
175,12.855,1.135,20.429,522
176,13.101,1.088,20.674,525
177,13.387,1.113,20.961,528
178,13.647,1.137,21.221,531
179,13.937,1.094,21.511,534
180,14.228,1.102,21.801,537
181,14.511,1.135,22.084,540
182,14.796,1.102,22.370,543
183,15.104,1.102,22.678,546
184,15.420,1.155,22.993,549
185,15.715,1.110,23.288,552
186,16.025,1.120,23.598,555
187,16.359,1.135,23.932,558
188,16.650,1.128,24.224,561
189,16.994,1.109,24.567,564
190,17.280,1.145,24.854,567
191,17.608,1.137,25.182,570
192,17.933,1.102,25.506,573
193,18.250,1.142,25.823,576
194,18.559,1.144,26.132,579
195,18.872,1.112,26.445,582
196,19.205,1.159,26.778,585
197,19.482,1.164,27.056,588
198,19.819,1.125,27.393,591
199,20.118,1.143,27.691,594
200,20.407,1.144,27.981,597
201,20.716,1.118,28.289,600
202,21.013,1.144,28.586,603
203,21.302,1.163,28.876,606
204,21.591,1.120,29.164,609
205,21.875,1.142,29.448,612
206,22.145,1.180,29.718,615
207,22.418,1.121,29.991,618
208,22.675,1.137,30.248,621
209,22.943,1.181,30.517,624
210,23.200,1.132,30.774,627
211,23.445,1.125,31.018,630
212,23.674,1.173,31.248,633
213,23.944,1.135,31.517,636
214,24.155,1.125,31.729,639
215,24.385,1.173,31.958,642
216,24.594,1.137,32.167,645
217,24.807,1.118,32.380,648
218,25.020,1.173,32.594,651
219,25.169,1.144,32.743,654
220,25.376,1.118,32.949,657
221,25.549,1.146,33.122,660
222,25.731,1.137,33.304,663
223,25.879,1.109,33.452,666
224,26.034,1.152,33.608,669
225,26.168,1.135,33.741,672
226,26.300,1.118,33.873,675
227,26.421,1.147,33.995,678
228,26.520,1.130,34.093,681
229,26.627,1.123,34.200,684
230,26.735,1.155,34.308,687
231,26.804,1.144,34.378,690
232,26.859,1.117,34.432,693
233,26.932,1.144,34.506,696
234,26.983,1.144,34.557,699
235,27.010,1.118,34.584,702
236,27.046,1.137,34.619,705
237,27.054,1.144,34.628,708
238,27.057,1.113,34.631,711
239,27.054,1.144,34.628,714
240,27.028,1.142,34.602,717
241,27.016,1.109,34.590,720
242,26.966,1.131,34.540,723
243,26.904,1.137,34.477,726
244,26.859,1.117,34.432,729
245,26.797,1.137,34.371,732
246,26.674,1.145,34.248,735
247,26.590,1.110,34.164,738
248,26.477,1.137,34.051,741
249,26.373,1.163,33.947,744
250,26.229,1.118,33.802,747
251,26.086,1.118,33.660,750
252,25.917,1.144,33.491,753
253,25.771,1.111,33.344,756
254,25.609,1.128,33.183,759
255,25.438,1.155,33.011,762
256,25.220,1.115,32.794,765
257,25.030,1.117,32.603,768
258,24.805,1.148,32.378,771
259,24.583,1.135,32.157,774
260,24.360,1.128,31.933,777
261,24.135,1.158,31.709,780
262,23.872,1.135,31.446,783
263,23.617,1.118,31.191,786
264,23.378,1.144,30.952,789
265,23.091,1.135,30.664,792
266,22.825,1.118,30.398,795
267,22.537,1.155,30.110,798
268,22.276,1.153,29.849,801
269,21.970,1.110,29.543,804
270,21.698,1.152,29.272,807
271,21.395,1.137,28.969,810
272,21.111,1.118,28.684,813
273,20.791,1.158,28.364,816
274,20.480,1.155,28.053,819
275,20.192,1.109,27.766,822
276,19.883,1.137,27.456,825
277,19.579,1.153,27.153,828
278,19.263,1.118,26.836,831
279,18.961,1.141,26.534,834
280,18.652,1.142,26.225,837
281,18.329,1.117,25.903,840
282,18.019,1.137,25.592,843
283,17.734,1.148,25.308,846
284,17.426,1.102,25.000,849
285,17.148,1.127,24.722,852
286,16.836,1.135,24.409,855
287,16.541,1.102,24.115,858
288,16.267,1.135,23.840,861
289,16.005,1.125,23.578,864
290,15.721,1.102,23.294,867
291,15.456,1.120,23.030,870
292,15.176,1.137,22.749,873
293,14.939,1.102,22.512,876
294,14.667,1.113,22.240,879
295,14.429,1.137,22.003,882
296,14.207,1.102,21.780,885
297,13.974,1.123,21.548,888
298,13.769,1.128,21.342,891
299,13.545,1.114,21.118,894
300,13.344,1.106,20.918,897
301,13.162,1.125,20.735,900
302,12.961,1.113,20.534,903
303,12.788,1.093,20.362,906
304,12.625,1.133,20.198,909
305,12.467,1.105,20.041,912
306,12.309,1.102,19.882,915
307,12.159,1.120,19.733,918
308,12.037,1.113,19.610,921
309,11.924,1.084,19.497,924
310,11.806,1.130,19.380,927
311,11.734,1.110,19.308,930
312,11.642,1.076,19.215,933
313,11.554,1.109,19.128,936
314,11.501,1.109,19.074,939
315,11.428,1.094,19.002,942
316,11.379,1.110,18.953,945
317,11.352,1.120,18.926,948
318,11.314,1.078,18.887,951
319,11.302,1.102,18.875,954
320,11.308,1.110,18.881,957
321,11.304,1.077,18.877,960
322,11.316,1.095,18.889,963
323,11.344,1.123,18.918,966
324,11.379,1.077,18.953,969
325,11.421,1.098,18.994,972
326,11.472,1.121,19.045,975
327,11.530,1.093,19.103,978
328,11.605,1.098,19.178,981
329,11.693,1.117,19.266,984
330,11.783,1.094,19.357,987
331,11.885,1.095,19.458,990
332,11.990,1.114,19.563,993
333,12.115,1.091,19.689,996
334,12.240,1.095,19.813,999
335,12.375,1.130,19.949,1002
336,12.522,1.102,20.095,1005
337,12.676,1.094,20.249,1008
338,12.845,1.128,20.418,1011
339,13.019,1.102,20.593,1014
340,13.192,1.098,20.766,1017
341,13.373,1.135,20.947,1020
342,13.576,1.118,21.150,1023
343,13.769,1.113,21.342,1026
344,13.967,1.137,21.541,1029
345,14.184,1.109,21.758,1032
